csd_code,municipality,region,year,bedroom_type,avg_monthly_rent,quality_flag,quality_level,yoy_change_pct,rent_in_2025_dollars,rent_index_2015_100
3518020,Scugog,Durham,2020,Total,1111.0,a,Excellent,1.2,1328.0,108.3
3518020,Scugog,Durham,2021,1 Bedroom,959.0,b,Very good,10.5,1114.0,125.9
3518020,Scugog,Durham,2021,2 Bedroom,1198.0,a,Excellent,12.6,1392.0,128.1
3518020,Scugog,Durham,2021,Total,1310.0,a,Excellent,17.9,1522.0,127.7
3518020,Scugog,Durham,2022,1 Bedroom,1112.0,d,Poor - use with caution,16.0,1213.0,145.9
3518020,Scugog,Durham,2022,2 Bedroom,1265.0,c,Good,5.6,1380.0,135.3
3518020,Scugog,Durham,2022,Total,1193.0,c,Good,-8.9,1301.0,116.3
3518020,Scugog,Durham,2023,1 Bedroom,1129.0,c,Good,1.5,1182.0,148.2
3518020,Scugog,Durham,2023,2 Bedroom,1244.0,b,Very good,-1.7,1302.0,133.0
3518020,Scugog,Durham,2023,Total,1314.0,a,Excellent,10.1,1376.0,128.1
3518020,Scugog,Durham,2024,1 Bedroom,1078.0,d,Poor - use with caution,-4.5,1098.0,141.5
3518020,Scugog,Durham,2024,2 Bedroom,1327.0,d,Poor - use with caution,6.7,1351.0,141.9
3518020,Scugog,Durham,2024,Total,1226.0,c,Good,-6.7,1248.0,119.5
3518020,Scugog,Durham,2025,1 Bedroom,1117.0,c,Good,3.6,1117.0,146.6
3518020,Scugog,Durham,2025,2 Bedroom,1452.0,c,Good,9.4,1452.0,155.3
3518020,Scugog,Durham,2025,Total,1436.0,a,Excellent,17.1,1436.0,140.0
3518029,Uxbridge,Durham,1990,1 Bedroom,586.0,b,Very good,,1245.0,57.7
3518029,Uxbridge,Durham,1990,2 Bedroom,683.0,b,Very good,,1451.0,57.2
3518029,Uxbridge,Durham,1990,Total,643.0,b,Very good,,1366.0,57.6
3518029,Uxbridge,Durham,1991,1 Bedroom,567.0,b,Very good,-3.2,1156.0,55.8
3518029,Uxbridge,Durham,1991,2 Bedroom,747.0,d,Poor - use with caution,9.4,1523.0,62.5
3518029,Uxbridge,Durham,1991,Total,661.0,c,Good,2.8,1348.0,59.2
3518029,Uxbridge,Durham,1992,1 Bedroom,581.0,b,Very good,2.5,1174.0,57.2
3518029,Uxbridge,Durham,1992,2 Bedroom,742.0,b,Very good,-0.7,1499.0,62.1
3518029,Uxbridge,Durham,1992,Total,677.0,b,Very good,2.4,1368.0,60.6
3518029,Uxbridge,Durham,1993,1 Bedroom,596.0,b,Very good,2.6,1186.0,58.7
3518029,Uxbridge,Durham,1993,2 Bedroom,737.0,c,Good,-0.7,1466.0,61.7
3518029,Uxbridge,Durham,1993,Total,678.0,c,Good,0.1,1349.0,60.7
3518029,Uxbridge,Durham,1994,1 Bedroom,604.0,b,Very good,1.3,1200.0,59.4
3518029,Uxbridge,Durham,1994,2 Bedroom,755.0,c,Good,2.4,1500.0,63.2
3518029,Uxbridge,Durham,1994,Total,698.0,c,Good,2.9,1387.0,62.5
3518029,Uxbridge,Durham,1995,1 Bedroom,667.0,c,Good,10.4,1293.0,65.6
3518029,Uxbridge,Durham,1995,2 Bedroom,787.0,c,Good,4.2,1526.0,65.9
3518029,Uxbridge,Durham,1995,Total,743.0,c,Good,6.4,1441.0,66.5
3518029,Uxbridge,Durham,1996,1 Bedroom,639.0,b,Very good,-4.2,1219.0,62.9
3518029,Uxbridge,Durham,1996,2 Bedroom,767.0,b,Very good,-2.5,1463.0,64.2
3518029,Uxbridge,Durham,1996,Total,718.0,b,Very good,-3.4,1370.0,64.3
3518029,Uxbridge,Durham,1997,1 Bedroom,627.0,b,Very good,-1.9,1175.0,61.7
3518029,Uxbridge,Durham,1997,2 Bedroom,769.0,b,Very good,0.3,1441.0,64.4
3518029,Uxbridge,Durham,1997,Total,714.0,b,Very good,-0.6,1338.0,63.9
3518029,Uxbridge,Durham,1998,1 Bedroom,646.0,a,Excellent,3.0,1198.0,63.6
3518029,Uxbridge,Durham,1998,2 Bedroom,781.0,b,Very good,1.6,1448.0,65.4
3518029,Uxbridge,Durham,1998,Total,728.0,b,Very good,2.0,1350.0,65.2
3518029,Uxbridge,Durham,1999,1 Bedroom,689.0,b,Very good,6.7,1253.0,67.8
3518029,Uxbridge,Durham,1999,2 Bedroom,853.0,b,Very good,9.2,1551.0,71.4
3518029,Uxbridge,Durham,1999,Total,798.0,b,Very good,9.6,1451.0,71.4
3518029,Uxbridge,Durham,2000,1 Bedroom,743.0,c,Good,7.8,1311.0,73.1
3518029,Uxbridge,Durham,2000,2 Bedroom,1011.0,c,Good,18.5,1784.0,84.6
3518029,Uxbridge,Durham,2000,Total,918.0,c,Good,15.0,1620.0,82.2
3518029,Uxbridge,Durham,2001,1 Bedroom,743.0,a,Excellent,0.0,1272.0,73.1
3518029,Uxbridge,Durham,2001,2 Bedroom,969.0,b,Very good,-4.2,1659.0,81.1
3518029,Uxbridge,Durham,2001,Total,874.0,a,Excellent,-4.8,1496.0,78.2
3518029,Uxbridge,Durham,2002,1 Bedroom,758.0,a,Excellent,2.0,1271.0,74.6
3518029,Uxbridge,Durham,2002,2 Bedroom,1028.0,b,Very good,6.1,1724.0,86.0
3518029,Uxbridge,Durham,2002,Total,928.0,a,Excellent,6.2,1556.0,83.1
3518029,Uxbridge,Durham,2003,1 Bedroom,976.0,c,Good,28.8,1588.0,96.1
3518029,Uxbridge,Durham,2003,2 Bedroom,1196.0,d,Poor - use with caution,16.3,1946.0,100.1
3518029,Uxbridge,Durham,2003,Total,1127.0,d,Poor - use with caution,21.4,1834.0,100.9
3518029,Uxbridge,Durham,2004,1 Bedroom,774.0,b,Very good,-20.7,1240.0,76.2
3518029,Uxbridge,Durham,2004,2 Bedroom,1052.0,b,Very good,-12.0,1685.0,88.0
3518029,Uxbridge,Durham,2004,Total,963.0,b,Very good,-14.6,1542.0,86.2
3518029,Uxbridge,Durham,2005,1 Bedroom,768.0,b,Very good,-0.8,1207.0,75.6
3518029,Uxbridge,Durham,2005,2 Bedroom,1135.0,b,Very good,7.9,1784.0,95.0
3518029,Uxbridge,Durham,2005,Total,993.0,c,Good,3.1,1561.0,88.9
3518029,Uxbridge,Durham,2006,1 Bedroom,839.0,a,Excellent,9.2,1298.0,82.6
3518029,Uxbridge,Durham,2006,2 Bedroom,1078.0,d,Poor - use with caution,-5.0,1668.0,90.2
3518029,Uxbridge,Durham,2006,Total,984.0,c,Good,-0.9,1522.0,88.1
3518029,Uxbridge,Durham,2007,1 Bedroom,877.0,c,Good,4.5,1331.0,86.3
3518029,Uxbridge,Durham,2007,Total,986.0,d,Poor - use with caution,0.2,1497.0,88.3
3518029,Uxbridge,Durham,2008,1 Bedroom,850.0,c,Good,-3.1,1260.0,83.7
3518029,Uxbridge,Durham,2008,2 Bedroom,1024.0,c,Good,,1518.0,85.7
3518029,Uxbridge,Durham,2008,3 Bedroom,1136.0,a,Excellent,,1684.0,
3518029,Uxbridge,Durham,2008,Total,969.0,c,Good,-1.7,1436.0,86.8
3518029,Uxbridge,Durham,2009,1 Bedroom,889.0,b,Very good,4.6,1312.0,87.5
3518029,Uxbridge,Durham,2009,2 Bedroom,1148.0,d,Poor - use with caution,12.1,1694.0,96.1
3518029,Uxbridge,Durham,2009,Total,1046.0,c,Good,7.9,1543.0,93.6
3518029,Uxbridge,Durham,2010,1 Bedroom,866.0,a,Excellent,-2.6,1247.0,85.2
3518029,Uxbridge,Durham,2010,2 Bedroom,1084.0,d,Poor - use with caution,-5.6,1560.0,90.7
3518029,Uxbridge,Durham,2010,Total,990.0,c,Good,-5.4,1425.0,88.6
3518029,Uxbridge,Durham,2012,1 Bedroom,952.0,a,Excellent,,1310.0,93.7
3518029,Uxbridge,Durham,2012,2 Bedroom,1179.0,d,Poor - use with caution,,1623.0,98.7
3518029,Uxbridge,Durham,2012,Total,1090.0,c,Good,,1500.0,97.6
3518029,Uxbridge,Durham,2013,1 Bedroom,982.0,a,Excellent,3.2,1336.0,96.7
3518029,Uxbridge,Durham,2013,2 Bedroom,1440.0,c,Good,22.1,1959.0,120.5
3518029,Uxbridge,Durham,2013,3 Bedroom,1799.0,a,Excellent,,2447.0,
3518029,Uxbridge,Durham,2013,Total,1273.0,b,Very good,16.8,1732.0,114.0
3518029,Uxbridge,Durham,2014,1 Bedroom,981.0,b,Very good,-0.1,1302.0,96.6
3518029,Uxbridge,Durham,2014,2 Bedroom,1179.0,c,Good,-18.1,1564.0,98.7
3518029,Uxbridge,Durham,2014,Total,1094.0,b,Very good,-14.1,1451.0,97.9
3518029,Uxbridge,Durham,2015,1 Bedroom,1016.0,b,Very good,3.6,1327.0,100.0
3518029,Uxbridge,Durham,2015,2 Bedroom,1195.0,c,Good,1.4,1561.0,100.0
3518029,Uxbridge,Durham,2015,Total,1117.0,c,Good,2.1,1459.0,100.0
3518029,Uxbridge,Durham,2016,1 Bedroom,1049.0,c,Good,3.2,1343.0,103.2
3518029,Uxbridge,Durham,2016,2 Bedroom,1207.0,d,Poor - use with caution,1.0,1545.0,101.0
3518029,Uxbridge,Durham,2016,Total,1143.0,c,Good,2.3,1463.0,102.3
3518029,Uxbridge,Durham,2017,1 Bedroom,1086.0,c,Good,3.5,1362.0,106.9
3518029,Uxbridge,Durham,2017,2 Bedroom,1355.0,d,Poor - use with caution,12.3,1700.0,113.4
3518029,Uxbridge,Durham,2017,3 Bedroom,1302.0,c,Good,,1633.0,
3518029,Uxbridge,Durham,2017,Total,1227.0,d,Poor - use with caution,7.3,1539.0,109.8
3518029,Uxbridge,Durham,2019,1 Bedroom,1102.0,b,Very good,,1321.0,108.5
3518029,Uxbridge,Durham,2019,2 Bedroom,1505.0,d,Poor - use with caution,,1804.0,125.9
3518029,Uxbridge,Durham,2019,Total,1293.0,c,Good,,1550.0,115.8
3518029,Uxbridge,Durham,2020,1 Bedroom,1174.0,c,Good,6.5,1403.0,115.6
3518029,Uxbridge,Durham,2020,2 Bedroom,1398.0,d,Poor - use with caution,-7.1,1671.0,117.0
3518029,Uxbridge,Durham,2020,Total,1285.0,d,Poor - use with caution,-0.6,1536.0,115.0
3518029,Uxbridge,Durham,2021,1 Bedroom,1249.0,c,Good,6.4,1451.0,122.9
3518029,Uxbridge,Durham,2021,2 Bedroom,1501.0,d,Poor - use with caution,7.4,1744.0,125.6
3518029,Uxbridge,Durham,2021,Total,1394.0,d,Poor - use with caution,8.5,1620.0,124.8
3518029,Uxbridge,Durham,2022,1 Bedroom,1389.0,b,Very good,11.2,1515.0,136.7
3518029,Uxbridge,Durham,2022,2 Bedroom,1575.0,d,Poor - use with caution,4.9,1718.0,131.8
3518029,Uxbridge,Durham,2022,Total,1455.0,c,Good,4.4,1587.0,130.3
3518029,Uxbridge,Durham,2023,1 Bedroom,1320.0,b,Very good,-5.0,1382.0,129.9
3518029,Uxbridge,Durham,2023,2 Bedroom,1755.0,d,Poor - use with caution,11.4,1837.0,146.9
3518029,Uxbridge,Durham,2023,Total,1535.0,d,Poor - use with caution,5.5,1607.0,137.4
3518029,Uxbridge,Durham,2024,2 Bedroom,1933.0,d,Poor - use with caution,10.1,1968.0,161.8
3518039,Brock,Durham,2008,1 Bedroom,695.0,a,Excellent,,1030.0,95.9
3518039,Brock,Durham,2008,2 Bedroom,766.0,a,Excellent,,1135.0,92.7
3518039,Brock,Durham,2008,Total,750.0,a,Excellent,,1112.0,93.9
3518039,Brock,Durham,2009,1 Bedroom,647.0,b,Very good,-6.9,955.0,89.2
3518039,Brock,Durham,2009,2 Bedroom,760.0,a,Excellent,-0.8,1121.0,92.0
3518039,Brock,Durham,2009,3 Bedroom,850.0,c,Good,,1254.0,
3518039,Brock,Durham,2009,Total,743.0,a,Excellent,-0.9,1096.0,93.0
3518039,Brock,Durham,2010,1 Bedroom,618.0,a,Excellent,-4.5,890.0,85.2
3518039,Brock,Durham,2010,2 Bedroom,780.0,a,Excellent,2.6,1123.0,94.4
3518039,Brock,Durham,2010,Total,731.0,a,Excellent,-1.6,1052.0,91.5
3518039,Brock,Durham,2011,1 Bedroom,644.0,b,Very good,4.2,900.0,88.8
3518039,Brock,Durham,2011,2 Bedroom,777.0,a,Excellent,-0.4,1086.0,94.1
3518039,Brock,Durham,2011,Total,739.0,a,Excellent,1.1,1033.0,92.5
3518039,Brock,Durham,2012,1 Bedroom,677.0,a,Excellent,5.1,932.0,93.4
3518039,Brock,Durham,2012,2 Bedroom,747.0,a,Excellent,-3.9,1028.0,90.4
3518039,Brock,Durham,2012,Total,746.0,a,Excellent,0.9,1027.0,93.4
3518039,Brock,Durham,2013,1 Bedroom,697.0,a,Excellent,3.0,948.0,96.1
3518039,Brock,Durham,2013,2 Bedroom,804.0,a,Excellent,7.6,1094.0,97.3
3518039,Brock,Durham,2013,Total,775.0,a,Excellent,3.9,1054.0,97.0
3518039,Brock,Durham,2014,1 Bedroom,857.0,b,Very good,23.0,1137.0,118.2
3518039,Brock,Durham,2014,2 Bedroom,864.0,b,Very good,7.5,1146.0,104.6
3518039,Brock,Durham,2014,Total,872.0,a,Excellent,12.5,1157.0,109.1
3518039,Brock,Durham,2015,1 Bedroom,725.0,a,Excellent,-15.4,947.0,100.0
3518039,Brock,Durham,2015,2 Bedroom,826.0,a,Excellent,-4.4,1079.0,100.0
3518039,Brock,Durham,2015,Total,799.0,a,Excellent,-8.4,1044.0,100.0
3518039,Brock,Durham,2016,1 Bedroom,803.0,a,Excellent,10.8,1028.0,110.8
3518039,Brock,Durham,2016,2 Bedroom,886.0,a,Excellent,7.3,1134.0,107.3
3518039,Brock,Durham,2016,Total,863.0,a,Excellent,8.0,1105.0,108.0
3518039,Brock,Durham,2017,1 Bedroom,823.0,a,Excellent,2.5,1032.0,113.5
3518039,Brock,Durham,2017,2 Bedroom,930.0,a,Excellent,5.0,1166.0,112.6
3518039,Brock,Durham,2017,Total,900.0,a,Excellent,4.3,1129.0,112.6
3518039,Brock,Durham,2018,1 Bedroom,862.0,a,Excellent,4.7,1054.0,118.9
3518039,Brock,Durham,2018,2 Bedroom,927.0,a,Excellent,-0.3,1134.0,112.2
3518039,Brock,Durham,2018,Total,908.0,a,Excellent,0.9,1111.0,113.6
3518039,Brock,Durham,2019,1 Bedroom,871.0,a,Excellent,1.0,1044.0,120.1
3518039,Brock,Durham,2019,2 Bedroom,1009.0,a,Excellent,8.8,1210.0,122.2
3518039,Brock,Durham,2019,Total,938.0,a,Excellent,3.3,1125.0,117.4
3518039,Brock,Durham,2020,1 Bedroom,919.0,a,Excellent,5.5,1098.0,126.8
3518039,Brock,Durham,2020,2 Bedroom,1007.0,a,Excellent,-0.2,1203.0,121.9
3518039,Brock,Durham,2020,Total,983.0,a,Excellent,4.8,1175.0,123.0
3518039,Brock,Durham,2021,1 Bedroom,888.0,a,Excellent,-3.4,1032.0,122.5
3518039,Brock,Durham,2021,2 Bedroom,909.0,a,Excellent,-9.7,1056.0,110.0
3518039,Brock,Durham,2021,Total,901.0,a,Excellent,-8.3,1047.0,112.8
3518039,Brock,Durham,2022,1 Bedroom,1015.0,a,Excellent,14.3,1107.0,140.0
3518039,Brock,Durham,2022,2 Bedroom,876.0,a,Excellent,-3.6,955.0,106.1
3518039,Brock,Durham,2022,Total,905.0,a,Excellent,0.4,987.0,113.3
3518039,Brock,Durham,2023,1 Bedroom,1258.0,a,Excellent,23.9,1317.0,173.5
3518039,Brock,Durham,2023,2 Bedroom,1196.0,b,Very good,36.5,1252.0,144.8
3518039,Brock,Durham,2023,Total,1203.0,b,Very good,32.9,1259.0,150.6
3518039,Brock,Durham,2024,1 Bedroom,1069.0,b,Very good,-15.0,1088.0,147.4
3518039,Brock,Durham,2024,2 Bedroom,1050.0,b,Very good,-12.2,1069.0,127.1
3518039,Brock,Durham,2024,Total,1050.0,a,Excellent,-12.7,1069.0,131.4
3518039,Brock,Durham,2025,1 Bedroom,1030.0,b,Very good,-3.6,1030.0,142.1
3518039,Brock,Durham,2025,2 Bedroom,1296.0,a,Excellent,23.4,1296.0,156.9
3518039,Brock,Durham,2025,Total,1222.0,a,Excellent,16.4,1222.0,152.9
3519036,Markham,York,1990,1 Bedroom,497.0,a,Excellent,,1056.0,45.5
3519036,Markham,York,1990,2 Bedroom,529.0,a,Excellent,,1124.0,42.1
3519036,Markham,York,1990,3 Bedroom,610.0,a,Excellent,,1296.0,43.5
3519036,Markham,York,1990,Studio,422.0,a,Excellent,,896.0,
3519036,Markham,York,1990,Total,519.0,a,Excellent,,1103.0,43.4
3519036,Markham,York,1991,1 Bedroom,493.0,a,Excellent,-0.8,1005.0,45.1
3519036,Markham,York,1991,2 Bedroom,562.0,a,Excellent,6.2,1146.0,44.7
3519036,Markham,York,1991,3 Bedroom,668.0,a,Excellent,9.5,1362.0,47.7
3519036,Markham,York,1991,Studio,496.0,a,Excellent,17.5,1011.0,
3519036,Markham,York,1991,Total,540.0,a,Excellent,4.0,1101.0,45.1
3519036,Markham,York,1992,1 Bedroom,529.0,a,Excellent,7.3,1069.0,48.4
3519036,Markham,York,1992,2 Bedroom,594.0,a,Excellent,5.7,1200.0,47.3
3519036,Markham,York,1992,3 Bedroom,830.0,a,Excellent,24.3,1677.0,59.2
3519036,Markham,York,1992,Studio,445.0,a,Excellent,-10.3,899.0,
3519036,Markham,York,1992,Total,587.0,a,Excellent,8.7,1186.0,49.0
3519036,Markham,York,1993,1 Bedroom,555.0,a,Excellent,4.9,1104.0,50.8
3519036,Markham,York,1993,2 Bedroom,624.0,a,Excellent,5.1,1241.0,49.6
3519036,Markham,York,1993,3 Bedroom,849.0,a,Excellent,2.3,1689.0,60.6
3519036,Markham,York,1993,Studio,509.0,a,Excellent,14.4,1013.0,
3519036,Markham,York,1993,Total,615.0,a,Excellent,4.8,1223.0,51.4
3519036,Markham,York,1994,1 Bedroom,565.0,a,Excellent,1.8,1123.0,51.7
3519036,Markham,York,1994,2 Bedroom,650.0,a,Excellent,4.2,1292.0,51.7
3519036,Markham,York,1994,3 Bedroom,863.0,a,Excellent,1.6,1715.0,61.6
3519036,Markham,York,1994,Studio,486.0,a,Excellent,-4.5,966.0,
3519036,Markham,York,1994,Total,633.0,a,Excellent,2.9,1258.0,52.9
3519036,Markham,York,1995,1 Bedroom,600.0,a,Excellent,6.2,1164.0,54.9
3519036,Markham,York,1995,2 Bedroom,680.0,a,Excellent,4.6,1319.0,54.1
3519036,Markham,York,1995,3 Bedroom,878.0,a,Excellent,1.7,1703.0,62.7
3519036,Markham,York,1995,Studio,503.0,a,Excellent,3.5,975.0,
3519036,Markham,York,1995,Total,664.0,a,Excellent,4.9,1288.0,55.5
3519036,Markham,York,1996,1 Bedroom,621.0,a,Excellent,3.5,1185.0,56.9
3519036,Markham,York,1996,2 Bedroom,704.0,a,Excellent,3.5,1343.0,56.0
3519036,Markham,York,1996,3 Bedroom,1004.0,a,Excellent,14.4,1915.0,71.7
3519036,Markham,York,1996,Studio,542.0,a,Excellent,7.8,1034.0,
3519036,Markham,York,1996,Total,694.0,a,Excellent,4.5,1324.0,58.0
3519036,Markham,York,1997,1 Bedroom,624.0,a,Excellent,0.5,1169.0,57.1
3519036,Markham,York,1997,2 Bedroom,728.0,a,Excellent,3.4,1364.0,57.9
3519036,Markham,York,1997,3 Bedroom,896.0,a,Excellent,-10.8,1679.0,64.0
3519036,Markham,York,1997,Studio,532.0,a,Excellent,-1.8,997.0,
3519036,Markham,York,1997,Total,696.0,a,Excellent,0.3,1304.0,58.1
3519036,Markham,York,1998,1 Bedroom,657.0,a,Excellent,5.3,1218.0,60.2
3519036,Markham,York,1998,2 Bedroom,765.0,a,Excellent,5.1,1418.0,60.9
3519036,Markham,York,1998,3 Bedroom,957.0,a,Excellent,6.8,1774.0,68.3
3519036,Markham,York,1998,Studio,529.0,a,Excellent,-0.6,981.0,
3519036,Markham,York,1998,Total,733.0,a,Excellent,5.3,1359.0,61.2
3519036,Markham,York,1999,1 Bedroom,751.0,a,Excellent,14.3,1366.0,68.8
3519036,Markham,York,1999,2 Bedroom,836.0,a,Excellent,9.3,1520.0,66.5
3519036,Markham,York,1999,3 Bedroom,967.0,a,Excellent,1.0,1758.0,69.0
3519036,Markham,York,1999,Studio,562.0,a,Excellent,6.2,1022.0,
3519036,Markham,York,1999,Total,799.0,a,Excellent,9.0,1453.0,66.8
3519036,Markham,York,2000,1 Bedroom,729.0,a,Excellent,-2.9,1287.0,66.8
3519036,Markham,York,2000,2 Bedroom,855.0,a,Excellent,2.3,1509.0,68.0
3519036,Markham,York,2000,3 Bedroom,1069.0,a,Excellent,10.5,1887.0,76.3
3519036,Markham,York,2000,Studio,571.0,a,Excellent,1.6,1008.0,
3519036,Markham,York,2000,Total,818.0,a,Excellent,2.4,1444.0,68.3
3519036,Markham,York,2001,1 Bedroom,841.0,a,Excellent,15.4,1439.0,77.0
3519036,Markham,York,2001,2 Bedroom,962.0,a,Excellent,12.5,1647.0,76.5
3519036,Markham,York,2001,3 Bedroom,1131.0,a,Excellent,5.8,1936.0,80.7
3519036,Markham,York,2001,Studio,604.0,c,Good,5.8,1034.0,
3519036,Markham,York,2001,Total,929.0,a,Excellent,13.6,1590.0,77.6
3519036,Markham,York,2002,1 Bedroom,829.0,a,Excellent,-1.4,1390.0,75.9
3519036,Markham,York,2002,2 Bedroom,982.0,a,Excellent,2.1,1647.0,78.1
3519036,Markham,York,2002,3 Bedroom,1128.0,a,Excellent,-0.3,1891.0,80.5
3519036,Markham,York,2002,Studio,607.0,a,Excellent,0.5,1018.0,
3519036,Markham,York,2002,Total,928.0,a,Excellent,-0.1,1556.0,77.5
3519036,Markham,York,2003,1 Bedroom,886.0,a,Excellent,6.9,1442.0,81.1
3519036,Markham,York,2003,2 Bedroom,1025.0,a,Excellent,4.4,1668.0,81.5
3519036,Markham,York,2003,3 Bedroom,1184.0,a,Excellent,5.0,1927.0,84.5
3519036,Markham,York,2003,Studio,665.0,a,Excellent,9.6,1082.0,
3519036,Markham,York,2003,Total,976.0,a,Excellent,5.2,1588.0,81.5
3519036,Markham,York,2004,1 Bedroom,875.0,a,Excellent,-1.2,1401.0,80.1
3519036,Markham,York,2004,2 Bedroom,1028.0,a,Excellent,0.3,1646.0,81.8
3519036,Markham,York,2004,3 Bedroom,1257.0,a,Excellent,6.2,2013.0,89.7
3519036,Markham,York,2004,Studio,627.0,a,Excellent,-5.7,1004.0,
3519036,Markham,York,2004,Total,1004.0,a,Excellent,2.9,1608.0,83.9
3519036,Markham,York,2005,1 Bedroom,903.0,a,Excellent,3.2,1420.0,82.7
3519036,Markham,York,2005,2 Bedroom,1037.0,a,Excellent,0.9,1630.0,82.5
3519036,Markham,York,2005,3 Bedroom,1239.0,a,Excellent,-1.4,1948.0,88.4
3519036,Markham,York,2005,Studio,625.0,a,Excellent,-0.3,983.0,
3519036,Markham,York,2005,Total,995.0,a,Excellent,-0.9,1564.0,83.1
3519036,Markham,York,2006,1 Bedroom,924.0,a,Excellent,2.3,1429.0,84.6
3519036,Markham,York,2006,2 Bedroom,1083.0,a,Excellent,4.4,1675.0,86.2
3519036,Markham,York,2006,3 Bedroom,1249.0,a,Excellent,0.8,1932.0,89.2
3519036,Markham,York,2006,Studio,621.0,a,Excellent,-0.6,961.0,
3519036,Markham,York,2006,Total,1019.0,a,Excellent,2.4,1576.0,85.1
3519036,Markham,York,2007,1 Bedroom,909.0,a,Excellent,-1.6,1380.0,83.2
3519036,Markham,York,2007,2 Bedroom,1049.0,a,Excellent,-3.1,1592.0,83.5
3519036,Markham,York,2007,3 Bedroom,1177.0,b,Very good,-5.8,1787.0,84.0
3519036,Markham,York,2007,Total,998.0,a,Excellent,-2.1,1515.0,83.4
3519036,Markham,York,2008,1 Bedroom,944.0,a,Excellent,3.9,1399.0,86.4
3519036,Markham,York,2008,2 Bedroom,1103.0,a,Excellent,5.1,1635.0,87.7
3519036,Markham,York,2008,3 Bedroom,1296.0,a,Excellent,10.1,1921.0,92.5
3519036,Markham,York,2008,Total,1067.0,a,Excellent,6.9,1581.0,89.1
3519036,Markham,York,2009,1 Bedroom,931.0,b,Very good,-1.4,1374.0,85.3
3519036,Markham,York,2009,2 Bedroom,1056.0,b,Very good,-4.3,1558.0,84.0
3519036,Markham,York,2009,3 Bedroom,1220.0,b,Very good,-5.9,1800.0,87.1
3519036,Markham,York,2009,Total,997.0,b,Very good,-6.6,1471.0,83.3
3519036,Markham,York,2010,1 Bedroom,934.0,a,Excellent,0.3,1344.0,85.5
3519036,Markham,York,2010,2 Bedroom,1059.0,a,Excellent,0.3,1524.0,84.2
3519036,Markham,York,2010,3 Bedroom,1305.0,a,Excellent,7.0,1879.0,93.1
3519036,Markham,York,2010,Studio,701.0,a,Excellent,,1009.0,
3519036,Markham,York,2010,Total,1026.0,a,Excellent,2.9,1477.0,85.7
3519036,Markham,York,2011,1 Bedroom,985.0,a,Excellent,5.5,1376.0,90.2
3519036,Markham,York,2011,2 Bedroom,1124.0,a,Excellent,6.1,1571.0,89.4
3519036,Markham,York,2011,3 Bedroom,1416.0,a,Excellent,8.5,1979.0,101.1
3519036,Markham,York,2011,Total,1078.0,a,Excellent,5.1,1506.0,90.1
3519036,Markham,York,2012,1 Bedroom,986.0,a,Excellent,0.1,1357.0,90.3
3519036,Markham,York,2012,2 Bedroom,1149.0,a,Excellent,2.2,1581.0,91.4
3519036,Markham,York,2012,3 Bedroom,1518.0,a,Excellent,7.2,2089.0,108.4
3519036,Markham,York,2012,Studio,716.0,a,Excellent,,985.0,
3519036,Markham,York,2012,Total,1097.0,a,Excellent,1.8,1510.0,91.6
3519036,Markham,York,2013,1 Bedroom,1029.0,a,Excellent,4.4,1400.0,94.2
3519036,Markham,York,2013,2 Bedroom,1183.0,a,Excellent,3.0,1609.0,94.1
3519036,Markham,York,2013,3 Bedroom,1333.0,a,Excellent,-12.2,1813.0,95.1
3519036,Markham,York,2013,Studio,773.0,a,Excellent,8.0,1051.0,
3519036,Markham,York,2013,Total,1128.0,a,Excellent,2.8,1534.0,94.2
3519036,Markham,York,2014,1 Bedroom,1031.0,a,Excellent,0.2,1368.0,94.4
3519036,Markham,York,2014,2 Bedroom,1191.0,a,Excellent,0.7,1580.0,94.7
3519036,Markham,York,2014,3 Bedroom,1617.0,a,Excellent,21.3,2145.0,115.4
3519036,Markham,York,2014,Total,1145.0,a,Excellent,1.5,1519.0,95.7
3519036,Markham,York,2015,1 Bedroom,1092.0,a,Excellent,5.9,1427.0,100.0
3519036,Markham,York,2015,2 Bedroom,1257.0,a,Excellent,5.5,1642.0,100.0
3519036,Markham,York,2015,3 Bedroom,1401.0,a,Excellent,-13.4,1830.0,100.0
3519036,Markham,York,2015,Total,1197.0,a,Excellent,4.5,1564.0,100.0
3519036,Markham,York,2016,1 Bedroom,1149.0,a,Excellent,5.2,1471.0,105.2
3519036,Markham,York,2016,2 Bedroom,1271.0,a,Excellent,1.1,1627.0,101.1
3519036,Markham,York,2016,3 Bedroom,1362.0,a,Excellent,-2.8,1744.0,97.2
3519036,Markham,York,2016,Total,1228.0,a,Excellent,2.6,1572.0,102.6
3519036,Markham,York,2017,1 Bedroom,1234.0,a,Excellent,7.4,1548.0,113.0
3519036,Markham,York,2017,2 Bedroom,1394.0,a,Excellent,9.7,1748.0,110.9
3519036,Markham,York,2017,3 Bedroom,1544.0,a,Excellent,13.4,1937.0,110.2
3519036,Markham,York,2017,Total,1339.0,a,Excellent,9.0,1679.0,111.9
3519036,Markham,York,2018,1 Bedroom,1213.0,a,Excellent,-1.7,1484.0,111.1
3519036,Markham,York,2018,2 Bedroom,1408.0,a,Excellent,1.0,1722.0,112.0
3519036,Markham,York,2018,3 Bedroom,1538.0,a,Excellent,-0.4,1881.0,109.8
3519036,Markham,York,2018,Total,1337.0,a,Excellent,-0.1,1635.0,111.7
