csd_code,municipality,region,year,bedroom_type,avg_monthly_rent,quality_flag,quality_level,yoy_change_pct,rent_in_2025_dollars,rent_index_2015_100
3519046,Aurora,York,2015,2 Bedroom,1299.0,a,Excellent,5.8,1697.0,100.0
3519046,Aurora,York,2015,Total,1215.0,a,Excellent,0.1,1587.0,100.0
3519046,Aurora,York,2016,1 Bedroom,1076.0,a,Excellent,-3.2,1378.0,96.8
3519046,Aurora,York,2016,2 Bedroom,1270.0,a,Excellent,-2.2,1626.0,97.8
3519046,Aurora,York,2016,Total,1286.0,a,Excellent,5.8,1646.0,105.8
3519046,Aurora,York,2017,1 Bedroom,1200.0,b,Very good,11.5,1505.0,107.9
3519046,Aurora,York,2017,2 Bedroom,1402.0,a,Excellent,10.4,1758.0,107.9
3519046,Aurora,York,2017,Total,1369.0,a,Excellent,6.5,1717.0,112.7
3519046,Aurora,York,2018,1 Bedroom,1127.0,a,Excellent,-6.1,1378.0,101.3
3519046,Aurora,York,2018,2 Bedroom,1347.0,a,Excellent,-3.9,1647.0,103.7
3519046,Aurora,York,2018,Total,1298.0,b,Very good,-5.2,1588.0,106.8
3519046,Aurora,York,2019,1 Bedroom,1171.0,a,Excellent,3.9,1404.0,105.3
3519046,Aurora,York,2019,2 Bedroom,1371.0,b,Very good,1.8,1644.0,105.5
3519046,Aurora,York,2019,Total,1338.0,b,Very good,3.1,1604.0,110.1
3519046,Aurora,York,2020,1 Bedroom,1296.0,a,Excellent,10.7,1549.0,116.5
3519046,Aurora,York,2020,2 Bedroom,1543.0,a,Excellent,12.5,1844.0,118.8
3519046,Aurora,York,2020,Total,1492.0,b,Very good,11.5,1783.0,122.8
3519046,Aurora,York,2021,1 Bedroom,1326.0,a,Excellent,2.3,1541.0,119.2
3519046,Aurora,York,2021,2 Bedroom,1668.0,a,Excellent,8.1,1938.0,128.4
3519046,Aurora,York,2021,Total,1586.0,b,Very good,6.3,1843.0,130.5
3519046,Aurora,York,2022,1 Bedroom,1259.0,b,Very good,-5.1,1373.0,113.2
3519046,Aurora,York,2022,2 Bedroom,1559.0,b,Very good,-6.5,1700.0,120.0
3519046,Aurora,York,2022,Total,1499.0,c,Good,-5.5,1635.0,123.4
3519046,Aurora,York,2023,1 Bedroom,1371.0,b,Very good,8.9,1435.0,123.3
3519046,Aurora,York,2023,2 Bedroom,1794.0,b,Very good,15.1,1878.0,138.1
3519046,Aurora,York,2023,3 Bedroom,2065.0,b,Very good,,2162.0,
3519046,Aurora,York,2023,Total,1695.0,b,Very good,13.1,1775.0,139.5
3519046,Aurora,York,2024,1 Bedroom,1895.0,b,Very good,38.2,1929.0,170.4
3519046,Aurora,York,2024,2 Bedroom,2072.0,a,Excellent,15.5,2109.0,159.5
3519046,Aurora,York,2024,3 Bedroom,2255.0,a,Excellent,9.2,2296.0,
3519046,Aurora,York,2024,Total,2035.0,a,Excellent,20.1,2072.0,167.5
3519046,Aurora,York,2025,1 Bedroom,1853.0,b,Very good,-2.2,1853.0,166.6
3519046,Aurora,York,2025,2 Bedroom,2187.0,a,Excellent,5.6,2187.0,168.4
3519046,Aurora,York,2025,3 Bedroom,2960.0,a,Excellent,31.3,2960.0,
3519046,Aurora,York,2025,Total,2191.0,b,Very good,7.7,2191.0,180.3
3519048,Newmarket,York,1990,1 Bedroom,546.0,a,Excellent,,1160.0,51.7
3519048,Newmarket,York,1990,2 Bedroom,630.0,a,Excellent,,1338.0,53.7
3519048,Newmarket,York,1990,3 Bedroom,814.0,a,Excellent,,1729.0,63.8
3519048,Newmarket,York,1990,Studio,376.0,a,Excellent,,799.0,54.0
3519048,Newmarket,York,1990,Total,593.0,a,Excellent,,1260.0,54.3
3519048,Newmarket,York,1991,1 Bedroom,562.0,a,Excellent,2.9,1146.0,53.2
3519048,Newmarket,York,1991,2 Bedroom,675.0,a,Excellent,7.1,1376.0,57.5
3519048,Newmarket,York,1991,3 Bedroom,882.0,a,Excellent,8.4,1798.0,69.1
3519048,Newmarket,York,1991,Studio,376.0,a,Excellent,0.0,767.0,54.0
3519048,Newmarket,York,1991,Total,629.0,a,Excellent,6.1,1283.0,57.6
3519048,Newmarket,York,1992,1 Bedroom,600.0,a,Excellent,6.8,1213.0,56.8
3519048,Newmarket,York,1992,2 Bedroom,840.0,b,Very good,24.4,1698.0,71.6
3519048,Newmarket,York,1992,3 Bedroom,868.0,a,Excellent,-1.6,1754.0,68.0
3519048,Newmarket,York,1992,Studio,444.0,b,Very good,18.1,897.0,63.8
3519048,Newmarket,York,1992,Total,740.0,b,Very good,17.6,1495.0,67.8
3519048,Newmarket,York,1993,1 Bedroom,589.0,a,Excellent,-1.8,1172.0,55.7
3519048,Newmarket,York,1993,2 Bedroom,834.0,b,Very good,-0.7,1659.0,71.1
3519048,Newmarket,York,1993,3 Bedroom,842.0,a,Excellent,-3.0,1675.0,66.0
3519048,Newmarket,York,1993,Studio,426.0,a,Excellent,-4.1,847.0,61.2
3519048,Newmarket,York,1993,Total,726.0,a,Excellent,-1.9,1444.0,66.5
3519048,Newmarket,York,1994,1 Bedroom,617.0,a,Excellent,4.8,1226.0,58.4
3519048,Newmarket,York,1994,2 Bedroom,803.0,a,Excellent,-3.7,1596.0,68.5
3519048,Newmarket,York,1994,3 Bedroom,860.0,a,Excellent,2.1,1709.0,67.4
3519048,Newmarket,York,1994,Studio,443.0,b,Very good,4.0,880.0,63.6
3519048,Newmarket,York,1994,Total,726.0,a,Excellent,0.0,1443.0,66.5
3519048,Newmarket,York,1995,1 Bedroom,641.0,a,Excellent,3.9,1243.0,60.6
3519048,Newmarket,York,1995,2 Bedroom,843.0,b,Very good,5.0,1635.0,71.9
3519048,Newmarket,York,1995,3 Bedroom,858.0,b,Very good,-0.2,1664.0,67.2
3519048,Newmarket,York,1995,Studio,431.0,a,Excellent,-2.7,836.0,61.9
3519048,Newmarket,York,1995,Total,766.0,b,Very good,5.5,1485.0,70.1
3519048,Newmarket,York,1996,1 Bedroom,642.0,a,Excellent,0.2,1225.0,60.7
3519048,Newmarket,York,1996,2 Bedroom,761.0,a,Excellent,-9.7,1452.0,64.9
3519048,Newmarket,York,1996,3 Bedroom,886.0,a,Excellent,3.3,1690.0,69.4
3519048,Newmarket,York,1996,Studio,471.0,a,Excellent,9.3,898.0,67.7
3519048,Newmarket,York,1996,Total,717.0,a,Excellent,-6.4,1368.0,65.7
3519048,Newmarket,York,1997,1 Bedroom,660.0,a,Excellent,2.8,1237.0,62.4
3519048,Newmarket,York,1997,2 Bedroom,761.0,a,Excellent,0.0,1426.0,64.9
3519048,Newmarket,York,1997,3 Bedroom,896.0,a,Excellent,1.1,1679.0,70.2
3519048,Newmarket,York,1997,Studio,467.0,b,Very good,-0.8,875.0,67.1
3519048,Newmarket,York,1997,Total,722.0,a,Excellent,0.7,1353.0,66.1
3519048,Newmarket,York,1998,1 Bedroom,665.0,a,Excellent,0.8,1233.0,62.9
3519048,Newmarket,York,1998,2 Bedroom,909.0,b,Very good,19.4,1685.0,77.5
3519048,Newmarket,York,1998,3 Bedroom,958.0,a,Excellent,6.9,1776.0,75.1
3519048,Newmarket,York,1998,Studio,533.0,a,Excellent,14.1,988.0,76.6
3519048,Newmarket,York,1998,Total,816.0,b,Very good,13.0,1513.0,74.7
3519048,Newmarket,York,1999,1 Bedroom,676.0,a,Excellent,1.7,1229.0,64.0
3519048,Newmarket,York,1999,2 Bedroom,806.0,a,Excellent,-11.3,1466.0,68.7
3519048,Newmarket,York,1999,3 Bedroom,925.0,a,Excellent,-3.4,1682.0,72.5
3519048,Newmarket,York,1999,Studio,493.0,b,Very good,-7.5,896.0,70.8
3519048,Newmarket,York,1999,Total,756.0,a,Excellent,-7.4,1375.0,69.2
3519048,Newmarket,York,2000,1 Bedroom,722.0,a,Excellent,6.8,1274.0,68.3
3519048,Newmarket,York,2000,2 Bedroom,826.0,a,Excellent,2.5,1458.0,70.4
3519048,Newmarket,York,2000,3 Bedroom,952.0,c,Good,2.9,1680.0,74.6
3519048,Newmarket,York,2000,Studio,521.0,b,Very good,5.7,919.0,74.9
3519048,Newmarket,York,2000,Total,764.0,a,Excellent,1.1,1348.0,70.0
3519048,Newmarket,York,2001,1 Bedroom,741.0,a,Excellent,2.6,1268.0,70.1
3519048,Newmarket,York,2001,2 Bedroom,844.0,a,Excellent,2.2,1445.0,72.0
3519048,Newmarket,York,2001,3 Bedroom,962.0,a,Excellent,1.1,1647.0,75.4
3519048,Newmarket,York,2001,Studio,540.0,b,Very good,3.6,924.0,77.6
3519048,Newmarket,York,2001,Total,804.0,a,Excellent,5.2,1376.0,73.6
3519048,Newmarket,York,2002,1 Bedroom,785.0,a,Excellent,5.9,1316.0,74.3
3519048,Newmarket,York,2002,2 Bedroom,884.0,a,Excellent,4.7,1482.0,75.4
3519048,Newmarket,York,2002,3 Bedroom,994.0,a,Excellent,3.3,1667.0,77.9
3519048,Newmarket,York,2002,Studio,562.0,a,Excellent,4.1,942.0,80.7
3519048,Newmarket,York,2002,Total,839.0,a,Excellent,4.4,1407.0,76.8
3519048,Newmarket,York,2003,1 Bedroom,772.0,a,Excellent,-1.7,1256.0,73.0
3519048,Newmarket,York,2003,2 Bedroom,887.0,a,Excellent,0.3,1443.0,75.6
3519048,Newmarket,York,2003,3 Bedroom,1003.0,a,Excellent,0.9,1632.0,78.6
3519048,Newmarket,York,2003,Studio,585.0,a,Excellent,4.1,952.0,84.1
3519048,Newmarket,York,2003,Total,835.0,a,Excellent,-0.5,1359.0,76.5
3519048,Newmarket,York,2004,1 Bedroom,811.0,a,Excellent,5.1,1299.0,76.7
3519048,Newmarket,York,2004,2 Bedroom,915.0,a,Excellent,3.2,1465.0,78.0
3519048,Newmarket,York,2004,3 Bedroom,1061.0,a,Excellent,5.8,1699.0,83.2
3519048,Newmarket,York,2004,Studio,567.0,b,Very good,-3.1,908.0,81.5
3519048,Newmarket,York,2004,Total,854.0,a,Excellent,2.3,1368.0,78.2
3519048,Newmarket,York,2005,1 Bedroom,802.0,a,Excellent,-1.1,1261.0,75.9
3519048,Newmarket,York,2005,2 Bedroom,878.0,a,Excellent,-4.0,1380.0,74.9
3519048,Newmarket,York,2005,3 Bedroom,865.0,d,Poor - use with caution,-18.5,1360.0,67.8
3519048,Newmarket,York,2005,Studio,543.0,b,Very good,-4.2,854.0,78.0
3519048,Newmarket,York,2005,Total,826.0,a,Excellent,-3.3,1299.0,75.6
3519048,Newmarket,York,2006,1 Bedroom,851.0,a,Excellent,6.1,1317.0,80.5
3519048,Newmarket,York,2006,2 Bedroom,940.0,a,Excellent,7.1,1454.0,80.1
3519048,Newmarket,York,2006,3 Bedroom,1031.0,a,Excellent,19.2,1595.0,80.8
3519048,Newmarket,York,2006,Studio,585.0,a,Excellent,7.7,905.0,84.1
3519048,Newmarket,York,2006,Total,890.0,a,Excellent,7.7,1377.0,81.5
3519048,Newmarket,York,2007,1 Bedroom,848.0,a,Excellent,-0.4,1287.0,80.2
3519048,Newmarket,York,2007,2 Bedroom,958.0,a,Excellent,1.9,1454.0,81.7
3519048,Newmarket,York,2007,3 Bedroom,1081.0,a,Excellent,4.8,1641.0,84.7
3519048,Newmarket,York,2007,Studio,622.0,a,Excellent,6.3,944.0,89.4
3519048,Newmarket,York,2007,Total,894.0,a,Excellent,0.4,1357.0,81.9
3519048,Newmarket,York,2008,1 Bedroom,860.0,a,Excellent,1.4,1275.0,81.4
3519048,Newmarket,York,2008,2 Bedroom,946.0,a,Excellent,-1.3,1402.0,80.6
3519048,Newmarket,York,2008,3 Bedroom,1141.0,a,Excellent,5.6,1691.0,89.4
3519048,Newmarket,York,2008,Studio,625.0,a,Excellent,0.5,926.0,89.8
3519048,Newmarket,York,2008,Total,910.0,a,Excellent,1.8,1349.0,83.3
3519048,Newmarket,York,2009,1 Bedroom,895.0,a,Excellent,4.1,1321.0,84.7
3519048,Newmarket,York,2009,2 Bedroom,963.0,a,Excellent,1.8,1421.0,82.1
3519048,Newmarket,York,2009,3 Bedroom,1185.0,a,Excellent,3.9,1748.0,92.9
3519048,Newmarket,York,2009,Studio,660.0,a,Excellent,5.6,974.0,94.8
3519048,Newmarket,York,2009,Total,932.0,a,Excellent,2.4,1375.0,85.3
3519048,Newmarket,York,2010,1 Bedroom,880.0,a,Excellent,-1.7,1267.0,83.3
3519048,Newmarket,York,2010,2 Bedroom,982.0,a,Excellent,2.0,1414.0,83.7
3519048,Newmarket,York,2010,3 Bedroom,1202.0,b,Very good,1.4,1730.0,94.2
3519048,Newmarket,York,2010,Studio,635.0,a,Excellent,-3.8,914.0,91.2
3519048,Newmarket,York,2010,Total,920.0,a,Excellent,-1.3,1324.0,84.2
3519048,Newmarket,York,2011,1 Bedroom,947.0,a,Excellent,7.6,1323.0,89.6
3519048,Newmarket,York,2011,2 Bedroom,1029.0,a,Excellent,4.8,1438.0,87.7
3519048,Newmarket,York,2011,3 Bedroom,1199.0,c,Good,-0.2,1675.0,94.0
3519048,Newmarket,York,2011,Studio,677.0,a,Excellent,6.6,946.0,97.3
3519048,Newmarket,York,2011,Total,975.0,a,Excellent,6.0,1362.0,89.3
3519048,Newmarket,York,2012,1 Bedroom,964.0,b,Very good,1.8,1327.0,91.2
3519048,Newmarket,York,2012,2 Bedroom,1043.0,a,Excellent,1.4,1435.0,88.9
3519048,Newmarket,York,2012,3 Bedroom,1276.0,b,Very good,6.4,1756.0,100.0
3519048,Newmarket,York,2012,Studio,615.0,a,Excellent,-9.2,846.0,88.4
3519048,Newmarket,York,2012,Total,991.0,a,Excellent,1.6,1364.0,90.8
3519048,Newmarket,York,2013,1 Bedroom,990.0,a,Excellent,2.7,1347.0,93.7
3519048,Newmarket,York,2013,2 Bedroom,1068.0,a,Excellent,2.4,1453.0,91.0
3519048,Newmarket,York,2013,3 Bedroom,1259.0,b,Very good,-1.3,1712.0,98.7
3519048,Newmarket,York,2013,Studio,741.0,b,Very good,20.5,1008.0,106.5
3519048,Newmarket,York,2013,Total,1022.0,a,Excellent,3.1,1390.0,93.6
3519048,Newmarket,York,2014,1 Bedroom,1042.0,b,Very good,5.3,1382.0,98.6
3519048,Newmarket,York,2014,2 Bedroom,1137.0,a,Excellent,6.5,1508.0,96.9
3519048,Newmarket,York,2014,3 Bedroom,1207.0,c,Good,-4.1,1601.0,94.6
3519048,Newmarket,York,2014,Studio,703.0,a,Excellent,-5.1,933.0,101.0
3519048,Newmarket,York,2014,Total,1067.0,b,Very good,4.4,1416.0,97.7
3519048,Newmarket,York,2015,1 Bedroom,1057.0,b,Very good,1.4,1381.0,100.0
3519048,Newmarket,York,2015,2 Bedroom,1173.0,a,Excellent,3.2,1532.0,100.0
3519048,Newmarket,York,2015,3 Bedroom,1276.0,b,Very good,5.7,1667.0,100.0
3519048,Newmarket,York,2015,Studio,696.0,a,Excellent,-1.0,909.0,100.0
3519048,Newmarket,York,2015,Total,1092.0,b,Very good,2.3,1427.0,100.0
3519048,Newmarket,York,2016,1 Bedroom,1069.0,b,Very good,1.1,1369.0,101.1
3519048,Newmarket,York,2016,2 Bedroom,1178.0,a,Excellent,0.4,1508.0,100.4
3519048,Newmarket,York,2016,Studio,738.0,b,Very good,6.0,945.0,106.0
3519048,Newmarket,York,2016,Total,1105.0,b,Very good,1.2,1415.0,101.2
3519048,Newmarket,York,2017,1 Bedroom,1181.0,b,Very good,10.5,1481.0,111.7
3519048,Newmarket,York,2017,2 Bedroom,1269.0,a,Excellent,7.7,1592.0,108.2
3519048,Newmarket,York,2017,Studio,763.0,c,Good,3.4,957.0,109.6
3519048,Newmarket,York,2017,Total,1210.0,a,Excellent,9.5,1518.0,110.8
3519048,Newmarket,York,2018,1 Bedroom,1161.0,b,Very good,-1.7,1420.0,109.8
3519048,Newmarket,York,2018,2 Bedroom,1308.0,a,Excellent,3.1,1600.0,111.5
3519048,Newmarket,York,2018,Studio,759.0,b,Very good,-0.5,928.0,109.1
3519048,Newmarket,York,2018,Total,1205.0,b,Very good,-0.4,1474.0,110.3
3519048,Newmarket,York,2019,1 Bedroom,1370.0,a,Excellent,18.0,1642.0,129.6
3519048,Newmarket,York,2019,2 Bedroom,1461.0,a,Excellent,11.7,1752.0,124.6
3519048,Newmarket,York,2019,Studio,798.0,a,Excellent,5.1,957.0,114.7
3519048,Newmarket,York,2019,Total,1387.0,a,Excellent,15.1,1663.0,127.0
3519048,Newmarket,York,2020,1 Bedroom,1416.0,a,Excellent,3.4,1692.0,134.0
3519048,Newmarket,York,2020,2 Bedroom,1527.0,a,Excellent,4.5,1825.0,130.2
3519048,Newmarket,York,2020,Studio,757.0,b,Very good,-5.1,905.0,108.8
3519048,Newmarket,York,2020,Total,1426.0,a,Excellent,2.8,1704.0,130.6
3519048,Newmarket,York,2021,1 Bedroom,1273.0,d,Poor - use with caution,-10.1,1479.0,120.4
3519048,Newmarket,York,2021,2 Bedroom,1411.0,b,Very good,-7.6,1640.0,120.3
3519048,Newmarket,York,2021,Studio,754.0,c,Good,-0.4,876.0,108.3
3519048,Newmarket,York,2021,Total,1283.0,c,Good,-10.0,1491.0,117.5
3519048,Newmarket,York,2022,1 Bedroom,1502.0,a,Excellent,18.0,1638.0,142.1
3519048,Newmarket,York,2022,2 Bedroom,1530.0,a,Excellent,8.4,1669.0,130.4
3519048,Newmarket,York,2022,Total,1480.0,a,Excellent,15.4,1614.0,135.5
3519048,Newmarket,York,2023,1 Bedroom,1702.0,b,Very good,13.3,1782.0,161.0
3519048,Newmarket,York,2023,2 Bedroom,1785.0,c,Good,16.7,1869.0,152.2
3519048,Newmarket,York,2023,Total,1692.0,c,Good,14.3,1771.0,154.9
3519048,Newmarket,York,2024,1 Bedroom,1590.0,a,Excellent,-6.6,1619.0,150.4
3519048,Newmarket,York,2024,2 Bedroom,2010.0,b,Very good,12.6,2046.0,171.4
3519048,Newmarket,York,2024,Total,1755.0,b,Very good,3.7,1787.0,160.7
3519048,Newmarket,York,2025,1 Bedroom,1951.0,b,Very good,22.7,1951.0,184.6
3519048,Newmarket,York,2025,2 Bedroom,2384.0,c,Good,18.6,2384.0,203.2
3519048,Newmarket,York,2025,Total,2128.0,b,Very good,21.3,2128.0,194.9
3519070,Georgina,York,1990,1 Bedroom,492.0,a,Excellent,,1045.0,64.7
3519070,Georgina,York,1990,2 Bedroom,618.0,a,Excellent,,1313.0,79.4
3519070,Georgina,York,1990,Total,632.0,b,Very good,,1343.0,81.4
3519070,Georgina,York,1991,1 Bedroom,532.0,a,Excellent,8.1,1085.0,70.0
3519070,Georgina,York,1991,2 Bedroom,683.0,a,Excellent,10.5,1393.0,87.8
3519070,Georgina,York,1991,Total,673.0,a,Excellent,6.5,1372.0,86.7
3519070,Georgina,York,1992,1 Bedroom,530.0,b,Very good,-0.4,1071.0,69.7
3519070,Georgina,York,1992,2 Bedroom,676.0,a,Excellent,-1.0,1366.0,86.9
3519070,Georgina,York,1992,Total,672.0,b,Very good,-0.1,1358.0,86.6
3519070,Georgina,York,1993,1 Bedroom,539.0,a,Excellent,1.7,1072.0,70.9
3519070,Georgina,York,1993,2 Bedroom,685.0,b,Very good,1.3,1363.0,88.0
3519070,Georgina,York,1993,Total,667.0,b,Very good,-0.7,1327.0,86.0
3519070,Georgina,York,1994,1 Bedroom,538.0,a,Excellent,-0.2,1069.0,70.8
3519070,Georgina,York,1994,2 Bedroom,695.0,a,Excellent,1.5,1381.0,89.3
3519070,Georgina,York,1994,Total,670.0,a,Excellent,0.4,1331.0,86.3
3519070,Georgina,York,1995,1 Bedroom,563.0,a,Excellent,4.6,1092.0,74.1
3519070,Georgina,York,1995,2 Bedroom,683.0,b,Very good,-1.7,1325.0,87.8
3519070,Georgina,York,1995,Total,669.0,b,Very good,-0.1,1297.0,86.2
3519070,Georgina,York,1996,1 Bedroom,585.0,c,Good,3.9,1116.0,77.0
3519070,Georgina,York,1996,2 Bedroom,649.0,b,Very good,-5.0,1238.0,83.4
3519070,Georgina,York,1996,Total,622.0,b,Very good,-7.0,1186.0,80.2
3519070,Georgina,York,1997,1 Bedroom,559.0,b,Very good,-4.4,1047.0,73.6
3519070,Georgina,York,1997,2 Bedroom,660.0,a,Excellent,1.7,1237.0,84.8
3519070,Georgina,York,1997,Total,673.0,b,Very good,8.2,1261.0,86.7
3519070,Georgina,York,1998,1 Bedroom,570.0,a,Excellent,2.0,1057.0,75.0
3519070,Georgina,York,1998,2 Bedroom,639.0,a,Excellent,-3.2,1185.0,82.1
3519070,Georgina,York,1998,3 Bedroom,748.0,c,Good,,1387.0,
3519070,Georgina,York,1998,Total,647.0,a,Excellent,-3.9,1200.0,83.4
3519070,Georgina,York,1999,1 Bedroom,581.0,a,Excellent,1.9,1056.0,76.4
3519070,Georgina,York,1999,2 Bedroom,668.0,a,Excellent,4.5,1215.0,85.9
3519070,Georgina,York,1999,Total,623.0,a,Excellent,-3.7,1133.0,80.3
3519070,Georgina,York,2000,1 Bedroom,625.0,a,Excellent,7.6,1103.0,82.2
3519070,Georgina,York,2000,2 Bedroom,740.0,a,Excellent,10.8,1306.0,95.1
3519070,Georgina,York,2000,3 Bedroom,921.0,c,Good,,1625.0,
3519070,Georgina,York,2000,Total,729.0,b,Very good,17.0,1287.0,93.9
3519070,Georgina,York,2001,1 Bedroom,598.0,a,Excellent,-4.3,1024.0,78.7
3519070,Georgina,York,2001,2 Bedroom,741.0,a,Excellent,0.1,1268.0,95.2
3519070,Georgina,York,2001,3 Bedroom,943.0,c,Good,2.4,1614.0,
3519070,Georgina,York,2001,Total,726.0,b,Very good,-0.4,1243.0,93.6
3519070,Georgina,York,2002,1 Bedroom,639.0,a,Excellent,6.9,1071.0,84.1
3519070,Georgina,York,2002,2 Bedroom,774.0,a,Excellent,4.5,1298.0,99.5
3519070,Georgina,York,2002,3 Bedroom,961.0,c,Good,1.9,1611.0,
3519070,Georgina,York,2002,Total,779.0,b,Very good,7.3,1306.0,100.4
3519070,Georgina,York,2003,1 Bedroom,657.0,a,Excellent,2.8,1069.0,86.4
3519070,Georgina,York,2003,2 Bedroom,800.0,a,Excellent,3.4,1302.0,102.8
3519070,Georgina,York,2003,3 Bedroom,999.0,c,Good,4.0,1626.0,
3519070,Georgina,York,2003,Total,807.0,b,Very good,3.6,1313.0,104.0
3519070,Georgina,York,2004,1 Bedroom,643.0,a,Excellent,-2.1,1030.0,84.6
3519070,Georgina,York,2004,2 Bedroom,779.0,a,Excellent,-2.6,1248.0,100.1
3519070,Georgina,York,2004,3 Bedroom,909.0,c,Good,-9.0,1456.0,
3519070,Georgina,York,2004,Total,760.0,a,Excellent,-5.8,1217.0,97.9
3519070,Georgina,York,2005,1 Bedroom,634.0,c,Good,-1.4,997.0,83.4
3519070,Georgina,York,2005,2 Bedroom,764.0,b,Very good,-1.9,1201.0,98.2
3519070,Georgina,York,2005,Total,782.0,c,Good,2.9,1229.0,100.8
3519070,Georgina,York,2006,1 Bedroom,663.0,a,Excellent,4.6,1026.0,87.2
3519070,Georgina,York,2006,2 Bedroom,801.0,a,Excellent,4.8,1239.0,103.0
3519070,Georgina,York,2006,Total,758.0,b,Very good,-3.1,1173.0,97.7
3519070,Georgina,York,2007,1 Bedroom,672.0,a,Excellent,1.4,1020.0,88.4
3519070,Georgina,York,2007,2 Bedroom,803.0,a,Excellent,0.2,1219.0,103.2
3519070,Georgina,York,2007,3 Bedroom,1002.0,c,Good,,1521.0,
3519070,Georgina,York,2007,Total,778.0,b,Very good,2.6,1181.0,100.3
3519070,Georgina,York,2008,1 Bedroom,676.0,a,Excellent,0.6,1002.0,88.9
3519070,Georgina,York,2008,2 Bedroom,798.0,a,Excellent,-0.6,1183.0,102.6
3519070,Georgina,York,2008,3 Bedroom,985.0,b,Very good,-1.7,1460.0,
3519070,Georgina,York,2008,Total,793.0,b,Very good,1.9,1175.0,102.2
3519070,Georgina,York,2009,1 Bedroom,664.0,a,Excellent,-1.8,980.0,87.4
3519070,Georgina,York,2009,2 Bedroom,804.0,a,Excellent,0.8,1186.0,103.3
3519070,Georgina,York,2009,3 Bedroom,1013.0,b,Very good,2.8,1495.0,
3519070,Georgina,York,2009,Total,803.0,a,Excellent,1.3,1185.0,103.5
3519070,Georgina,York,2010,1 Bedroom,731.0,a,Excellent,10.1,1052.0,96.2
3519070,Georgina,York,2010,2 Bedroom,846.0,a,Excellent,5.2,1218.0,108.7
3519070,Georgina,York,2010,Total,812.0,a,Excellent,1.1,1169.0,104.6
3519070,Georgina,York,2011,1 Bedroom,733.0,a,Excellent,0.3,1024.0,96.4
3519070,Georgina,York,2011,2 Bedroom,783.0,a,Excellent,-7.4,1094.0,100.6
3519070,Georgina,York,2011,3 Bedroom,879.0,a,Excellent,,1228.0,
3519070,Georgina,York,2011,Total,792.0,a,Excellent,-2.5,1107.0,102.1
3519070,Georgina,York,2012,1 Bedroom,726.0,a,Excellent,-1.0,999.0,95.5
3519070,Georgina,York,2012,2 Bedroom,856.0,a,Excellent,9.3,1178.0,110.0
3519070,Georgina,York,2012,Total,846.0,a,Excellent,6.8,1164.0,109.0
3519070,Georgina,York,2013,1 Bedroom,750.0,a,Excellent,3.3,1020.0,98.7
3519070,Georgina,York,2013,2 Bedroom,795.0,a,Excellent,-7.1,1081.0,102.2
3519070,Georgina,York,2013,Total,810.0,a,Excellent,-4.3,1102.0,104.4
3519070,Georgina,York,2014,1 Bedroom,786.0,a,Excellent,4.8,1043.0,103.4
3519070,Georgina,York,2014,2 Bedroom,931.0,a,Excellent,17.1,1235.0,119.7
3519070,Georgina,York,2014,Total,920.0,a,Excellent,13.6,1221.0,118.6
3519070,Georgina,York,2015,1 Bedroom,760.0,a,Excellent,-3.3,993.0,100.0
3519070,Georgina,York,2015,2 Bedroom,778.0,a,Excellent,-16.4,1016.0,100.0
3519070,Georgina,York,2015,Total,776.0,a,Excellent,-15.7,1014.0,100.0
3519070,Georgina,York,2016,1 Bedroom,805.0,a,Excellent,5.9,1031.0,105.9
3519070,Georgina,York,2016,2 Bedroom,959.0,b,Very good,23.3,1228.0,123.3
3519070,Georgina,York,2016,Total,952.0,b,Very good,22.7,1219.0,122.7
3519070,Georgina,York,2017,1 Bedroom,798.0,b,Very good,-0.9,1001.0,105.0
3519070,Georgina,York,2017,2 Bedroom,1001.0,b,Very good,4.4,1256.0,128.7
3519070,Georgina,York,2017,Total,958.0,b,Very good,0.6,1202.0,123.5
3519070,Georgina,York,2018,1 Bedroom,830.0,a,Excellent,4.0,1015.0,109.2
3519070,Georgina,York,2018,2 Bedroom,1008.0,b,Very good,0.7,1233.0,129.6
3519070,Georgina,York,2018,Total,969.0,b,Very good,1.1,1185.0,124.9
3519070,Georgina,York,2019,1 Bedroom,865.0,c,Good,4.2,1037.0,113.8
3519070,Georgina,York,2019,2 Bedroom,1164.0,b,Very good,15.5,1395.0,149.6
3519070,Georgina,York,2019,3 Bedroom,1369.0,a,Excellent,,1641.0,
3519070,Georgina,York,2019,Total,1181.0,b,Very good,21.9,1416.0,152.2
3519070,Georgina,York,2020,1 Bedroom,834.0,b,Very good,-3.6,997.0,109.7
3519070,Georgina,York,2020,2 Bedroom,1095.0,b,Very good,-5.9,1309.0,140.7
3519070,Georgina,York,2020,Total,1211.0,b,Very good,2.5,1447.0,156.1
3519070,Georgina,York,2022,1 Bedroom,1033.0,b,Very good,,1127.0,135.9
3519070,Georgina,York,2022,2 Bedroom,1140.0,c,Good,,1243.0,146.5
3519070,Georgina,York,2022,Total,1166.0,c,Good,,1272.0,150.3
3519070,Georgina,York,2023,1 Bedroom,934.0,b,Very good,-9.6,978.0,122.9
3519070,Georgina,York,2023,2 Bedroom,1431.0,c,Good,25.5,1498.0,183.9
3519070,Georgina,York,2023,Total,1245.0,c,Good,6.8,1303.0,160.4
3519070,Georgina,York,2024,3 Bedroom,1829.0,b,Very good,,1862.0,
