csd_code,municipality,region,year,survey_month,bedroom_type,vacancy_rate_pct,quality_flag,quality_level
3518013,Oshawa,Durham,1995,October,1 Bedroom,3.0,b,Very good
3518013,Oshawa,Durham,1995,October,2 Bedroom,2.7,a,Excellent
3518013,Oshawa,Durham,1995,October,3 Bedroom,2.7,a,Excellent
3518013,Oshawa,Durham,1995,October,Studio,8.7,c,Good
3518013,Oshawa,Durham,1995,October,Total,2.9,a,Excellent
3518013,Oshawa,Durham,1996,October,1 Bedroom,4.1,b,Very good
3518013,Oshawa,Durham,1996,October,2 Bedroom,3.7,b,Very good
3518013,Oshawa,Durham,1996,October,3 Bedroom,6.1,c,Good
3518013,Oshawa,Durham,1996,October,Studio,12.6,d,Poor (use with caution)
3518013,Oshawa,Durham,1996,October,Total,4.5,b,Very good
3518013,Oshawa,Durham,1997,October,1 Bedroom,2.5,b,Very good
3518013,Oshawa,Durham,1997,October,2 Bedroom,2.1,a,Excellent
3518013,Oshawa,Durham,1997,October,3 Bedroom,3.7,b,Very good
3518013,Oshawa,Durham,1997,October,Total,2.6,a,Excellent
3518013,Oshawa,Durham,1998,October,1 Bedroom,2.9,a,Excellent
3518013,Oshawa,Durham,1998,October,2 Bedroom,1.6,a,Excellent
3518013,Oshawa,Durham,1998,October,3 Bedroom,1.8,a,Excellent
3518013,Oshawa,Durham,1998,October,Studio,6.6,c,Good
3518013,Oshawa,Durham,1998,October,Total,2.1,a,Excellent
3518013,Oshawa,Durham,1999,October,1 Bedroom,2.3,b,Very good
3518013,Oshawa,Durham,1999,October,2 Bedroom,1.9,a,Excellent
3518013,Oshawa,Durham,1999,October,3 Bedroom,1.5,a,Excellent
3518013,Oshawa,Durham,1999,October,Total,1.9,a,Excellent
3518013,Oshawa,Durham,2000,October,1 Bedroom,1.9,b,Very good
3518013,Oshawa,Durham,2000,October,2 Bedroom,1.8,a,Excellent
3518013,Oshawa,Durham,2000,October,3 Bedroom,1.3,a,Excellent
3518013,Oshawa,Durham,2000,October,Studio,5.1,d,Poor (use with caution)
3518013,Oshawa,Durham,2000,October,Total,1.8,a,Excellent
3518013,Oshawa,Durham,2001,October,1 Bedroom,1.5,b,Very good
3518013,Oshawa,Durham,2001,October,2 Bedroom,1.7,a,Excellent
3518013,Oshawa,Durham,2001,October,3 Bedroom,1.3,a,Excellent
3518013,Oshawa,Durham,2001,October,Studio,3.2,d,Poor (use with caution)
3518013,Oshawa,Durham,2001,October,Total,1.6,a,Excellent
3518013,Oshawa,Durham,2002,October,1 Bedroom,2.2,b,Very good
3518013,Oshawa,Durham,2002,October,2 Bedroom,2.3,a,Excellent
3518013,Oshawa,Durham,2002,October,3 Bedroom,3.8,b,Very good
3518013,Oshawa,Durham,2002,October,Studio,5.3,d,Poor (use with caution)
3518013,Oshawa,Durham,2002,October,Total,2.6,a,Excellent
3518013,Oshawa,Durham,2003,October,1 Bedroom,3.8,c,Good
3518013,Oshawa,Durham,2003,October,2 Bedroom,2.4,b,Very good
3518013,Oshawa,Durham,2003,October,3 Bedroom,2.6,c,Good
3518013,Oshawa,Durham,2003,October,Studio,2.4,c,Good
3518013,Oshawa,Durham,2003,October,Total,2.8,a,Excellent
3518013,Oshawa,Durham,2004,October,1 Bedroom,3.3,c,Good
3518013,Oshawa,Durham,2004,October,2 Bedroom,4.2,c,Good
3518013,Oshawa,Durham,2004,October,3 Bedroom,4.1,c,Good
3518013,Oshawa,Durham,2004,October,Total,4.0,b,Very good
3518013,Oshawa,Durham,2005,October,1 Bedroom,2.8,b,Very good
3518013,Oshawa,Durham,2005,October,2 Bedroom,3.6,b,Very good
3518013,Oshawa,Durham,2005,October,3 Bedroom,3.2,b,Very good
3518013,Oshawa,Durham,2005,October,Studio,3.1,d,Poor (use with caution)
3518013,Oshawa,Durham,2005,October,Total,3.3,b,Very good
3518013,Oshawa,Durham,2006,October,1 Bedroom,4.0,c,Good
3518013,Oshawa,Durham,2006,October,2 Bedroom,4.7,b,Very good
3518013,Oshawa,Durham,2006,October,3 Bedroom,4.4,c,Good
3518013,Oshawa,Durham,2006,October,Studio,4.1,d,Poor (use with caution)
3518013,Oshawa,Durham,2006,October,Total,4.5,b,Very good
3518013,Oshawa,Durham,2007,October,1 Bedroom,4.9,c,Good
3518013,Oshawa,Durham,2007,October,2 Bedroom,3.5,b,Very good
3518013,Oshawa,Durham,2007,October,3 Bedroom,3.3,c,Good
3518013,Oshawa,Durham,2007,October,Studio,2.4,c,Good
3518013,Oshawa,Durham,2007,October,Total,3.8,b,Very good
3518013,Oshawa,Durham,2008,October,1 Bedroom,5.1,b,Very good
3518013,Oshawa,Durham,2008,October,2 Bedroom,3.9,b,Very good
3518013,Oshawa,Durham,2008,October,3 Bedroom,6.2,c,Good
3518013,Oshawa,Durham,2008,October,Studio,4.6,c,Good
3518013,Oshawa,Durham,2008,October,Total,4.6,b,Very good
3518013,Oshawa,Durham,2009,October,1 Bedroom,4.2,b,Very good
3518013,Oshawa,Durham,2009,October,2 Bedroom,5.1,b,Very good
3518013,Oshawa,Durham,2009,October,3 Bedroom,4.2,b,Very good
3518013,Oshawa,Durham,2009,October,Total,4.8,a,Excellent
3518013,Oshawa,Durham,2010,October,1 Bedroom,3.6,a,Excellent
3518013,Oshawa,Durham,2010,October,2 Bedroom,3.4,a,Excellent
3518013,Oshawa,Durham,2010,October,3 Bedroom,3.3,b,Very good
3518013,Oshawa,Durham,2010,October,Studio,3.5,d,Poor (use with caution)
3518013,Oshawa,Durham,2010,October,Total,3.4,a,Excellent
3518013,Oshawa,Durham,2011,October,1 Bedroom,3.1,b,Very good
3518013,Oshawa,Durham,2011,October,2 Bedroom,1.7,a,Excellent
3518013,Oshawa,Durham,2011,October,3 Bedroom,1.3,a,Excellent
3518013,Oshawa,Durham,2011,October,Studio,1.8,c,Good
3518013,Oshawa,Durham,2011,October,Total,2.0,a,Excellent
3518013,Oshawa,Durham,2012,October,1 Bedroom,2.8,b,Very good
3518013,Oshawa,Durham,2012,October,2 Bedroom,2.5,a,Excellent
3518013,Oshawa,Durham,2012,October,3 Bedroom,2.2,a,Excellent
3518013,Oshawa,Durham,2012,October,Total,2.5,a,Excellent
3518013,Oshawa,Durham,2013,October,1 Bedroom,2.6,a,Excellent
3518013,Oshawa,Durham,2013,October,2 Bedroom,2.0,a,Excellent
3518013,Oshawa,Durham,2013,October,3 Bedroom,1.7,c,Good
3518013,Oshawa,Durham,2013,October,Studio,1.2,d,Poor (use with caution)
3518013,Oshawa,Durham,2013,October,Total,2.0,a,Excellent
3518013,Oshawa,Durham,2014,October,1 Bedroom,1.7,b,Very good
3518013,Oshawa,Durham,2014,October,2 Bedroom,2.0,a,Excellent
3518013,Oshawa,Durham,2014,October,3 Bedroom,2.0,a,Excellent
3518013,Oshawa,Durham,2014,October,Studio,4.2,d,Poor (use with caution)
3518013,Oshawa,Durham,2014,October,Total,2.0,a,Excellent
3518013,Oshawa,Durham,2015,October,1 Bedroom,1.8,b,Very good
3518013,Oshawa,Durham,2015,October,2 Bedroom,2.2,b,Very good
3518013,Oshawa,Durham,2015,October,3 Bedroom,1.6,a,Excellent
3518013,Oshawa,Durham,2015,October,Studio,0.0,c,Good
3518013,Oshawa,Durham,2015,October,Total,1.9,a,Excellent
3518013,Oshawa,Durham,2016,October,1 Bedroom,1.9,b,Very good
3518013,Oshawa,Durham,2016,October,2 Bedroom,1.9,b,Very good
3518013,Oshawa,Durham,2016,October,3 Bedroom,1.5,b,Very good
3518013,Oshawa,Durham,2016,October,Total,1.9,a,Excellent
3518013,Oshawa,Durham,2017,October,1 Bedroom,3.8,b,Very good
3518013,Oshawa,Durham,2017,October,2 Bedroom,2.2,a,Excellent
3518013,Oshawa,Durham,2017,October,3 Bedroom,0.7,a,Excellent
3518013,Oshawa,Durham,2017,October,Studio,0.5,b,Very good
3518013,Oshawa,Durham,2017,October,Total,2.4,a,Excellent
3518013,Oshawa,Durham,2018,October,1 Bedroom,4.6,d,Poor (use with caution)
3518013,Oshawa,Durham,2018,October,2 Bedroom,2.6,a,Excellent
3518013,Oshawa,Durham,2018,October,3 Bedroom,2.0,b,Very good
3518013,Oshawa,Durham,2018,October,Studio,0.0,c,Good
3518013,Oshawa,Durham,2018,October,Total,3.0,c,Good
3518013,Oshawa,Durham,2019,October,1 Bedroom,3.2,d,Poor (use with caution)
3518013,Oshawa,Durham,2019,October,2 Bedroom,2.3,b,Very good
3518013,Oshawa,Durham,2019,October,3 Bedroom,1.8,b,Very good
3518013,Oshawa,Durham,2019,October,Total,2.6,b,Very good
3518013,Oshawa,Durham,2020,October,1 Bedroom,3.9,d,Poor (use with caution)
3518013,Oshawa,Durham,2020,October,2 Bedroom,2.0,b,Very good
3518013,Oshawa,Durham,2020,October,3 Bedroom,0.7,a,Excellent
3518013,Oshawa,Durham,2020,October,Studio,0.0,c,Good
3518013,Oshawa,Durham,2020,October,Total,2.4,b,Very good
3518013,Oshawa,Durham,2021,October,1 Bedroom,3.0,b,Very good
3518013,Oshawa,Durham,2021,October,2 Bedroom,2.4,a,Excellent
3518013,Oshawa,Durham,2021,October,3 Bedroom,1.3,a,Excellent
3518013,Oshawa,Durham,2021,October,Total,2.4,a,Excellent
3518013,Oshawa,Durham,2022,October,1 Bedroom,3.5,c,Good
3518013,Oshawa,Durham,2022,October,2 Bedroom,3.1,c,Good
3518013,Oshawa,Durham,2022,October,3 Bedroom,0.8,a,Excellent
3518013,Oshawa,Durham,2022,October,Total,3.0,b,Very good
3518013,Oshawa,Durham,2023,October,1 Bedroom,3.0,d,Poor (use with caution)
3518013,Oshawa,Durham,2023,October,2 Bedroom,1.0,a,Excellent
3518013,Oshawa,Durham,2023,October,3 Bedroom,1.3,a,Excellent
3518013,Oshawa,Durham,2023,October,Studio,0.0,c,Good
3518013,Oshawa,Durham,2023,October,Total,1.5,b,Very good
3518013,Oshawa,Durham,2024,October,1 Bedroom,5.2,c,Good
3518013,Oshawa,Durham,2024,October,2 Bedroom,2.8,b,Very good
3518013,Oshawa,Durham,2024,October,3 Bedroom,3.2,c,Good
3518013,Oshawa,Durham,2024,October,Studio,1.0,d,Poor (use with caution)
3518013,Oshawa,Durham,2024,October,Total,3.5,c,Good
3518013,Oshawa,Durham,2025,October,1 Bedroom,6.6,b,Very good
3518013,Oshawa,Durham,2025,October,2 Bedroom,3.1,c,Good
3518013,Oshawa,Durham,2025,October,3 Bedroom,2.1,c,Good
3518013,Oshawa,Durham,2025,October,Studio,5.0,d,Poor (use with caution)
3518013,Oshawa,Durham,2025,October,Total,4.0,b,Very good
3518017,Clarington,Durham,1990,October,1 Bedroom,9.3,a,Excellent
3518017,Clarington,Durham,1990,October,2 Bedroom,2.4,a,Excellent
3518017,Clarington,Durham,1990,October,3 Bedroom,5.4,a,Excellent
3518017,Clarington,Durham,1990,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,1990,October,Total,4.7,a,Excellent
3518017,Clarington,Durham,1991,October,1 Bedroom,5.1,b,Very good
3518017,Clarington,Durham,1991,October,2 Bedroom,7.7,a,Excellent
3518017,Clarington,Durham,1991,October,3 Bedroom,1.8,a,Excellent
3518017,Clarington,Durham,1991,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,1991,October,Total,6.2,a,Excellent
3518017,Clarington,Durham,1992,October,1 Bedroom,4.2,c,Good
3518017,Clarington,Durham,1992,October,2 Bedroom,3.6,b,Very good
3518017,Clarington,Durham,1992,October,Studio,11.1,a,Excellent
3518017,Clarington,Durham,1992,October,Total,3.5,b,Very good
3518017,Clarington,Durham,1993,October,1 Bedroom,7.5,c,Good
3518017,Clarington,Durham,1993,October,2 Bedroom,7.0,a,Excellent
3518017,Clarington,Durham,1993,October,3 Bedroom,7.1,b,Very good
3518017,Clarington,Durham,1993,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,1993,October,Total,7.0,a,Excellent
3518017,Clarington,Durham,1994,October,1 Bedroom,2.8,c,Good
3518017,Clarington,Durham,1994,October,2 Bedroom,1.8,c,Good
3518017,Clarington,Durham,1994,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,1994,October,Total,1.9,b,Very good
3518017,Clarington,Durham,1995,October,1 Bedroom,6.5,b,Very good
3518017,Clarington,Durham,1995,October,2 Bedroom,2.5,a,Excellent
3518017,Clarington,Durham,1995,October,3 Bedroom,0.0,a,Excellent
3518017,Clarington,Durham,1995,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,1995,October,Total,3.3,a,Excellent
3518017,Clarington,Durham,1996,October,1 Bedroom,2.7,b,Very good
3518017,Clarington,Durham,1996,October,2 Bedroom,1.8,a,Excellent
3518017,Clarington,Durham,1996,October,3 Bedroom,0.0,a,Excellent
3518017,Clarington,Durham,1996,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,1996,October,Total,1.9,a,Excellent
3518017,Clarington,Durham,1997,October,1 Bedroom,5.9,a,Excellent
3518017,Clarington,Durham,1997,October,2 Bedroom,2.1,a,Excellent
3518017,Clarington,Durham,1997,October,3 Bedroom,5.5,a,Excellent
3518017,Clarington,Durham,1997,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,1997,October,Total,3.5,a,Excellent
3518017,Clarington,Durham,1998,October,1 Bedroom,4.3,a,Excellent
3518017,Clarington,Durham,1998,October,2 Bedroom,3.9,a,Excellent
3518017,Clarington,Durham,1998,October,3 Bedroom,5.6,a,Excellent
3518017,Clarington,Durham,1998,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,1998,October,Total,4.1,a,Excellent
3518017,Clarington,Durham,1999,October,1 Bedroom,0.5,a,Excellent
3518017,Clarington,Durham,1999,October,2 Bedroom,1.3,a,Excellent
3518017,Clarington,Durham,1999,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,1999,October,Total,0.9,a,Excellent
3518017,Clarington,Durham,2000,October,1 Bedroom,0.5,a,Excellent
3518017,Clarington,Durham,2000,October,2 Bedroom,0.9,a,Excellent
3518017,Clarington,Durham,2000,October,3 Bedroom,0.0,a,Excellent
3518017,Clarington,Durham,2000,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,2000,October,Total,0.7,a,Excellent
3518017,Clarington,Durham,2001,October,1 Bedroom,2.5,a,Excellent
3518017,Clarington,Durham,2001,October,2 Bedroom,0.8,a,Excellent
3518017,Clarington,Durham,2001,October,3 Bedroom,2.3,a,Excellent
3518017,Clarington,Durham,2001,October,Studio,11.1,a,Excellent
3518017,Clarington,Durham,2001,October,Total,1.5,a,Excellent
3518017,Clarington,Durham,2002,October,1 Bedroom,2.8,a,Excellent
3518017,Clarington,Durham,2002,October,2 Bedroom,1.0,a,Excellent
3518017,Clarington,Durham,2002,October,3 Bedroom,0.0,a,Excellent
3518017,Clarington,Durham,2002,October,Studio,0.0,a,Excellent
3518017,Clarington,Durham,2002,October,Total,1.5,a,Excellent
3518017,Clarington,Durham,2003,October,1 Bedroom,1.1,a,Excellent
3518017,Clarington,Durham,2003,October,2 Bedroom,2.2,c,Good
3518017,Clarington,Durham,2003,October,Total,1.6,b,Very good
3518017,Clarington,Durham,2004,October,1 Bedroom,1.9,a,Excellent
3518017,Clarington,Durham,2004,October,2 Bedroom,1.2,a,Excellent
3518017,Clarington,Durham,2004,October,3 Bedroom,2.4,b,Very good
3518017,Clarington,Durham,2004,October,Total,1.5,a,Excellent
3518017,Clarington,Durham,2005,October,1 Bedroom,0.7,b,Very good
3518017,Clarington,Durham,2005,October,2 Bedroom,2.4,b,Very good
3518017,Clarington,Durham,2005,October,3 Bedroom,2.0,c,Good
3518017,Clarington,Durham,2005,October,Total,1.6,b,Very good
3518017,Clarington,Durham,2006,October,1 Bedroom,1.6,b,Very good
3518017,Clarington,Durham,2006,October,2 Bedroom,2.8,a,Excellent
3518017,Clarington,Durham,2006,October,Total,2.1,a,Excellent
3518017,Clarington,Durham,2007,October,1 Bedroom,4.6,c,Good
3518017,Clarington,Durham,2007,October,2 Bedroom,2.5,a,Excellent
3518017,Clarington,Durham,2007,October,3 Bedroom,12.8,d,Poor (use with caution)
3518017,Clarington,Durham,2007,October,Total,3.8,b,Very good
3518017,Clarington,Durham,2008,October,1 Bedroom,2.4,b,Very good
3518017,Clarington,Durham,2008,October,2 Bedroom,4.7,a,Excellent
3518017,Clarington,Durham,2008,October,Total,3.6,b,Very good
3518017,Clarington,Durham,2009,October,1 Bedroom,3.4,b,Very good
3518017,Clarington,Durham,2009,October,2 Bedroom,3.8,a,Excellent
3518017,Clarington,Durham,2009,October,3 Bedroom,2.4,b,Very good
3518017,Clarington,Durham,2009,October,Total,3.5,a,Excellent
3518017,Clarington,Durham,2010,October,1 Bedroom,4.5,c,Good
3518017,Clarington,Durham,2010,October,2 Bedroom,2.8,b,Very good
3518017,Clarington,Durham,2010,October,3 Bedroom,5.1,d,Poor (use with caution)
3518017,Clarington,Durham,2010,October,Total,3.5,b,Very good
3518017,Clarington,Durham,2011,October,1 Bedroom,0.5,a,Excellent
3518017,Clarington,Durham,2011,October,2 Bedroom,1.2,a,Excellent
3518017,Clarington,Durham,2011,October,Total,0.8,a,Excellent
3518017,Clarington,Durham,2012,October,1 Bedroom,4.0,c,Good
3518017,Clarington,Durham,2012,October,2 Bedroom,1.7,b,Very good
3518017,Clarington,Durham,2012,October,3 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2012,October,Total,2.2,b,Very good
3518017,Clarington,Durham,2013,October,1 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2013,October,2 Bedroom,2.0,c,Good
3518017,Clarington,Durham,2013,October,Total,1.3,a,Excellent
3518017,Clarington,Durham,2014,October,1 Bedroom,0.0,c,Good
3518017,Clarington,Durham,2014,October,2 Bedroom,1.0,a,Excellent
3518017,Clarington,Durham,2014,October,3 Bedroom,2.3,b,Very good
3518017,Clarington,Durham,2014,October,Total,1.0,a,Excellent
3518017,Clarington,Durham,2015,October,1 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2015,October,2 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2015,October,3 Bedroom,1.2,a,Excellent
3518017,Clarington,Durham,2015,October,Total,0.1,b,Very good
3518017,Clarington,Durham,2016,October,1 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2016,October,2 Bedroom,0.3,b,Very good
3518017,Clarington,Durham,2016,October,3 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2016,October,Total,0.2,b,Very good
3518017,Clarington,Durham,2017,October,1 Bedroom,0.5,b,Very good
3518017,Clarington,Durham,2017,October,2 Bedroom,0.3,b,Very good
3518017,Clarington,Durham,2017,October,Total,0.5,b,Very good
3518017,Clarington,Durham,2018,October,1 Bedroom,0.9,d,Poor (use with caution)
3518017,Clarington,Durham,2018,October,2 Bedroom,1.2,d,Poor (use with caution)
3518017,Clarington,Durham,2018,October,3 Bedroom,2.5,c,Good
3518017,Clarington,Durham,2018,October,Total,1.3,a,Excellent
3518017,Clarington,Durham,2019,October,1 Bedroom,0.4,b,Very good
3518017,Clarington,Durham,2019,October,2 Bedroom,0.7,b,Very good
3518017,Clarington,Durham,2019,October,3 Bedroom,1.2,a,Excellent
3518017,Clarington,Durham,2019,October,Total,0.7,a,Excellent
3518017,Clarington,Durham,2020,October,1 Bedroom,0.9,d,Poor (use with caution)
3518017,Clarington,Durham,2020,October,2 Bedroom,0.6,a,Excellent
3518017,Clarington,Durham,2020,October,3 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2020,October,Total,0.6,a,Excellent
3518017,Clarington,Durham,2021,October,1 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2021,October,2 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2021,October,3 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2021,October,Total,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2022,October,1 Bedroom,0.4,b,Very good
3518017,Clarington,Durham,2022,October,3 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2022,October,Total,0.6,b,Very good
3518017,Clarington,Durham,2023,October,1 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2023,October,2 Bedroom,0.3,b,Very good
3518017,Clarington,Durham,2023,October,3 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2023,October,Total,0.2,b,Very good
3518017,Clarington,Durham,2024,October,3 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2025,October,1 Bedroom,1.5,d,Poor (use with caution)
3518017,Clarington,Durham,2025,October,3 Bedroom,0.0,d,Poor (use with caution)
3518017,Clarington,Durham,2025,October,Total,1.6,c,Good
3518020,Scugog,Durham,2008,October,1 Bedroom,4.3,c,Good
3518020,Scugog,Durham,2008,October,2 Bedroom,0.0,c,Good
3518020,Scugog,Durham,2008,October,Total,1.8,b,Very good
3518020,Scugog,Durham,2009,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2009,October,2 Bedroom,0.0,c,Good
3518020,Scugog,Durham,2009,October,Total,0.0,c,Good
3518020,Scugog,Durham,2010,October,1 Bedroom,4.6,d,Poor (use with caution)
3518020,Scugog,Durham,2010,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2010,October,Total,1.8,b,Very good
3518020,Scugog,Durham,2011,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2012,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2012,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2012,October,Total,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2013,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2013,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2013,October,Total,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2014,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2014,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2014,October,Total,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2015,October,Total,4.5,b,Very good
3518020,Scugog,Durham,2016,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2016,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2016,October,Total,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2017,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2017,October,2 Bedroom,8.5,b,Very good
3518020,Scugog,Durham,2017,October,Total,5.7,a,Excellent
3518020,Scugog,Durham,2018,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2019,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2020,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2020,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2020,October,Total,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2021,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2021,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2021,October,Total,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2022,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2023,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2023,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2023,October,Total,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2024,October,1 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2024,October,2 Bedroom,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2024,October,Total,0.0,d,Poor (use with caution)
3518020,Scugog,Durham,2025,October,1 Bedroom,0.0,d,Poor (use with caution)
3518029,Uxbridge,Durham,1990,October,1 Bedroom,7.9,a,Excellent
3518029,Uxbridge,Durham,1990,October,2 Bedroom,6.5,a,Excellent
3518029,Uxbridge,Durham,1990,October,Total,6.6,a,Excellent
3518029,Uxbridge,Durham,1991,October,1 Bedroom,13.2,a,Excellent
3518029,Uxbridge,Durham,1991,October,2 Bedroom,6.6,a,Excellent
3518029,Uxbridge,Durham,1991,October,Total,8.4,a,Excellent
3518029,Uxbridge,Durham,1992,October,1 Bedroom,3.0,d,Poor (use with caution)
3518029,Uxbridge,Durham,1992,October,2 Bedroom,3.5,c,Good
3518029,Uxbridge,Durham,1992,October,Total,3.2,b,Very good
3518029,Uxbridge,Durham,1993,October,1 Bedroom,3.9,a,Excellent
3518029,Uxbridge,Durham,1993,October,2 Bedroom,2.8,b,Very good
3518029,Uxbridge,Durham,1993,October,Total,3.0,b,Very good
3518029,Uxbridge,Durham,1994,October,1 Bedroom,0.0,c,Good
3518029,Uxbridge,Durham,1994,October,2 Bedroom,0.0,c,Good
3518029,Uxbridge,Durham,1994,October,Total,0.0,c,Good
3518029,Uxbridge,Durham,1995,October,1 Bedroom,0.0,c,Good
3518029,Uxbridge,Durham,1995,October,2 Bedroom,0.0,c,Good
3518029,Uxbridge,Durham,1995,October,3 Bedroom,0.0,a,Excellent
3518029,Uxbridge,Durham,1995,October,Total,0.0,c,Good
3518029,Uxbridge,Durham,1996,October,1 Bedroom,4.0,b,Very good
3518029,Uxbridge,Durham,1996,October,2 Bedroom,1.0,a,Excellent
3518029,Uxbridge,Durham,1996,October,Total,2.0,b,Very good
3518029,Uxbridge,Durham,1998,October,1 Bedroom,2.9,a,Excellent
3518029,Uxbridge,Durham,1998,October,2 Bedroom,0.0,c,Good
3518029,Uxbridge,Durham,1998,October,Total,1.5,a,Excellent
3518029,Uxbridge,Durham,1999,October,1 Bedroom,0.0,a,Excellent
3518029,Uxbridge,Durham,1999,October,2 Bedroom,0.0,a,Excellent
3518029,Uxbridge,Durham,1999,October,Total,0.0,a,Excellent
3518029,Uxbridge,Durham,2000,October,1 Bedroom,4.3,c,Good
3518029,Uxbridge,Durham,2000,October,2 Bedroom,0.0,c,Good
3518029,Uxbridge,Durham,2000,October,Total,1.9,b,Very good
3518029,Uxbridge,Durham,2001,October,1 Bedroom,3.6,a,Excellent
3518029,Uxbridge,Durham,2001,October,2 Bedroom,1.5,a,Excellent
3518029,Uxbridge,Durham,2001,October,Total,2.2,a,Excellent
3518029,Uxbridge,Durham,2002,October,1 Bedroom,1.2,a,Excellent
3518029,Uxbridge,Durham,2002,October,2 Bedroom,0.0,a,Excellent
3518029,Uxbridge,Durham,2002,October,Total,0.4,a,Excellent
3518029,Uxbridge,Durham,2003,October,1 Bedroom,0.0,d,Poor (use with caution)
3518029,Uxbridge,Durham,2003,October,2 Bedroom,0.7,b,Very good
3518029,Uxbridge,Durham,2003,October,Total,0.4,b,Very good
3518029,Uxbridge,Durham,2004,October,1 Bedroom,1.1,d,Poor (use with caution)
3518029,Uxbridge,Durham,2004,October,2 Bedroom,1.6,c,Good
3518029,Uxbridge,Durham,2004,October,Total,1.3,a,Excellent
3518029,Uxbridge,Durham,2005,October,1 Bedroom,1.4,d,Poor (use with caution)
3518029,Uxbridge,Durham,2005,October,2 Bedroom,2.0,c,Good
3518029,Uxbridge,Durham,2005,October,Total,1.7,c,Good
3518029,Uxbridge,Durham,2006,October,1 Bedroom,0.0,c,Good
3518029,Uxbridge,Durham,2006,October,2 Bedroom,0.7,b,Very good
3518029,Uxbridge,Durham,2006,October,Total,0.4,b,Very good
3518029,Uxbridge,Durham,2007,October,1 Bedroom,0.0,d,Poor (use with caution)
3518029,Uxbridge,Durham,2007,October,2 Bedroom,0.0,d,Poor (use with caution)
