REF_DATE,GEO,DGUID,Residence on or off reserve (3),Household type including census family structure (9),Statistics (3C),Shelter-cost-to-income ratio (5),Coordinate,Tenure including presence of mortgage payments and subsidized housing (8):Total - Tenure including presence of mortgage payments and subsidized housing[1],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Owner[2],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):With mortgage[3],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Without mortgage[4],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Renter[5],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Subsidized housing[6],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Not subsidized housing[7],Symbol,"Tenure including presence of mortgage payments and subsidized housing (8):Dwelling provided by the local government, First Nation or Indian band[8]",Symbol
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Number of private households,30% to less than 100%,2381.2.4.1.4,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Number of private households,Not applicable,2381.2.4.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.4.2.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.4.2.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.4.2.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,30% to less than 100%,2381.2.4.2.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Not applicable,2381.2.4.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.4.3.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.4.3.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.4.3.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,30% to less than 100%,2381.2.4.3.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Not applicable,2381.2.4.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Number of private households,Total - Shelter-cost-to-income ratio,2381.2.5.1.1,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Without children,Number of private households,Spending less than 30% of income on shelter costs,2381.2.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Without children,Number of private households,Spending 30% or more of income on shelter costs,2381.2.5.1.3,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Without children,Number of private households,30% to less than 100%,2381.2.5.1.4,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Without children,Number of private households,Not applicable,2381.2.5.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,Without children,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.5.2.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.5.2.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.5.2.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Confidence interval lower bound of number of private households,30% to less than 100%,2381.2.5.2.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Confidence interval lower bound of number of private households,Not applicable,2381.2.5.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.5.3.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.5.3.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.5.3.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Confidence interval upper bound of number of private households,30% to less than 100%,2381.2.5.3.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,Without children,Confidence interval upper bound of number of private households,Not applicable,2381.2.5.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Number of private households,Total - Shelter-cost-to-income ratio,2381.2.6.1.1,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,With children,Number of private households,Spending less than 30% of income on shelter costs,2381.2.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,With children,Number of private households,Spending 30% or more of income on shelter costs,2381.2.6.1.3,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,With children,Number of private households,30% to less than 100%,2381.2.6.1.4,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,With children,Number of private households,Not applicable,2381.2.6.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,With children,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.6.2.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.6.2.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.6.2.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Confidence interval lower bound of number of private households,30% to less than 100%,2381.2.6.2.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Confidence interval lower bound of number of private households,Not applicable,2381.2.6.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.6.3.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.6.3.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.6.3.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Confidence interval upper bound of number of private households,30% to less than 100%,2381.2.6.3.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,With children,Confidence interval upper bound of number of private households,Not applicable,2381.2.6.3.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Number of private households,Total - Shelter-cost-to-income ratio,2381.2.7.1.1,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Number of private households,Spending less than 30% of income on shelter costs,2381.2.7.1.2,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Number of private households,Spending 30% or more of income on shelter costs,2381.2.7.1.3,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Number of private households,30% to less than 100%,2381.2.7.1.4,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Number of private households,Not applicable,2381.2.7.1.5,0,,0,,0,,0,,0,,0,,0,,0,
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.7.2.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.7.2.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.7.2.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,30% to less than 100%,2381.2.7.2.4,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Not applicable,2381.2.7.2.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2381.2.7.3.1,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2381.2.7.3.2,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,King,2021A00053519049,On reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2381.2.7.3.3,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
