REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1955-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1955-02,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,24.8,,,,1
1955-02,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.5,,,,1
1955-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1955-03,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,24.8,,,,1
1955-03,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.5,,,,1
1955-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1955-04,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,24.9,,,,1
1955-04,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.5,,,,1
1955-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1955-05,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,24.9,,,,1
1955-05,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.5,,,,1
1955-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1955-06,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.0,,,,1
1955-06,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.7,,,,1
1955-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1955-07,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.1,,,,1
1955-07,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.7,,,,1
1955-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1955-08,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.1,,,,1
1955-08,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.7,,,,1
1955-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.2,,,,1
1955-09,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.1,,,,1
1955-09,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.7,,,,1
1955-10,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.2,,,,1
1955-10,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.2,,,,1
1955-10,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.8,,,,1
1955-11,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.2,,,,1
1955-11,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.2,,,,1
1955-11,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.8,,,,1
1955-12,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.2,,,,1
1955-12,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.3,,,,1
1955-12,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.8,,,,1
1956-01,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.2,,,,1
1956-01,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.3,,,,1
1956-01,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.9,,,,1
1956-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1956-02,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.3,,,,1
1956-02,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.9,,,,1
1956-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1956-03,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.3,,,,1
1956-03,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.9,,,,1
1956-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1956-04,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.4,,,,1
1956-04,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.9,,,,1
1956-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.1,,,,1
1956-05,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.4,,,,1
1956-05,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,25.9,,,,1
1956-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.3,,,,1
1956-06,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.5,,,,1
1956-06,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.1,,,,1
1956-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.4,,,,1
1956-07,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.5,,,,1
1956-07,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.1,,,,1
1956-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.5,,,,1
1956-08,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.6,,,,1
1956-08,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.2,,,,1
1956-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.4,,,,1
1956-09,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.6,,,,1
1956-09,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.2,,,,1
1956-10,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.5,,,,1
1956-10,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.6,,,,1
1956-10,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.3,,,,1
1956-11,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.6,,,,1
1956-11,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.6,,,,1
1956-11,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.3,,,,1
1956-12,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.6,,,,1
1956-12,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.7,,,,1
1956-12,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.3,,,,1
1957-01,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.6,,,,1
1957-01,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.7,,,,1
1957-01,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.3,,,,1
1957-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.6,,,,1
1957-02,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.7,,,,1
1957-02,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.3,,,,1
1957-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.6,,,,1
1957-03,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.7,,,,1
1957-03,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.4,,,,1
1957-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.7,,,,1
1957-04,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.7,,,,1
1957-04,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.4,,,,1
1957-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.7,,,,1
1957-05,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.8,,,,1
1957-05,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.4,,,,1
1957-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.8,,,,1
1957-06,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,25.9,,,,1
1957-06,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.5,,,,1
1957-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.8,,,,1
1957-07,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.0,,,,1
1957-07,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.6,,,,1
1957-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.9,,,,1
1957-08,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.1,,,,1
1957-08,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.6,,,,1
1957-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.0,,,,1
1957-09,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.1,,,,1
1957-09,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.7,,,,1
1957-10,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.0,,,,1
1957-10,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.1,,,,1
1957-10,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.7,,,,1
1957-11,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.0,,,,1
1957-11,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.1,,,,1
1957-11,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.7,,,,1
1957-12,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,14.9,,,,1
1957-12,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.1,,,,1
1957-12,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.8,,,,1
1958-01,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.0,,,,1
1958-01,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.1,,,,1
1958-01,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.8,,,,1
1958-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.0,,,,1
1958-02,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.2,,,,1
1958-02,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,26.9,,,,1
1958-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.1,,,,1
1958-03,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.2,,,,1
1958-03,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.0,,,,1
1958-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.1,,,,1
1958-04,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.2,,,,1
1958-04,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.0,,,,1
1958-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.1,,,,1
1958-05,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.3,,,,1
1958-05,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.0,,,,1
1958-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.1,,,,1
1958-06,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.4,,,,1
1958-06,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.0,,,,1
1958-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.1,,,,1
1958-07,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.4,,,,1
1958-07,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.0,,,,1
1958-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.1,,,,1
1958-08,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.4,,,,1
1958-08,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.1,,,,1
1958-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.3,,,,1
1958-09,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.5,,,,1
1958-09,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.1,,,,1
1958-10,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.3,,,,1
1958-10,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.5,,,,1
1958-10,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.1,,,,1
1958-11,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.3,,,,1
1958-11,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.6,,,,1
1958-11,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.2,,,,1
1958-12,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.3,,,,1
1958-12,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.6,,,,1
1958-12,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.2,,,,1
1959-01,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.3,,,,1
1959-01,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.6,,,,1
1959-01,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.2,,,,1
1959-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.3,,,,1
1959-02,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.6,,,,1
1959-02,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.2,,,,1
1959-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.2,,,,1
1959-03,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.6,,,,1
1959-03,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.2,,,,1
1959-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.2,,,,1
1959-04,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.7,,,,1
1959-04,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.2,,,,1
1959-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.3,,,,1
1959-05,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.7,,,,1
1959-05,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.2,,,,1
1959-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.1,,,,1
1959-06,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.7,,,,1
1959-06,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.3,,,,1
1959-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.3,,,,1
1959-07,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.7,,,,1
1959-07,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.3,,,,1
1959-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.3,,,,1
1959-08,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1959-08,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.3,,,,1
1959-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1959-09,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1959-09,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.3,,,,1
1959-10,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1959-10,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1959-10,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.3,,,,1
1959-11,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1959-11,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1959-11,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.3,,,,1
1959-12,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1959-12,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1959-12,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.3,,,,1
1960-01,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1960-01,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-01,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.3,,,,1
1960-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1960-02,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-02,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.3,,,,1
1960-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.4,,,,1
1960-03,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-03,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.4,,,,1
1960-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1960-04,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-04,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.4,,,,1
1960-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1960-05,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-05,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.4,,,,1
1960-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1960-06,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-06,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.5,,,,1
1960-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1960-07,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-07,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.5,,,,1
1960-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1960-08,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-08,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.5,,,,1
1960-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.5,,,,1
1960-09,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-09,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1960-10,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1960-10,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-10,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1960-11,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1960-11,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-11,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1960-12,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1960-12,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1960-12,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-01,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-01,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1961-01,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-02,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1961-02,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-03,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1961-03,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-04,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1961-04,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-05,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1961-05,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-06,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1961-06,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-07,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.9,,,,1
1961-07,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-08,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1961-08,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-09,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.8,,,,1
1961-09,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-10,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-10,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.9,,,,1
1961-10,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-11,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-11,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.9,,,,1
1961-11,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1961-12,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1961-12,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.9,,,,1
1961-12,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1962-01,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1962-01,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.9,,,,1
1962-01,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1962-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1962-02,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.9,,,,1
1962-02,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1962-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.7,,,,1
1962-03,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.9,,,,1
1962-03,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1962-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.8,,,,1
1962-04,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.9,,,,1
1962-04,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1962-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.8,,,,1
1962-05,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,26.9,,,,1
1962-05,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1962-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.9,,,,1
1962-06,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,27.0,,,,1
1962-06,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1962-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.9,,,,1
1962-07,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,27.1,,,,1
1962-07,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1962-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,16.0,,,,1
1962-08,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,27.1,,,,1
1962-08,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
1962-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,15.9,,,,1
1962-09,Canada,2016A000011124,Rented accommodation,2002=100,17,units,0,v41691051,2.80,27.1,,,,1
1962-09,Canada,2016A000011124,Rent,2002=100,17,units,0,v41691052,2.81,27.6,,,,1
