REF_DATE,GEO,DGUID,Household size (7),Household type including census family structure  (11),Coordinate,Household income statistics (6):Number of households (2021)[1],Symbol,Household income statistics (6):Number of households (2016)[2],Symbol,Household income statistics (6):Median household total income (2020) (2020 constant dollars)[3],Symbol,Household income statistics (6):Median household total income (2015) (2020 constant dollars)[4],Symbol,Household income statistics (6):Median household after-tax income (2020) (2020 constant dollars)[5],Symbol,Household income statistics (6):Median household after-tax income (2015) (2020 constant dollars)[6],Symbol
2021,Oshawa,2021A00053518013,2 or more persons,With a parent that is a woman+,2368.3.9,6610,,6075,,65500,,51200,,61200,,48400,
2021,Oshawa,2021A00053518013,2 or more persons,Other census family households,2368.3.10,7005,,5640,,138000,,115000,,124000,,103000,
2021,Oshawa,2021A00053518013,2 or more persons,Non-census family households,2368.3.11,3370,,2705,,77500,,67500,,69500,,61200,
2021,Oshawa,2021A00053518013,2 persons,Total – Household type including census family structure,2368.4.1,21080,,20750,,82000,,76000,,72500,,67000,
2021,Oshawa,2021A00053518013,2 persons,Census-family households,2368.4.2,18495,,18615,,83000,,77500,,74000,,68500,
2021,Oshawa,2021A00053518013,2 persons,Households consisting of only one census family without additional persons,2368.4.3,18495,,18615,,83000,,77500,,74000,,68500,
2021,Oshawa,2021A00053518013,2 persons,"One couple, with or without children in their census family",2368.4.4,13855,,14190,,90000,,84000,,79000,,74000,
2021,Oshawa,2021A00053518013,2 persons,Without children,2368.4.5,13855,,14190,,90000,,84000,,79000,,74000,
2021,Oshawa,2021A00053518013,2 persons,With children,2368.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,Oshawa,2021A00053518013,2 persons,One one-parent census family,2368.4.7,4640,,4425,,64500,,54800,,59200,,50000,
2021,Oshawa,2021A00053518013,2 persons,With a parent that is a man+,2368.4.8,1035,,995,,74500,,72000,,65000,,62400,
2021,Oshawa,2021A00053518013,2 persons,With a parent that is a woman+,2368.4.9,3600,,3430,,61600,,50000,,57600,,46800,
2021,Oshawa,2021A00053518013,2 persons,Other census family households,2368.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,Oshawa,2021A00053518013,2 persons,Non-census family households,2368.4.11,2590,,2135,,72000,,64500,,65000,,58400,
2021,Oshawa,2021A00053518013,3 persons,Total – Household type including census family structure,2368.5.1,11490,,10795,,106000,,97000,,93000,,85000,
2021,Oshawa,2021A00053518013,3 persons,Census-family households,2368.5.2,11020,,10400,,107000,,98000,,94000,,86000,
2021,Oshawa,2021A00053518013,3 persons,Households consisting of only one census family without additional persons,2368.5.3,9225,,8815,,106000,,98000,,93000,,86000,
2021,Oshawa,2021A00053518013,3 persons,"One couple, with or without children in their census family",2368.5.4,6880,,6630,,118000,,111000,,102000,,95000,
2021,Oshawa,2021A00053518013,3 persons,Without children,2368.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,Oshawa,2021A00053518013,3 persons,With children,2368.5.6,6880,,6630,,118000,,111000,,102000,,95000,
2021,Oshawa,2021A00053518013,3 persons,One one-parent census family,2368.5.7,2345,,2185,,70000,,57200,,65500,,54000,
2021,Oshawa,2021A00053518013,3 persons,With a parent that is a man+,2368.5.8,380,,355,,88000,,86000,,78000,,72500,
2021,Oshawa,2021A00053518013,3 persons,With a parent that is a woman+,2368.5.9,1965,,1830,,68000,,53600,,64000,,50400,
2021,Oshawa,2021A00053518013,3 persons,Other census family households,2368.5.10,1795,,1585,,108000,,93000,,97000,,84000,
2021,Oshawa,2021A00053518013,3 persons,Non-census family households,2368.5.11,470,,400,,90000,,78000,,83000,,70500,
2021,Oshawa,2021A00053518013,4 persons,Total – Household type including census family structure,2368.6.1,10010,,9225,,127000,,117000,,110000,,101000,
2021,Oshawa,2021A00053518013,4 persons,Census-family households,2368.6.2,9815,,9100,,127000,,117000,,111000,,101000,
2021,Oshawa,2021A00053518013,4 persons,Households consisting of only one census family without additional persons,2368.6.3,7910,,7460,,126000,,118000,,109000,,101000,
2021,Oshawa,2021A00053518013,4 persons,"One couple, with or without children in their census family",2368.6.4,7070,,6780,,134000,,125000,,114000,,106000,
2021,Oshawa,2021A00053518013,4 persons,Without children,2368.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,Oshawa,2021A00053518013,4 persons,With children,2368.6.6,7070,,6780,,134000,,125000,,114000,,106000,
2021,Oshawa,2021A00053518013,4 persons,One one-parent census family,2368.6.7,840,,685,,69000,,50400,,67500,,49200,
2021,Oshawa,2021A00053518013,4 persons,With a parent that is a man+,2368.6.8,100,,80,,82000,,84000,,74500,,71000,
2021,Oshawa,2021A00053518013,4 persons,With a parent that is a woman+,2368.6.9,745,,610,,68500,,48000,,67000,,47200,
2021,Oshawa,2021A00053518013,4 persons,Other census family households,2368.6.10,1905,,1635,,131000,,114000,,117000,,101000,
2021,Oshawa,2021A00053518013,4 persons,Non-census family households,2368.6.11,195,,120,,112000,,73500,,104000,,69500,
2021,Oshawa,2021A00053518013,5 or more persons,Total – Household type including census family structure,2368.7.1,7205,,5565,,140000,,121000,,125000,,106000,
2021,Oshawa,2021A00053518013,5 or more persons,Census-family households,2368.7.2,7090,,5515,,140000,,121000,,125000,,106000,
2021,Oshawa,2021A00053518013,5 or more persons,Households consisting of only one census family without additional persons,2368.7.3,3775,,3095,,121000,,110000,,108000,,97000,
2021,Oshawa,2021A00053518013,5 or more persons,"One couple, with or without children in their census family",2368.7.4,3450,,2870,,126000,,116000,,111000,,100000,
2021,Oshawa,2021A00053518013,5 or more persons,Without children,2368.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,Oshawa,2021A00053518013,5 or more persons,With children,2368.7.6,3450,,2870,,126000,,116000,,111000,,100000,
2021,Oshawa,2021A00053518013,5 or more persons,One one-parent census family,2368.7.7,330,,225,,80000,,55600,,78000,,55200,
2021,Oshawa,2021A00053518013,5 or more persons,With a parent that is a man+,2368.7.8,30,,20,,109000,,,x,95000,,,x
2021,Oshawa,2021A00053518013,5 or more persons,With a parent that is a woman+,2368.7.9,300,,205,,78000,,54400,,76500,,54400,
2021,Oshawa,2021A00053518013,5 or more persons,Other census family households,2368.7.10,3305,,2420,,160000,,133000,,143000,,119000,
2021,Oshawa,2021A00053518013,5 or more persons,Non-census family households,2368.7.11,120,,55,,147000,,86000,,137000,,81000,
2021,Clarington,2021A00053518017,Total - Households by household size,Total – Household type including census family structure,2369.1.1,35950,,32835,,112000,,104000,,96000,,88000,
2021,Clarington,2021A00053518017,Total - Households by household size,Census-family households,2369.1.2,28595,,26415,,127000,,117000,,109000,,99000,
2021,Clarington,2021A00053518017,Total - Households by household size,Households consisting of only one census family without additional persons,2369.1.3,25285,,23845,,124000,,114000,,105000,,97000,
2021,Clarington,2021A00053518017,Total - Households by household size,"One couple, with or without children in their census family",2369.1.4,22010,,20790,,130000,,121000,,110000,,102000,
2021,Clarington,2021A00053518017,Total - Households by household size,Without children,2369.1.5,9095,,8625,,103000,,95000,,89000,,82000,
2021,Clarington,2021A00053518017,Total - Households by household size,With children,2369.1.6,12915,,12165,,149000,,140000,,125000,,116000,
2021,Clarington,2021A00053518017,Total - Households by household size,One one-parent census family,2369.1.7,3275,,3055,,82000,,73000,,73500,,65000,
2021,Clarington,2021A00053518017,Total - Households by household size,With a parent that is a man+,2369.1.8,745,,685,,95000,,93000,,82000,,78000,
2021,Clarington,2021A00053518017,Total - Households by household size,With a parent that is a woman+,2369.1.9,2530,,2365,,78500,,67500,,71000,,61200,
2021,Clarington,2021A00053518017,Total - Households by household size,Other census family households,2369.1.10,3315,,2575,,160000,,144000,,140000,,125000,
2021,Clarington,2021A00053518017,Total - Households by household size,Non-census family households,2369.1.11,7355,,6420,,56800,,53200,,48800,,46000,
2021,Clarington,2021A00053518017,1 person,Total – Household type including census family structure,2369.2.1,6540,,5755,,52800,,50000,,46000,,43200,
2021,Clarington,2021A00053518017,1 person,Census-family households,2369.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,1 person,Households consisting of only one census family without additional persons,2369.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,1 person,"One couple, with or without children in their census family",2369.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,1 person,Without children,2369.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,1 person,With children,2369.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,1 person,One one-parent census family,2369.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,1 person,With a parent that is a man+,2369.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,1 person,With a parent that is a woman+,2369.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,1 person,Other census family households,2369.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,1 person,Non-census family households,2369.2.11,6540,,5755,,52800,,50000,,46000,,43200,
2021,Clarington,2021A00053518017,2 or more persons,Total – Household type including census family structure,2369.3.1,29410,,27085,,127000,,116000,,108000,,99000,
2021,Clarington,2021A00053518017,2 or more persons,Census-family households,2369.3.2,28595,,26415,,127000,,117000,,109000,,99000,
2021,Clarington,2021A00053518017,2 or more persons,Households consisting of only one census family without additional persons,2369.3.3,25285,,23845,,124000,,114000,,105000,,97000,
2021,Clarington,2021A00053518017,2 or more persons,"One couple, with or without children in their census family",2369.3.4,22010,,20790,,130000,,121000,,110000,,102000,
2021,Clarington,2021A00053518017,2 or more persons,Without children,2369.3.5,9095,,8625,,103000,,95000,,89000,,82000,
2021,Clarington,2021A00053518017,2 or more persons,With children,2369.3.6,12915,,12165,,149000,,140000,,125000,,116000,
2021,Clarington,2021A00053518017,2 or more persons,One one-parent census family,2369.3.7,3275,,3055,,82000,,73000,,73500,,65000,
2021,Clarington,2021A00053518017,2 or more persons,With a parent that is a man+,2369.3.8,745,,685,,95000,,93000,,82000,,78000,
2021,Clarington,2021A00053518017,2 or more persons,With a parent that is a woman+,2369.3.9,2530,,2365,,78500,,67500,,71000,,61200,
2021,Clarington,2021A00053518017,2 or more persons,Other census family households,2369.3.10,3315,,2575,,160000,,144000,,140000,,125000,
2021,Clarington,2021A00053518017,2 or more persons,Non-census family households,2369.3.11,815,,665,,102000,,88000,,89000,,75000,
2021,Clarington,2021A00053518017,2 persons,Total – Household type including census family structure,2369.4.1,11560,,10855,,98000,,91000,,85000,,78500,
2021,Clarington,2021A00053518017,2 persons,Census-family households,2369.4.2,10885,,10285,,98000,,91000,,85000,,79000,
2021,Clarington,2021A00053518017,2 persons,Households consisting of only one census family without additional persons,2369.4.3,10885,,10285,,98000,,91000,,85000,,79000,
2021,Clarington,2021A00053518017,2 persons,"One couple, with or without children in their census family",2369.4.4,9095,,8625,,103000,,95000,,89000,,82000,
2021,Clarington,2021A00053518017,2 persons,Without children,2369.4.5,9095,,8625,,103000,,95000,,89000,,82000,
2021,Clarington,2021A00053518017,2 persons,With children,2369.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,2 persons,One one-parent census family,2369.4.7,1785,,1665,,76000,,70000,,67000,,61200,
2021,Clarington,2021A00053518017,2 persons,With a parent that is a man+,2369.4.8,460,,420,,89000,,87000,,77000,,72000,
2021,Clarington,2021A00053518017,2 persons,With a parent that is a woman+,2369.4.9,1330,,1245,,71500,,64500,,64000,,58000,
2021,Clarington,2021A00053518017,2 persons,Other census family households,2369.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,2 persons,Non-census family households,2369.4.11,675,,570,,95000,,83000,,82000,,72000,
2021,Clarington,2021A00053518017,3 persons,Total – Household type including census family structure,2369.5.1,6580,,6070,,131000,,120000,,112000,,102000,
2021,Clarington,2021A00053518017,3 persons,Census-family households,2369.5.2,6490,,5995,,131000,,120000,,112000,,102000,
2021,Clarington,2021A00053518017,3 persons,Households consisting of only one census family without additional persons,2369.5.3,5780,,5365,,132000,,120000,,112000,,101000,
2021,Clarington,2021A00053518017,3 persons,"One couple, with or without children in their census family",2369.5.4,4705,,4335,,141000,,130000,,119000,,109000,
2021,Clarington,2021A00053518017,3 persons,Without children,2369.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,3 persons,With children,2369.5.6,4705,,4335,,141000,,130000,,119000,,109000,
2021,Clarington,2021A00053518017,3 persons,One one-parent census family,2369.5.7,1075,,1030,,91000,,77500,,82000,,68500,
2021,Clarington,2021A00053518017,3 persons,With a parent that is a man+,2369.5.8,225,,210,,105000,,98000,,91000,,81000,
2021,Clarington,2021A00053518017,3 persons,With a parent that is a woman+,2369.5.9,850,,820,,87000,,72000,,77500,,65500,
2021,Clarington,2021A00053518017,3 persons,Other census family households,2369.5.10,705,,630,,127000,,121000,,111000,,104000,
2021,Clarington,2021A00053518017,3 persons,Non-census family households,2369.5.11,95,,70,,134000,,103000,,116000,,91000,
2021,Clarington,2021A00053518017,4 persons,Total – Household type including census family structure,2369.6.1,7140,,6720,,152000,,143000,,128000,,119000,
2021,Clarington,2021A00053518017,4 persons,Census-family households,2369.6.2,7110,,6705,,152000,,143000,,128000,,119000,
2021,Clarington,2021A00053518017,4 persons,Households consisting of only one census family without additional persons,2369.6.3,6220,,6015,,152000,,143000,,127000,,119000,
2021,Clarington,2021A00053518017,4 persons,"One couple, with or without children in their census family",2369.6.4,5905,,5735,,155000,,146000,,129000,,121000,
2021,Clarington,2021A00053518017,4 persons,Without children,2369.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,4 persons,With children,2369.6.6,5905,,5735,,155000,,146000,,129000,,121000,
2021,Clarington,2021A00053518017,4 persons,One one-parent census family,2369.6.7,315,,280,,88000,,76500,,81000,,70500,
2021,Clarington,2021A00053518017,4 persons,With a parent that is a man+,2369.6.8,45,,45,,93000,,114000,,77500,,95000,
2021,Clarington,2021A00053518017,4 persons,With a parent that is a woman+,2369.6.9,270,,235,,87000,,72500,,81000,,66000,
2021,Clarington,2021A00053518017,4 persons,Other census family households,2369.6.10,895,,690,,149000,,140000,,132000,,122000,
2021,Clarington,2021A00053518017,4 persons,Non-census family households,2369.6.11,25,,15,,172000,,,x,152000,,,x
2021,Clarington,2021A00053518017,5 or more persons,Total – Household type including census family structure,2369.7.1,4130,,3440,,164000,,149000,,140000,,126000,
2021,Clarington,2021A00053518017,5 or more persons,Census-family households,2369.7.2,4115,,3435,,164000,,149000,,140000,,126000,
2021,Clarington,2021A00053518017,5 or more persons,Households consisting of only one census family without additional persons,2369.7.3,2400,,2175,,150000,,140000,,129000,,117000,
2021,Clarington,2021A00053518017,5 or more persons,"One couple, with or without children in their census family",2369.7.4,2300,,2095,,152000,,143000,,130000,,119000,
2021,Clarington,2021A00053518017,5 or more persons,Without children,2369.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,Clarington,2021A00053518017,5 or more persons,With children,2369.7.6,2300,,2095,,152000,,143000,,130000,,119000,
2021,Clarington,2021A00053518017,5 or more persons,One one-parent census family,2369.7.7,100,,80,,92000,,71000,,85000,,66000,
2021,Clarington,2021A00053518017,5 or more persons,With a parent that is a man+,2369.7.8,10,,10,,,x,,x,,x,,x
2021,Clarington,2021A00053518017,5 or more persons,With a parent that is a woman+,2369.7.9,90,,70,,86000,,64500,,84000,,62800,
2021,Clarington,2021A00053518017,5 or more persons,Other census family households,2369.7.10,1715,,1260,,180000,,162000,,158000,,140000,
2021,Clarington,2021A00053518017,5 or more persons,Non-census family households,2369.7.11,10,,10,,,x,,x,,x,,x
2021,Scugog,2021A00053518020,Total - Households by household size,Total – Household type including census family structure,2370.1.1,8240,,8220,,108000,,98000,,92000,,84000,
2021,Scugog,2021A00053518020,Total - Households by household size,Census-family households,2370.1.2,6410,,6430,,125000,,115000,,106000,,97000,
2021,Scugog,2021A00053518020,Total - Households by household size,Households consisting of only one census family without additional persons,2370.1.3,5705,,5800,,120000,,112000,,103000,,95000,
2021,Scugog,2021A00053518020,Total - Households by household size,"One couple, with or without children in their census family",2370.1.4,5085,,5180,,125000,,118000,,106000,,100000,
2021,Scugog,2021A00053518020,Total - Households by household size,Without children,2370.1.5,2705,,2690,,99000,,95000,,86000,,82000,
2021,Scugog,2021A00053518020,Total - Households by household size,With children,2370.1.6,2380,,2490,,160000,,146000,,133000,,122000,
2021,Scugog,2021A00053518020,Total - Households by household size,One one-parent census family,2370.1.7,620,,625,,86000,,72500,,75500,,64500,
2021,Scugog,2021A00053518020,Total - Households by household size,With a parent that is a man+,2370.1.8,175,,180,,93000,,93000,,78000,,78500,
2021,Scugog,2021A00053518020,Total - Households by household size,With a parent that is a woman+,2370.1.9,445,,445,,82000,,66000,,74000,,59200,
2021,Scugog,2021A00053518020,Total - Households by household size,Other census family households,2370.1.10,700,,630,,166000,,137000,,144000,,121000,
2021,Scugog,2021A00053518020,Total - Households by household size,Non-census family households,2370.1.11,1835,,1790,,50400,,45600,,44800,,40800,
2021,Scugog,2021A00053518020,1 person,Total – Household type including census family structure,2370.2.1,1610,,1635,,46800,,43600,,42000,,38800,
2021,Scugog,2021A00053518020,1 person,Census-family households,2370.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,1 person,Households consisting of only one census family without additional persons,2370.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,1 person,"One couple, with or without children in their census family",2370.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,1 person,Without children,2370.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,1 person,With children,2370.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,1 person,One one-parent census family,2370.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,1 person,With a parent that is a man+,2370.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,1 person,With a parent that is a woman+,2370.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,1 person,Other census family households,2370.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,1 person,Non-census family households,2370.2.11,1610,,1635,,46800,,43600,,42000,,38800,
2021,Scugog,2021A00053518020,2 or more persons,Total – Household type including census family structure,2370.3.1,6635,,6585,,123000,,114000,,105000,,97000,
2021,Scugog,2021A00053518020,2 or more persons,Census-family households,2370.3.2,6410,,6430,,125000,,115000,,106000,,97000,
2021,Scugog,2021A00053518020,2 or more persons,Households consisting of only one census family without additional persons,2370.3.3,5705,,5800,,120000,,112000,,103000,,95000,
2021,Scugog,2021A00053518020,2 or more persons,"One couple, with or without children in their census family",2370.3.4,5085,,5180,,125000,,118000,,106000,,100000,
2021,Scugog,2021A00053518020,2 or more persons,Without children,2370.3.5,2705,,2690,,99000,,95000,,86000,,82000,
2021,Scugog,2021A00053518020,2 or more persons,With children,2370.3.6,2380,,2490,,160000,,146000,,133000,,122000,
2021,Scugog,2021A00053518020,2 or more persons,One one-parent census family,2370.3.7,620,,625,,86000,,72500,,75500,,64500,
2021,Scugog,2021A00053518020,2 or more persons,With a parent that is a man+,2370.3.8,175,,180,,93000,,93000,,78000,,78500,
2021,Scugog,2021A00053518020,2 or more persons,With a parent that is a woman+,2370.3.9,445,,445,,82000,,66000,,74000,,59200,
2021,Scugog,2021A00053518020,2 or more persons,Other census family households,2370.3.10,700,,630,,166000,,137000,,144000,,121000,
2021,Scugog,2021A00053518020,2 or more persons,Non-census family households,2370.3.11,225,,150,,90000,,85000,,79000,,73500,
2021,Scugog,2021A00053518020,2 persons,Total – Household type including census family structure,2370.4.1,3260,,3175,,96000,,92000,,83000,,79000,
2021,Scugog,2021A00053518020,2 persons,Census-family households,2370.4.2,3070,,3040,,96000,,92000,,84000,,79000,
2021,Scugog,2021A00053518020,2 persons,Households consisting of only one census family without additional persons,2370.4.3,3070,,3040,,96000,,92000,,84000,,79000,
2021,Scugog,2021A00053518020,2 persons,"One couple, with or without children in their census family",2370.4.4,2705,,2690,,99000,,95000,,86000,,82000,
2021,Scugog,2021A00053518020,2 persons,Without children,2370.4.5,2705,,2690,,99000,,95000,,86000,,82000,
2021,Scugog,2021A00053518020,2 persons,With children,2370.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,2 persons,One one-parent census family,2370.4.7,370,,350,,78500,,71500,,69500,,62000,
2021,Scugog,2021A00053518020,2 persons,With a parent that is a man+,2370.4.8,110,,105,,84000,,89000,,73000,,74000,
2021,Scugog,2021A00053518020,2 persons,With a parent that is a woman+,2370.4.9,255,,250,,76000,,67500,,68000,,58800,
2021,Scugog,2021A00053518020,2 persons,Other census family households,2370.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,2 persons,Non-census family households,2370.4.11,185,,135,,87000,,80000,,75500,,69500,
2021,Scugog,2021A00053518020,3 persons,Total – Household type including census family structure,2370.5.1,1355,,1340,,131000,,120000,,112000,,102000,
2021,Scugog,2021A00053518020,3 persons,Census-family households,2370.5.2,1325,,1325,,133000,,120000,,113000,,102000,
2021,Scugog,2021A00053518020,3 persons,Households consisting of only one census family without additional persons,2370.5.3,1125,,1135,,135000,,122000,,114000,,103000,
2021,Scugog,2021A00053518020,3 persons,"One couple, with or without children in their census family",2370.5.4,935,,915,,145000,,133000,,121000,,113000,
2021,Scugog,2021A00053518020,3 persons,Without children,2370.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,3 persons,With children,2370.5.6,935,,915,,145000,,133000,,121000,,113000,
2021,Scugog,2021A00053518020,3 persons,One one-parent census family,2370.5.7,195,,225,,101000,,73500,,88000,,66500,
2021,Scugog,2021A00053518020,3 persons,With a parent that is a man+,2370.5.8,50,,60,,128000,,101000,,105000,,84000,
2021,Scugog,2021A00053518020,3 persons,With a parent that is a woman+,2370.5.9,140,,160,,93000,,60000,,86000,,56800,
2021,Scugog,2021A00053518020,3 persons,Other census family households,2370.5.10,195,,190,,125000,,108000,,110000,,94000,
2021,Scugog,2021A00053518020,3 persons,Non-census family households,2370.5.11,30,,20,,100000,,,x,87000,,,x
2021,Scugog,2021A00053518020,4 persons,Total – Household type including census family structure,2370.6.1,1305,,1365,,166000,,152000,,138000,,125000,
2021,Scugog,2021A00053518020,4 persons,Census-family households,2370.6.2,1300,,1365,,166000,,152000,,138000,,125000,
2021,Scugog,2021A00053518020,4 persons,Households consisting of only one census family without additional persons,2370.6.3,1095,,1190,,166000,,153000,,138000,,126000,
2021,Scugog,2021A00053518020,4 persons,"One couple, with or without children in their census family",2370.6.4,1045,,1145,,170000,,155000,,141000,,129000,
2021,Scugog,2021A00053518020,4 persons,Without children,2370.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,4 persons,With children,2370.6.6,1045,,1145,,170000,,155000,,141000,,129000,
2021,Scugog,2021A00053518020,4 persons,One one-parent census family,2370.6.7,45,,45,,90000,,72500,,84000,,66500,
2021,Scugog,2021A00053518020,4 persons,With a parent that is a man+,2370.6.8,15,,15,,,x,,x,,x,,x
2021,Scugog,2021A00053518020,4 persons,With a parent that is a woman+,2370.6.9,40,,25,,95000,,79500,,89000,,70500,
2021,Scugog,2021A00053518020,4 persons,Other census family households,2370.6.10,205,,180,,156000,,142000,,137000,,124000,
2021,Scugog,2021A00053518020,4 persons,Non-census family households,2370.6.11,5,,0,,,x,0,...,,x,0,...
2021,Scugog,2021A00053518020,5 or more persons,Total – Household type including census family structure,2370.7.1,710,,695,,180000,,157000,,154000,,133000,
2021,Scugog,2021A00053518020,5 or more persons,Census-family households,2370.7.2,710,,695,,180000,,157000,,154000,,133000,
2021,Scugog,2021A00053518020,5 or more persons,Households consisting of only one census family without additional persons,2370.7.3,410,,435,,166000,,154000,,138000,,130000,
2021,Scugog,2021A00053518020,5 or more persons,"One couple, with or without children in their census family",2370.7.4,400,,425,,166000,,155000,,140000,,131000,
2021,Scugog,2021A00053518020,5 or more persons,Without children,2370.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,5 or more persons,With children,2370.7.6,400,,425,,166000,,155000,,140000,,131000,
2021,Scugog,2021A00053518020,5 or more persons,One one-parent census family,2370.7.7,10,,10,,,x,,x,,x,,x
2021,Scugog,2021A00053518020,5 or more persons,With a parent that is a man+,2370.7.8,0,,0,,0,...,0,...,0,...,0,...
2021,Scugog,2021A00053518020,5 or more persons,With a parent that is a woman+,2370.7.9,10,,10,,,x,,x,,x,,x
2021,Scugog,2021A00053518020,5 or more persons,Other census family households,2370.7.10,300,,255,,196000,,164000,,172000,,144000,
2021,Scugog,2021A00053518020,5 or more persons,Non-census family households,2370.7.11,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,Total - Households by household size,Total – Household type including census family structure,2372.1.1,8005,,7660,,117000,,107000,,99000,,92000,
2021,Uxbridge,2021A00053518029,Total - Households by household size,Census-family households,2372.1.2,6155,,6080,,141000,,127000,,118000,,107000,
2021,Uxbridge,2021A00053518029,Total - Households by household size,Households consisting of only one census family without additional persons,2372.1.3,5560,,5540,,137000,,124000,,114000,,104000,
2021,Uxbridge,2021A00053518029,Total - Households by household size,"One couple, with or without children in their census family",2372.1.4,4995,,4965,,144000,,131000,,119000,,109000,
2021,Uxbridge,2021A00053518029,Total - Households by household size,Without children,2372.1.5,2280,,2185,,108000,,101000,,92000,,86000,
2021,Uxbridge,2021A00053518029,Total - Households by household size,With children,2372.1.6,2715,,2775,,174000,,156000,,143000,,130000,
2021,Uxbridge,2021A00053518029,Total - Households by household size,One one-parent census family,2372.1.7,565,,575,,88000,,73500,,78000,,66000,
2021,Uxbridge,2021A00053518029,Total - Households by household size,With a parent that is a man+,2372.1.8,120,,130,,102000,,100000,,88000,,83000,
2021,Uxbridge,2021A00053518029,Total - Households by household size,With a parent that is a woman+,2372.1.9,440,,445,,84000,,69000,,74000,,60800,
2021,Uxbridge,2021A00053518029,Total - Households by household size,Other census family households,2372.1.10,600,,540,,180000,,157000,,153000,,135000,
2021,Uxbridge,2021A00053518029,Total - Households by household size,Non-census family households,2372.1.11,1850,,1580,,48400,,44000,,43200,,38800,
2021,Uxbridge,2021A00053518029,1 person,Total – Household type including census family structure,2372.2.1,1665,,1415,,44400,,41200,,40000,,36800,
2021,Uxbridge,2021A00053518029,1 person,Census-family households,2372.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,1 person,Households consisting of only one census family without additional persons,2372.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,1 person,"One couple, with or without children in their census family",2372.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,1 person,Without children,2372.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,1 person,With children,2372.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,1 person,One one-parent census family,2372.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,1 person,With a parent that is a man+,2372.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,1 person,With a parent that is a woman+,2372.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,1 person,Other census family households,2372.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,Uxbridge,2021A00053518029,1 person,Non-census family households,2372.2.11,1665,,1415,,44400,,41200,,40000,,36800,
2021,Uxbridge,2021A00053518029,2 or more persons,Total – Household type including census family structure,2372.3.1,6340,,6250,,140000,,125000,,116000,,105000,
2021,Uxbridge,2021A00053518029,2 or more persons,Census-family households,2372.3.2,6155,,6080,,141000,,127000,,118000,,107000,
