REF_DATE,GEO,DGUID,Household size (7),Household type including census family structure  (11),Coordinate,Household income statistics (6):Number of households (2021)[1],Symbol,Household income statistics (6):Number of households (2016)[2],Symbol,Household income statistics (6):Median household total income (2020) (2020 constant dollars)[3],Symbol,Household income statistics (6):Median household total income (2015) (2020 constant dollars)[4],Symbol,Household income statistics (6):Median household after-tax income (2020) (2020 constant dollars)[5],Symbol,Household income statistics (6):Median household after-tax income (2015) (2020 constant dollars)[6],Symbol
2021,Canada,2021A000011124,Total - Households by household size,Total – Household type including census family structure,1.1.1,14978940,,14072075,,84000,,76000,,73000,,66500,
2021,Canada,2021A000011124,Total - Households by household size,Census-family households,1.1.2,9919095,,9519940,,107000,,98000,,93000,,84000,
2021,Canada,2021A000011124,Total - Households by household size,Households consisting of only one census family without additional persons,1.1.3,8932695,,8605750,,104000,,95000,,90000,,82000,
2021,Canada,2021A000011124,Total - Households by household size,"One couple, with or without children in their census family",1.1.4,7627195,,7355560,,111000,,103000,,96000,,88000,
2021,Canada,2021A000011124,Total - Households by household size,Without children,1.1.5,3837400,,3627180,,91000,,86000,,79500,,74000,
2021,Canada,2021A000011124,Total - Households by household size,With children,1.1.6,3789795,,3728380,,134000,,122000,,114000,,103000,
2021,Canada,2021A000011124,Total - Households by household size,One one-parent census family,1.1.7,1305500,,1250190,,68000,,56400,,62000,,52000,
2021,Canada,2021A000011124,Total - Households by household size,With a parent that is a man+,1.1.8,282845,,265385,,78000,,71000,,68000,,61200,
2021,Canada,2021A000011124,Total - Households by household size,With a parent that is a woman+,1.1.9,1022655,,984800,,65500,,53600,,60800,,50000,
2021,Canada,2021A000011124,Total - Households by household size,Other census family households,1.1.10,986400,,914195,,140000,,120000,,125000,,107000,
2021,Canada,2021A000011124,Total - Households by household size,Non-census family households,1.1.11,5059850,,4552135,,45200,,41200,,40400,,36400,
2021,Canada,2021A000011124,1 person,Total – Household type including census family structure,1.2.1,4396015,,3969790,,41600,,38000,,37200,,34000,
2021,Canada,2021A000011124,1 person,Census-family households,1.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,1 person,Households consisting of only one census family without additional persons,1.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,1 person,"One couple, with or without children in their census family",1.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,1 person,Without children,1.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,1 person,With children,1.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,1 person,One one-parent census family,1.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,1 person,With a parent that is a man+,1.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,1 person,With a parent that is a woman+,1.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,1 person,Other census family households,1.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,1 person,Non-census family households,1.2.11,4396015,,3969790,,41600,,38000,,37200,,34000,
2021,Canada,2021A000011124,2 or more persons,Total – Household type including census family structure,1.3.1,10582930,,10102290,,105000,,95000,,91000,,83000,
2021,Canada,2021A000011124,2 or more persons,Census-family households,1.3.2,9919095,,9519940,,107000,,98000,,93000,,84000,
2021,Canada,2021A000011124,2 or more persons,Households consisting of only one census family without additional persons,1.3.3,8932695,,8605750,,104000,,95000,,90000,,82000,
2021,Canada,2021A000011124,2 or more persons,"One couple, with or without children in their census family",1.3.4,7627195,,7355560,,111000,,103000,,96000,,88000,
2021,Canada,2021A000011124,2 or more persons,Without children,1.3.5,3837400,,3627180,,91000,,86000,,79500,,74000,
2021,Canada,2021A000011124,2 or more persons,With children,1.3.6,3789795,,3728380,,134000,,122000,,114000,,103000,
2021,Canada,2021A000011124,2 or more persons,One one-parent census family,1.3.7,1305500,,1250190,,68000,,56400,,62000,,52000,
2021,Canada,2021A000011124,2 or more persons,With a parent that is a man+,1.3.8,282845,,265385,,78000,,71000,,68000,,61200,
2021,Canada,2021A000011124,2 or more persons,With a parent that is a woman+,1.3.9,1022655,,984800,,65500,,53600,,60800,,50000,
2021,Canada,2021A000011124,2 or more persons,Other census family households,1.3.10,986400,,914195,,140000,,120000,,125000,,107000,
2021,Canada,2021A000011124,2 or more persons,Non-census family households,1.3.11,663835,,582350,,78000,,66500,,70500,,60400,
2021,Canada,2021A000011124,2 persons,Total – Household type including census family structure,1.4.1,5124800,,4834605,,85000,,78500,,74500,,68500,
2021,Canada,2021A000011124,2 persons,Census-family households,1.4.2,4611910,,4371715,,86000,,80000,,75500,,69500,
2021,Canada,2021A000011124,2 persons,Households consisting of only one census family without additional persons,1.4.3,4611910,,4371715,,86000,,80000,,75500,,69500,
2021,Canada,2021A000011124,2 persons,"One couple, with or without children in their census family",1.4.4,3837400,,3627180,,91000,,86000,,79500,,74000,
2021,Canada,2021A000011124,2 persons,Without children,1.4.5,3837400,,3627180,,91000,,86000,,79500,,74000,
2021,Canada,2021A000011124,2 persons,With children,1.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,2 persons,One one-parent census family,1.4.7,774515,,744530,,64000,,55200,,58400,,50000,
2021,Canada,2021A000011124,2 persons,With a parent that is a man+,1.4.8,181725,,172485,,73000,,67000,,64000,,58000,
2021,Canada,2021A000011124,2 persons,With a parent that is a woman+,1.4.9,592790,,572050,,62000,,52000,,56800,,48000,
2021,Canada,2021A000011124,2 persons,Other census family households,1.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,2 persons,Non-census family households,1.4.11,512885,,462885,,72500,,63200,,65500,,57200,
2021,Canada,2021A000011124,3 persons,Total – Household type including census family structure,1.5.1,2194825,,2140635,,111000,,100000,,96000,,87000,
2021,Canada,2021A000011124,3 persons,Census-family households,1.5.2,2097530,,2056615,,112000,,101000,,97000,,88000,
2021,Canada,2021A000011124,3 persons,Households consisting of only one census family without additional persons,1.5.3,1847420,,1823545,,112000,,102000,,97000,,88000,
2021,Canada,2021A000011124,3 persons,"One couple, with or without children in their census family",1.5.4,1466900,,1456315,,123000,,113000,,105000,,96000,
2021,Canada,2021A000011124,3 persons,Without children,1.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,3 persons,With children,1.5.6,1466900,,1456315,,123000,,113000,,105000,,96000,
2021,Canada,2021A000011124,3 persons,One one-parent census family,1.5.7,380520,,367225,,73500,,60400,,67500,,55200,
2021,Canada,2021A000011124,3 persons,With a parent that is a man+,1.5.8,77945,,72795,,87000,,79500,,74500,,67500,
2021,Canada,2021A000011124,3 persons,With a parent that is a woman+,1.5.9,302575,,294435,,70500,,56400,,65500,,52800,
2021,Canada,2021A000011124,3 persons,Other census family households,1.5.10,250115,,233070,,108000,,95000,,97000,,85000,
2021,Canada,2021A000011124,3 persons,Non-census family households,1.5.11,97290,,84020,,93000,,78500,,85000,,72500,
2021,Canada,2021A000011124,4 persons,Total – Household type including census family structure,1.6.1,2002455,,1946280,,138000,,125000,,117000,,106000,
2021,Canada,2021A000011124,4 persons,Census-family households,1.6.2,1970285,,1922765,,138000,,125000,,118000,,106000,
2021,Canada,2021A000011124,4 persons,Households consisting of only one census family without additional persons,1.6.3,1720315,,1691755,,139000,,126000,,118000,,106000,
2021,Canada,2021A000011124,4 persons,"One couple, with or without children in their census family",1.6.4,1610625,,1589270,,144000,,131000,,121000,,110000,
2021,Canada,2021A000011124,4 persons,Without children,1.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,4 persons,With children,1.6.6,1610625,,1589270,,144000,,131000,,121000,,110000,
2021,Canada,2021A000011124,4 persons,One one-parent census family,1.6.7,109690,,102480,,73000,,56400,,69000,,53600,
2021,Canada,2021A000011124,4 persons,With a parent that is a man+,1.6.8,18230,,16085,,89000,,81000,,78500,,70000,
2021,Canada,2021A000011124,4 persons,With a parent that is a woman+,1.6.9,91455,,86390,,70500,,53200,,67500,,51600,
2021,Canada,2021A000011124,4 persons,Other census family households,1.6.10,249970,,231015,,133000,,115000,,118000,,102000,
2021,Canada,2021A000011124,4 persons,Non-census family households,1.6.11,32165,,23505,,108000,,92000,,101000,,86000,
2021,Canada,2021A000011124,5 or more persons,Total – Household type including census family structure,1.7.1,1260850,,1180770,,144000,,124000,,127000,,109000,
2021,Canada,2021A000011124,5 or more persons,Census-family households,1.7.2,1239365,,1168840,,144000,,125000,,127000,,109000,
2021,Canada,2021A000011124,5 or more persons,Households consisting of only one census family without additional persons,1.7.3,753045,,718735,,131000,,116000,,115000,,101000,
2021,Canada,2021A000011124,5 or more persons,"One couple, with or without children in their census family",1.7.4,712265,,682790,,135000,,120000,,117000,,104000,
2021,Canada,2021A000011124,5 or more persons,Without children,1.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,Canada,2021A000011124,5 or more persons,With children,1.7.6,712265,,682790,,135000,,120000,,117000,,104000,
2021,Canada,2021A000011124,5 or more persons,One one-parent census family,1.7.7,40780,,35945,,73500,,53200,,71500,,52400,
2021,Canada,2021A000011124,5 or more persons,With a parent that is a man+,1.7.8,4940,,4020,,88000,,73000,,80000,,66500,
2021,Canada,2021A000011124,5 or more persons,With a parent that is a woman+,1.7.9,35840,,31920,,72000,,52000,,71000,,51200,
2021,Canada,2021A000011124,5 or more persons,Other census family households,1.7.10,486320,,450105,,164000,,137000,,146000,,122000,
2021,Canada,2021A000011124,5 or more persons,Non-census family households,1.7.11,21490,,11930,,138000,,107000,,130000,,101000,
2021,Ontario,2021A000235,Total - Households by household size,Total – Household type including census family structure,2265.1.1,5491205,,5169175,,91000,,80000,,79500,,70500,
2021,Ontario,2021A000235,Total - Households by household size,Census-family households,2265.1.2,3797960,,3627505,,113000,,101000,,99000,,88000,
2021,Ontario,2021A000235,Total - Households by household size,Households consisting of only one census family without additional persons,2265.1.3,3347195,,3223455,,109000,,98000,,95000,,85000,
2021,Ontario,2021A000235,Total - Households by household size,"One couple, with or without children in their census family",2265.1.4,2841660,,2737070,,117000,,106000,,101000,,92000,
2021,Ontario,2021A000235,Total - Households by household size,Without children,2265.1.5,1324295,,1253840,,96000,,89000,,83000,,77500,
2021,Ontario,2021A000235,Total - Households by household size,With children,2265.1.6,1517365,,1483235,,138000,,124000,,118000,,106000,
2021,Ontario,2021A000235,Total - Households by household size,One one-parent census family,2265.1.7,505535,,486380,,70500,,57200,,65000,,53200,
2021,Ontario,2021A000235,Total - Households by household size,With a parent that is a man+,2265.1.8,97180,,91760,,82000,,73000,,72000,,64000,
2021,Ontario,2021A000235,Total - Households by household size,With a parent that is a woman+,2265.1.9,408355,,394620,,68500,,54400,,63600,,51200,
2021,Ontario,2021A000235,Total - Households by household size,Other census family households,2265.1.10,450765,,404055,,144000,,121000,,128000,,108000,
2021,Ontario,2021A000235,Total - Households by household size,Non-census family households,2265.1.11,1693240,,1541665,,48400,,42800,,43200,,38400,
2021,Ontario,2021A000235,1 person,Total – Household type including census family structure,2265.2.1,1452540,,1341305,,43600,,40000,,39200,,36000,
2021,Ontario,2021A000235,1 person,Census-family households,2265.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,1 person,Households consisting of only one census family without additional persons,2265.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,1 person,"One couple, with or without children in their census family",2265.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,1 person,Without children,2265.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,1 person,With children,2265.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,1 person,One one-parent census family,2265.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,1 person,With a parent that is a man+,2265.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,1 person,With a parent that is a woman+,2265.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,1 person,Other census family households,2265.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,1 person,Non-census family households,2265.2.11,1452540,,1341305,,43600,,40000,,39200,,36000,
2021,Ontario,2021A000235,2 or more persons,Total – Household type including census family structure,2265.3.1,4038665,,3827870,,111000,,98000,,97000,,86000,
2021,Ontario,2021A000235,2 or more persons,Census-family households,2265.3.2,3797960,,3627505,,113000,,101000,,99000,,88000,
2021,Ontario,2021A000235,2 or more persons,Households consisting of only one census family without additional persons,2265.3.3,3347195,,3223455,,109000,,98000,,95000,,85000,
2021,Ontario,2021A000235,2 or more persons,"One couple, with or without children in their census family",2265.3.4,2841660,,2737070,,117000,,106000,,101000,,92000,
2021,Ontario,2021A000235,2 or more persons,Without children,2265.3.5,1324295,,1253840,,96000,,89000,,83000,,77500,
2021,Ontario,2021A000235,2 or more persons,With children,2265.3.6,1517365,,1483235,,138000,,124000,,118000,,106000,
2021,Ontario,2021A000235,2 or more persons,One one-parent census family,2265.3.7,505535,,486380,,70500,,57200,,65000,,53200,
2021,Ontario,2021A000235,2 or more persons,With a parent that is a man+,2265.3.8,97180,,91760,,82000,,73000,,72000,,64000,
2021,Ontario,2021A000235,2 or more persons,With a parent that is a woman+,2265.3.9,408355,,394620,,68500,,54400,,63600,,51200,
2021,Ontario,2021A000235,2 or more persons,Other census family households,2265.3.10,450765,,404055,,144000,,121000,,128000,,108000,
2021,Ontario,2021A000235,2 or more persons,Non-census family households,2265.3.11,240700,,200360,,81000,,65000,,73500,,59200,
2021,Ontario,2021A000235,2 persons,Total – Household type including census family structure,2265.4.1,1798040,,1693520,,88000,,80000,,77500,,71000,
2021,Ontario,2021A000235,2 persons,Census-family households,2265.4.2,1619515,,1536380,,90000,,82000,,79000,,72500,
2021,Ontario,2021A000235,2 persons,Households consisting of only one census family without additional persons,2265.4.3,1619515,,1536380,,90000,,82000,,79000,,72500,
2021,Ontario,2021A000235,2 persons,"One couple, with or without children in their census family",2265.4.4,1324295,,1253840,,96000,,89000,,83000,,77500,
2021,Ontario,2021A000235,2 persons,Without children,2265.4.5,1324295,,1253840,,96000,,89000,,83000,,77500,
2021,Ontario,2021A000235,2 persons,With children,2265.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,2 persons,One one-parent census family,2265.4.7,295220,,282545,,66500,,56000,,60400,,50800,
2021,Ontario,2021A000235,2 persons,With a parent that is a man+,2265.4.8,63090,,59475,,76000,,68500,,67000,,60000,
2021,Ontario,2021A000235,2 persons,With a parent that is a woman+,2265.4.9,232130,,223065,,64000,,52800,,59200,,48800,
2021,Ontario,2021A000235,2 persons,Other census family households,2265.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,2 persons,Non-census family households,2265.4.11,178520,,157145,,74500,,62400,,67500,,56400,
2021,Ontario,2021A000235,3 persons,Total – Household type including census family structure,2265.5.1,872480,,834255,,114000,,101000,,100000,,89000,
2021,Ontario,2021A000235,3 persons,Census-family households,2265.5.2,836020,,804995,,115000,,103000,,100000,,89000,
2021,Ontario,2021A000235,3 persons,Households consisting of only one census family without additional persons,2265.5.3,734015,,713370,,116000,,104000,,101000,,90000,
2021,Ontario,2021A000235,3 persons,"One couple, with or without children in their census family",2265.5.4,586200,,567760,,127000,,115000,,109000,,99000,
2021,Ontario,2021A000235,3 persons,Without children,2265.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,3 persons,With children,2265.5.6,586200,,567760,,127000,,115000,,109000,,99000,
2021,Ontario,2021A000235,3 persons,One one-parent census family,2265.5.7,147815,,145605,,77000,,60800,,71000,,56400,
2021,Ontario,2021A000235,3 persons,With a parent that is a man+,2265.5.8,26070,,25135,,94000,,83000,,82000,,72000,
2021,Ontario,2021A000235,3 persons,With a parent that is a woman+,2265.5.9,121745,,120465,,74000,,57200,,69000,,54000,
2021,Ontario,2021A000235,3 persons,Other census family households,2265.5.10,102005,,91625,,110000,,95000,,98000,,85000,
2021,Ontario,2021A000235,3 persons,Non-census family households,2265.5.11,36455,,29260,,94000,,73000,,87000,,68000,
2021,Ontario,2021A000235,4 persons,Total – Household type including census family structure,2265.6.1,825445,,796320,,142000,,126000,,122000,,108000,
2021,Ontario,2021A000235,4 persons,Census-family households,2265.6.2,811415,,787325,,143000,,127000,,122000,,108000,
2021,Ontario,2021A000235,4 persons,Households consisting of only one census family without additional persons,2265.6.3,697905,,687215,,144000,,129000,,123000,,109000,
2021,Ontario,2021A000235,4 persons,"One couple, with or without children in their census family",2265.6.4,652480,,644235,,149000,,134000,,126000,,113000,
2021,Ontario,2021A000235,4 persons,Without children,2265.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,4 persons,With children,2265.6.6,652480,,644235,,149000,,134000,,126000,,113000,
2021,Ontario,2021A000235,4 persons,One one-parent census family,2265.6.7,45430,,42985,,76000,,57200,,73000,,54800,
2021,Ontario,2021A000235,4 persons,With a parent that is a man+,2265.6.8,6305,,5730,,98000,,85000,,87000,,74500,
2021,Ontario,2021A000235,4 persons,With a parent that is a woman+,2265.6.9,39125,,37255,,73500,,54400,,71000,,52800,
2021,Ontario,2021A000235,4 persons,Other census family households,2265.6.10,113510,,100110,,135000,,114000,,120000,,102000,
2021,Ontario,2021A000235,4 persons,Non-census family households,2265.6.11,14035,,8995,,108000,,80000,,101000,,76000,
2021,Ontario,2021A000235,5 or more persons,Total – Household type including census family structure,2265.7.1,542700,,503775,,149000,,126000,,132000,,111000,
2021,Ontario,2021A000235,5 or more persons,Census-family households,2265.7.2,531015,,498805,,149000,,126000,,132000,,112000,
2021,Ontario,2021A000235,5 or more persons,Households consisting of only one census family without additional persons,2265.7.3,295760,,286495,,134000,,117000,,118000,,102000,
2021,Ontario,2021A000235,5 or more persons,"One couple, with or without children in their census family",2265.7.4,278695,,271240,,138000,,121000,,121000,,105000,
2021,Ontario,2021A000235,5 or more persons,Without children,2265.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,Ontario,2021A000235,5 or more persons,With children,2265.7.6,278695,,271240,,138000,,121000,,121000,,105000,
2021,Ontario,2021A000235,5 or more persons,One one-parent census family,2265.7.7,17065,,15250,,78500,,55600,,77000,,55200,
2021,Ontario,2021A000235,5 or more persons,With a parent that is a man+,2265.7.8,1710,,1420,,98000,,81000,,90000,,74000,
2021,Ontario,2021A000235,5 or more persons,With a parent that is a woman+,2265.7.9,15350,,13835,,77500,,54400,,76000,,53600,
2021,Ontario,2021A000235,5 or more persons,Other census family households,2265.7.10,235255,,212315,,166000,,137000,,148000,,123000,
2021,Ontario,2021A000235,5 or more persons,Non-census family households,2265.7.11,11685,,4970,,136000,,90000,,129000,,87000,
2021,Durham,2021A00033518,Total - Households by household size,Total – Household type including census family structure,2364.1.1,243045,,227905,,107000,,97000,,93000,,84000,
2021,Durham,2021A00033518,Total - Households by household size,Census-family households,2364.1.2,188465,,177455,,125000,,113000,,108000,,97000,
2021,Durham,2021A00033518,Total - Households by household size,Households consisting of only one census family without additional persons,2364.1.3,161205,,154750,,120000,,110000,,103000,,94000,
2021,Durham,2021A00033518,Total - Households by household size,"One couple, with or without children in their census family",2364.1.4,135920,,130780,,129000,,119000,,109000,,101000,
2021,Durham,2021A00033518,Total - Households by household size,Without children,2364.1.5,52960,,51425,,102000,,96000,,88000,,82000,
2021,Durham,2021A00033518,Total - Households by household size,With children,2364.1.6,82955,,79355,,147000,,136000,,124000,,114000,
2021,Durham,2021A00033518,Total - Households by household size,One one-parent census family,2364.1.7,25285,,23965,,79000,,68000,,71500,,60800,
2021,Durham,2021A00033518,Total - Households by household size,With a parent that is a man+,2364.1.8,5015,,4745,,91000,,86000,,78500,,73000,
2021,Durham,2021A00033518,Total - Households by household size,With a parent that is a woman+,2364.1.9,20270,,19220,,76500,,64000,,70000,,58400,
2021,Durham,2021A00033518,Total - Households by household size,Other census family households,2364.1.10,27265,,22710,,157000,,134000,,138000,,118000,
2021,Durham,2021A00033518,Total - Households by household size,Non-census family households,2364.1.11,54580,,50455,,51600,,48000,,45600,,42400,
2021,Durham,2021A00033518,1 person,Total – Household type including census family structure,2364.2.1,47095,,44380,,47200,,45200,,42000,,40000,
2021,Durham,2021A00033518,1 person,Census-family households,2364.2.2,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,1 person,Households consisting of only one census family without additional persons,2364.2.3,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,1 person,"One couple, with or without children in their census family",2364.2.4,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,1 person,Without children,2364.2.5,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,1 person,With children,2364.2.6,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,1 person,One one-parent census family,2364.2.7,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,1 person,With a parent that is a man+,2364.2.8,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,1 person,With a parent that is a woman+,2364.2.9,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,1 person,Other census family households,2364.2.10,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,1 person,Non-census family households,2364.2.11,47095,,44380,,47200,,45200,,42000,,40000,
2021,Durham,2021A00033518,2 or more persons,Total – Household type including census family structure,2364.3.1,195950,,183525,,124000,,112000,,106000,,96000,
2021,Durham,2021A00033518,2 or more persons,Census-family households,2364.3.2,188465,,177455,,125000,,113000,,108000,,97000,
2021,Durham,2021A00033518,2 or more persons,Households consisting of only one census family without additional persons,2364.3.3,161205,,154750,,120000,,110000,,103000,,94000,
2021,Durham,2021A00033518,2 or more persons,"One couple, with or without children in their census family",2364.3.4,135920,,130780,,129000,,119000,,109000,,101000,
2021,Durham,2021A00033518,2 or more persons,Without children,2364.3.5,52960,,51425,,102000,,96000,,88000,,82000,
2021,Durham,2021A00033518,2 or more persons,With children,2364.3.6,82955,,79355,,147000,,136000,,124000,,114000,
2021,Durham,2021A00033518,2 or more persons,One one-parent census family,2364.3.7,25285,,23965,,79000,,68000,,71500,,60800,
2021,Durham,2021A00033518,2 or more persons,With a parent that is a man+,2364.3.8,5015,,4745,,91000,,86000,,78500,,73000,
2021,Durham,2021A00033518,2 or more persons,With a parent that is a woman+,2364.3.9,20270,,19220,,76500,,64000,,70000,,58400,
2021,Durham,2021A00033518,2 or more persons,Other census family households,2364.3.10,27265,,22710,,157000,,134000,,138000,,118000,
2021,Durham,2021A00033518,2 or more persons,Non-census family households,2364.3.11,7480,,6070,,88000,,77500,,78000,,68500,
2021,Durham,2021A00033518,2 persons,Total – Household type including census family structure,2364.4.1,72765,,69550,,94000,,88000,,82000,,76500,
2021,Durham,2021A00033518,2 persons,Census-family households,2364.4.2,66885,,64615,,95000,,89000,,83000,,77500,
2021,Durham,2021A00033518,2 persons,Households consisting of only one census family without additional persons,2364.4.3,66885,,64615,,95000,,89000,,83000,,77500,
2021,Durham,2021A00033518,2 persons,"One couple, with or without children in their census family",2364.4.4,52960,,51425,,102000,,96000,,88000,,82000,
2021,Durham,2021A00033518,2 persons,Without children,2364.4.5,52960,,51425,,102000,,96000,,88000,,82000,
2021,Durham,2021A00033518,2 persons,With children,2364.4.6,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,2 persons,One one-parent census family,2364.4.7,13920,,13190,,74000,,65500,,66000,,58000,
2021,Durham,2021A00033518,2 persons,With a parent that is a man+,2364.4.8,3160,,2955,,84000,,80000,,73000,,68500,
2021,Durham,2021A00033518,2 persons,With a parent that is a woman+,2364.4.9,10760,,10230,,71500,,61600,,64000,,55600,
2021,Durham,2021A00033518,2 persons,Other census family households,2364.4.10,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,2 persons,Non-census family households,2364.4.11,5880,,4930,,82000,,74500,,72000,,66000,
2021,Durham,2021A00033518,3 persons,Total – Household type including census family structure,2364.5.1,44830,,41965,,125000,,114000,,107000,,97000,
2021,Durham,2021A00033518,3 persons,Census-family households,2364.5.2,43760,,41150,,126000,,114000,,108000,,98000,
2021,Durham,2021A00033518,3 persons,Households consisting of only one census family without additional persons,2364.5.3,38205,,36210,,126000,,115000,,108000,,98000,
2021,Durham,2021A00033518,3 persons,"One couple, with or without children in their census family",2364.5.4,30240,,28435,,137000,,127000,,116000,,107000,
2021,Durham,2021A00033518,3 persons,Without children,2364.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,3 persons,With children,2364.5.6,30240,,28435,,137000,,127000,,116000,,107000,
2021,Durham,2021A00033518,3 persons,One one-parent census family,2364.5.7,7970,,7780,,87000,,73000,,78000,,66000,
2021,Durham,2021A00033518,3 persons,With a parent that is a man+,2364.5.8,1435,,1400,,103000,,95000,,89000,,80000,
2021,Durham,2021A00033518,3 persons,With a parent that is a woman+,2364.5.9,6530,,6380,,83000,,69000,,76000,,62400,
2021,Durham,2021A00033518,3 persons,Other census family households,2364.5.10,5555,,4935,,120000,,106000,,106000,,94000,
2021,Durham,2021A00033518,3 persons,Non-census family households,2364.5.11,1065,,815,,104000,,91000,,94000,,81000,
2021,Durham,2021A00033518,4 persons,Total – Household type including census family structure,2364.6.1,46905,,44645,,150000,,138000,,127000,,117000,
2021,Durham,2021A00033518,4 persons,Census-family households,2364.6.2,46570,,44435,,151000,,139000,,128000,,117000,
2021,Durham,2021A00033518,4 persons,Households consisting of only one census family without additional persons,2364.6.3,39690,,38590,,152000,,140000,,128000,,117000,
2021,Durham,2021A00033518,4 persons,"One couple, with or without children in their census family",2364.6.4,37145,,36280,,156000,,144000,,131000,,120000,
2021,Durham,2021A00033518,4 persons,Without children,2364.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,4 persons,With children,2364.6.6,37145,,36280,,156000,,144000,,131000,,120000,
2021,Durham,2021A00033518,4 persons,One one-parent census family,2364.6.7,2545,,2310,,84000,,66000,,79000,,62800,
2021,Durham,2021A00033518,4 persons,With a parent that is a man+,2364.6.8,335,,320,,97000,,102000,,87000,,86000,
2021,Durham,2021A00033518,4 persons,With a parent that is a woman+,2364.6.9,2205,,1990,,82000,,62400,,78000,,59200,
2021,Durham,2021A00033518,4 persons,Other census family households,2364.6.10,6885,,5845,,145000,,129000,,128000,,114000,
2021,Durham,2021A00033518,4 persons,Non-census family households,2364.6.11,335,,210,,120000,,82000,,111000,,79000,
2021,Durham,2021A00033518,5 or more persons,Total – Household type including census family structure,2364.7.1,31445,,27370,,160000,,139000,,140000,,121000,
2021,Durham,2021A00033518,5 or more persons,Census-family households,2364.7.2,31250,,27250,,160000,,140000,,140000,,121000,
2021,Durham,2021A00033518,5 or more persons,Households consisting of only one census family without additional persons,2364.7.3,16425,,15325,,143000,,132000,,124000,,112000,
2021,Durham,2021A00033518,5 or more persons,"One couple, with or without children in their census family",2364.7.4,15575,,14635,,146000,,135000,,126000,,114000,
2021,Durham,2021A00033518,5 or more persons,Without children,2364.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,Durham,2021A00033518,5 or more persons,With children,2364.7.6,15575,,14635,,146000,,135000,,126000,,114000,
2021,Durham,2021A00033518,5 or more persons,One one-parent census family,2364.7.7,855,,690,,89000,,67500,,85000,,64000,
2021,Durham,2021A00033518,5 or more persons,With a parent that is a man+,2364.7.8,85,,70,,109000,,101000,,100000,,90000,
2021,Durham,2021A00033518,5 or more persons,With a parent that is a woman+,2364.7.9,770,,620,,86000,,64000,,84000,,62800,
2021,Durham,2021A00033518,5 or more persons,Other census family households,2364.7.10,14825,,11925,,176000,,149000,,156000,,132000,
2021,Durham,2021A00033518,5 or more persons,Non-census family households,2364.7.11,195,,120,,160000,,112000,,147000,,105000,
