REF_DATE,GEO,DGUID,Type of structure,Type of unit,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1997,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822957,104.3.2,604,,,,0
1997,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823091,104.3.3,692,,,,0
1997,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823225,104.3.4,812,,,,0
1997,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823359,104.2.1,,F,,,0
1997,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823493,104.2.2,,F,,,0
1997,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823627,104.2.3,,F,,,0
1997,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823761,104.2.4,832,,,,0
1997,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823895,104.1.1,515,,,,0
1997,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824029,104.1.2,604,,,,0
1997,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824163,104.1.3,691,,,,0
1997,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824297,104.1.4,788,,,,0
1997,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824431,104.4.1,524,,,,0
1997,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824619,104.4.2,609,,,,0
1997,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824807,104.4.3,695,,,,0
1997,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824995,104.4.4,789,,,,0
1997,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843634,228.3.1,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843674,228.3.2,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843714,228.3.3,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843754,228.3.4,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v53843794,228.2.1,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v53843834,228.2.2,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843874,228.2.3,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843914,228.2.4,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843954,228.1.1,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843994,228.1.2,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53844034,228.1.3,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53844074,228.1.4,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844114,228.4.1,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844154,228.4.2,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844194,228.4.3,,..,,,0
1997,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844234,228.4.4,,..,,,0
1997,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822835,125.3.1,555,,,,0
1997,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822969,125.3.2,685,,,,0
1997,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823103,125.3.3,822,,,,0
1997,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823237,125.3.4,989,,,,0
1997,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823371,125.2.1,,F,,,0
1997,"Toronto, Ontario",2011S0503535,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823505,125.2.2,,F,,,0
1997,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823639,125.2.3,849,,,,0
1997,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823773,125.2.4,1006,,,,0
1997,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823907,125.1.1,555,,,,0
1997,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824041,125.1.2,685,,,,0
1997,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824175,125.1.3,821,,,,0
1997,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824309,125.1.4,985,,,,0
1997,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824443,125.4.1,557,,,,0
1997,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824631,125.4.2,686,,,,0
1997,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824819,125.4.3,819,,,,0
1997,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825007,125.4.4,979,,,,0
1998,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843611,221.3.1,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843651,221.3.2,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843691,221.3.3,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843731,221.3.4,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v53843771,221.2.1,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v53843811,221.2.2,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843851,221.2.3,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843891,221.2.4,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843931,221.1.1,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843971,221.1.2,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53844011,221.1.3,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53844051,221.1.4,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844091,221.4.1,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844131,221.4.2,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844171,221.4.3,,..,,,0
1998,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844211,221.4.4,,..,,,0
1998,"Hamilton, Ontario",2011S0503537,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822818,85.3.1,403,,,,0
1998,"Hamilton, Ontario",2011S0503537,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822952,85.3.2,539,,,,0
1998,"Hamilton, Ontario",2011S0503537,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823086,85.3.3,665,,,,0
1998,"Hamilton, Ontario",2011S0503537,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823220,85.3.4,831,,,,0
1998,"Hamilton, Ontario",2011S0503537,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823354,85.2.1,,F,,,0
1998,"Hamilton, Ontario",2011S0503537,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823488,85.2.2,,F,,,0
1998,"Hamilton, Ontario",2011S0503537,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823622,85.2.3,729,,,,0
1998,"Hamilton, Ontario",2011S0503537,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823756,85.2.4,841,,,,0
1998,"Hamilton, Ontario",2011S0503537,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823890,85.1.1,403,,,,0
1998,"Hamilton, Ontario",2011S0503537,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824024,85.1.2,539,,,,0
1998,"Hamilton, Ontario",2011S0503537,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824158,85.1.3,662,,,,0
1998,"Hamilton, Ontario",2011S0503537,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824292,85.1.4,821,,,,0
1998,"Hamilton, Ontario",2011S0503537,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824426,85.4.1,408,,,,0
1998,"Hamilton, Ontario",2011S0503537,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824614,85.4.2,543,,,,0
1998,"Hamilton, Ontario",2011S0503537,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824802,85.4.3,665,,,,0
1998,"Hamilton, Ontario",2011S0503537,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824990,85.4.4,829,,,,0
1998,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822823,104.3.1,518,,,,0
1998,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822957,104.3.2,641,,,,0
1998,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823091,104.3.3,727,,,,0
1998,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823225,104.3.4,847,,,,0
1998,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823359,104.2.1,,F,,,0
1998,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823493,104.2.2,,F,,,0
1998,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823627,104.2.3,,F,,,0
1998,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823761,104.2.4,865,,,,0
1998,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823895,104.1.1,518,,,,0
1998,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824029,104.1.2,641,,,,0
1998,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824163,104.1.3,726,,,,0
1998,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824297,104.1.4,828,,,,0
1998,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824431,104.4.1,529,,,,0
1998,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824619,104.4.2,645,,,,0
1998,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824807,104.4.3,732,,,,0
1998,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824995,104.4.4,835,,,,0
1998,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843634,228.3.1,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843674,228.3.2,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843714,228.3.3,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843754,228.3.4,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v53843794,228.2.1,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v53843834,228.2.2,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843874,228.2.3,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843914,228.2.4,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843954,228.1.1,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843994,228.1.2,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53844034,228.1.3,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53844074,228.1.4,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844114,228.4.1,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844154,228.4.2,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844194,228.4.3,,..,,,0
1998,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844234,228.4.4,,..,,,0
1998,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822835,125.3.1,589,,,,0
1998,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822969,125.3.2,729,,,,0
1998,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823103,125.3.3,881,,,,0
1998,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823237,125.3.4,1053,,,,0
1998,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823371,125.2.1,,F,,,0
1998,"Toronto, Ontario",2011S0503535,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823505,125.2.2,,F,,,0
1998,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823639,125.2.3,889,,,,0
1998,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823773,125.2.4,1061,,,,0
1998,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823907,125.1.1,589,,,,0
1998,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824041,125.1.2,729,,,,0
1998,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824175,125.1.3,881,,,,0
1998,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824309,125.1.4,1052,,,,0
1998,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824443,125.4.1,589,,,,0
1998,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824631,125.4.2,730,,,,0
1998,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824819,125.4.3,879,,,,0
1998,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825007,125.4.4,1048,,,,0
1999,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843611,221.3.1,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843651,221.3.2,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843691,221.3.3,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843731,221.3.4,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v53843771,221.2.1,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v53843811,221.2.2,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843851,221.2.3,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843891,221.2.4,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843931,221.1.1,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843971,221.1.2,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53844011,221.1.3,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53844051,221.1.4,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844091,221.4.1,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844131,221.4.2,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844171,221.4.3,,..,,,0
1999,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844211,221.4.4,,..,,,0
1999,"Hamilton, Ontario",2011S0503537,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822818,85.3.1,423,,,,0
1999,"Hamilton, Ontario",2011S0503537,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822952,85.3.2,563,,,,0
1999,"Hamilton, Ontario",2011S0503537,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823086,85.3.3,699,,,,0
1999,"Hamilton, Ontario",2011S0503537,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823220,85.3.4,852,,,,0
1999,"Hamilton, Ontario",2011S0503537,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823354,85.2.1,,F,,,0
1999,"Hamilton, Ontario",2011S0503537,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823488,85.2.2,,F,,,0
1999,"Hamilton, Ontario",2011S0503537,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823622,85.2.3,732,,,,0
1999,"Hamilton, Ontario",2011S0503537,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823756,85.2.4,844,,,,0
1999,"Hamilton, Ontario",2011S0503537,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823890,85.1.1,423,,,,0
1999,"Hamilton, Ontario",2011S0503537,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824024,85.1.2,563,,,,0
1999,"Hamilton, Ontario",2011S0503537,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824158,85.1.3,698,,,,0
1999,"Hamilton, Ontario",2011S0503537,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824292,85.1.4,860,,,,0
1999,"Hamilton, Ontario",2011S0503537,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824426,85.4.1,429,,,,0
1999,"Hamilton, Ontario",2011S0503537,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824614,85.4.2,566,,,,0
1999,"Hamilton, Ontario",2011S0503537,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824802,85.4.3,701,,,,0
1999,"Hamilton, Ontario",2011S0503537,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824990,85.4.4,873,,,,0
1999,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822823,104.3.1,536,,,,0
1999,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822957,104.3.2,647,,,,0
1999,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823091,104.3.3,746,,,,0
1999,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823225,104.3.4,863,,,,0
1999,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823359,104.2.1,,F,,,0
1999,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823493,104.2.2,,F,,,0
1999,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823627,104.2.3,,F,,,0
1999,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823761,104.2.4,882,,,,0
1999,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823895,104.1.1,536,,,,0
1999,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824029,104.1.2,647,,,,0
1999,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824163,104.1.3,745,,,,0
1999,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824297,104.1.4,846,,,,0
1999,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824431,104.4.1,551,,,,0
1999,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824619,104.4.2,653,,,,0
1999,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824807,104.4.3,752,,,,0
1999,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824995,104.4.4,860,,,,0
1999,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843634,228.3.1,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843674,228.3.2,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843714,228.3.3,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843754,228.3.4,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v53843794,228.2.1,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v53843834,228.2.2,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v53843874,228.2.3,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v53843914,228.2.4,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v53843954,228.1.1,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v53843994,228.1.2,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v53844034,228.1.3,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v53844074,228.1.4,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844114,228.4.1,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844154,228.4.2,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844194,228.4.3,,..,,,0
1999,"Scugog, Ontario",2011A00053518020,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844234,228.4.4,,..,,,0
1999,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822835,125.3.1,628,,,,0
1999,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822969,125.3.2,770,,,,0
1999,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823103,125.3.3,916,,,,0
1999,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823237,125.3.4,1086,,,,0
1999,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823371,125.2.1,,F,,,0
1999,"Toronto, Ontario",2011S0503535,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823505,125.2.2,,F,,,0
1999,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823639,125.2.3,903,,,,0
