csd_code,municipality,region,year,survey_month,bedroom_type,avg_monthly_rent,quality_flag,quality_level,source_table
3518017,Clarington,Durham,1991,October,Total,613.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1992,October,1 Bedroom,584.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1992,October,2 Bedroom,651.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1992,October,3 Bedroom,712.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1992,October,Total,637.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1993,October,1 Bedroom,570.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1993,October,2 Bedroom,644.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1993,October,3 Bedroom,781.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1993,October,Total,634.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1994,October,1 Bedroom,546.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1994,October,2 Bedroom,627.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1994,October,3 Bedroom,748.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1994,October,Total,615.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1995,October,1 Bedroom,585.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1995,October,2 Bedroom,662.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1995,October,3 Bedroom,782.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1995,October,Studio,449.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1995,October,Total,650.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1996,October,1 Bedroom,603.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1996,October,2 Bedroom,672.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1996,October,3 Bedroom,811.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1996,October,Studio,462.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1996,October,Total,664.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1997,October,1 Bedroom,584.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1997,October,2 Bedroom,685.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1997,October,Total,660.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1998,October,1 Bedroom,606.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1998,October,2 Bedroom,702.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1998,October,3 Bedroom,824.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1998,October,Studio,488.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1998,October,Total,683.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1999,October,1 Bedroom,632.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1999,October,2 Bedroom,728.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1999,October,3 Bedroom,856.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,1999,October,Total,703.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2000,October,1 Bedroom,640.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2000,October,2 Bedroom,768.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2000,October,3 Bedroom,863.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2000,October,Studio,513.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2000,October,Total,737.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2001,October,1 Bedroom,689.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2001,October,2 Bedroom,808.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2001,October,3 Bedroom,927.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2001,October,Studio,518.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2001,October,Total,775.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2002,October,1 Bedroom,689.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2002,October,2 Bedroom,812.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2002,October,3 Bedroom,935.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2002,October,Studio,552.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2002,October,Total,776.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2003,October,1 Bedroom,692.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2003,October,2 Bedroom,819.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2003,October,3 Bedroom,960.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2003,October,Studio,527.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2003,October,Total,776.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2004,October,1 Bedroom,689.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2004,October,2 Bedroom,838.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2004,October,3 Bedroom,1005.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2004,October,Studio,569.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2004,October,Total,799.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2005,October,1 Bedroom,724.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2005,October,2 Bedroom,847.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2005,October,3 Bedroom,981.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2005,October,Studio,521.0,c,Good,rent_history_3518017_clarington
3518017,Clarington,Durham,2005,October,Total,801.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2006,October,1 Bedroom,716.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2006,October,2 Bedroom,849.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2006,October,3 Bedroom,1004.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2006,October,Total,809.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2007,October,1 Bedroom,709.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2007,October,2 Bedroom,850.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2007,October,Total,832.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2008,October,1 Bedroom,759.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2008,October,2 Bedroom,884.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2008,October,3 Bedroom,1144.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2008,October,Studio,642.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2008,October,Total,853.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2009,October,1 Bedroom,699.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2009,October,2 Bedroom,877.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2009,October,3 Bedroom,1096.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2009,October,Studio,654.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2009,October,Total,825.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2010,October,1 Bedroom,767.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2010,October,2 Bedroom,881.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2010,October,3 Bedroom,1192.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2010,October,Total,855.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2011,October,1 Bedroom,751.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2011,October,2 Bedroom,902.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2011,October,3 Bedroom,1103.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2011,October,Studio,673.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2011,October,Total,855.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2012,October,1 Bedroom,802.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2012,October,2 Bedroom,911.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2012,October,3 Bedroom,1462.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2012,October,Total,943.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2013,October,1 Bedroom,817.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2013,October,2 Bedroom,939.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2013,October,3 Bedroom,1207.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2013,October,Total,911.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2014,October,1 Bedroom,916.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2014,October,2 Bedroom,1050.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2014,October,3 Bedroom,1447.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2014,October,Studio,829.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2014,October,Total,1053.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2015,October,1 Bedroom,923.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2015,October,2 Bedroom,1071.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2015,October,3 Bedroom,1501.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2015,October,Total,1068.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2016,October,1 Bedroom,866.0,c,Good,rent_history_3518017_clarington
3518017,Clarington,Durham,2016,October,2 Bedroom,979.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2016,October,3 Bedroom,1295.0,d,Poor - use with caution,rent_history_3518017_clarington
3518017,Clarington,Durham,2016,October,Total,964.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2017,October,1 Bedroom,964.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2017,October,2 Bedroom,1241.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2017,October,3 Bedroom,1501.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2017,October,Total,1171.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2018,October,1 Bedroom,1050.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2018,October,2 Bedroom,1199.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2018,October,3 Bedroom,1538.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2018,October,Total,1189.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2019,October,1 Bedroom,1231.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2019,October,2 Bedroom,1347.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2019,October,3 Bedroom,1660.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2019,October,Total,1344.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2020,October,1 Bedroom,1133.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2020,October,2 Bedroom,1327.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2020,October,3 Bedroom,1745.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2020,October,Total,1306.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2021,October,1 Bedroom,1146.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2021,October,2 Bedroom,1359.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2021,October,3 Bedroom,1736.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2021,October,Total,1267.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2022,October,1 Bedroom,1110.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2022,October,2 Bedroom,1318.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2022,October,3 Bedroom,1697.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2022,October,Total,1296.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2023,October,1 Bedroom,1403.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2023,October,2 Bedroom,1595.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2023,October,3 Bedroom,1894.0,c,Good,rent_history_3518017_clarington
3518017,Clarington,Durham,2023,October,Total,1556.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2024,October,2 Bedroom,1650.0,d,Poor - use with caution,rent_history_3518017_clarington
3518017,Clarington,Durham,2024,October,3 Bedroom,1977.0,a,Excellent,rent_history_3518017_clarington
3518017,Clarington,Durham,2024,October,Total,1563.0,c,Good,rent_history_3518017_clarington
3518017,Clarington,Durham,2025,October,1 Bedroom,1608.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2025,October,2 Bedroom,1788.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2025,October,3 Bedroom,1973.0,b,Very good,rent_history_3518017_clarington
3518017,Clarington,Durham,2025,October,Total,1728.0,a,Excellent,rent_history_3518017_clarington
3519070,Georgina,York,1990,October,1 Bedroom,492.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1990,October,2 Bedroom,618.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1990,October,Total,632.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1991,October,1 Bedroom,532.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1991,October,2 Bedroom,683.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1991,October,Total,673.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1992,October,1 Bedroom,530.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1992,October,2 Bedroom,676.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1992,October,Total,672.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1993,October,1 Bedroom,539.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1993,October,2 Bedroom,685.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1993,October,Total,667.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1994,October,1 Bedroom,538.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1994,October,2 Bedroom,695.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1994,October,Total,670.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1995,October,1 Bedroom,563.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1995,October,2 Bedroom,683.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1995,October,Total,669.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1996,October,1 Bedroom,585.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,1996,October,2 Bedroom,649.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1996,October,Total,622.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1997,October,1 Bedroom,559.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1997,October,2 Bedroom,660.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1997,October,Total,673.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,1998,October,1 Bedroom,570.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1998,October,2 Bedroom,639.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1998,October,3 Bedroom,748.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,1998,October,Total,647.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1999,October,1 Bedroom,581.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1999,October,2 Bedroom,668.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,1999,October,Total,623.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2000,October,1 Bedroom,625.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2000,October,2 Bedroom,740.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2000,October,3 Bedroom,921.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2000,October,Total,729.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2001,October,1 Bedroom,598.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2001,October,2 Bedroom,741.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2001,October,3 Bedroom,943.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2001,October,Total,726.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2002,October,1 Bedroom,639.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2002,October,2 Bedroom,774.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2002,October,3 Bedroom,961.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2002,October,Total,779.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2003,October,1 Bedroom,657.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2003,October,2 Bedroom,800.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2003,October,3 Bedroom,999.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2003,October,Total,807.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2004,October,1 Bedroom,643.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2004,October,2 Bedroom,779.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2004,October,3 Bedroom,909.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2004,October,Total,760.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2005,October,1 Bedroom,634.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2005,October,2 Bedroom,764.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2005,October,Total,782.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2006,October,1 Bedroom,663.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2006,October,2 Bedroom,801.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2006,October,Total,758.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2007,October,1 Bedroom,672.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2007,October,2 Bedroom,803.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2007,October,3 Bedroom,1002.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2007,October,Total,778.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2008,October,1 Bedroom,676.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2008,October,2 Bedroom,798.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2008,October,3 Bedroom,985.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2008,October,Total,793.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2009,October,1 Bedroom,664.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2009,October,2 Bedroom,804.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2009,October,3 Bedroom,1013.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2009,October,Total,803.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2010,October,1 Bedroom,731.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2010,October,2 Bedroom,846.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2010,October,Total,812.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2011,October,1 Bedroom,733.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2011,October,2 Bedroom,783.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2011,October,3 Bedroom,879.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2011,October,Total,792.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2012,October,1 Bedroom,726.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2012,October,2 Bedroom,856.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2012,October,Total,846.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2013,October,1 Bedroom,750.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2013,October,2 Bedroom,795.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2013,October,Total,810.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2014,October,1 Bedroom,786.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2014,October,2 Bedroom,931.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2014,October,Total,920.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2015,October,1 Bedroom,760.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2015,October,2 Bedroom,778.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2015,October,Total,776.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2016,October,1 Bedroom,805.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2016,October,2 Bedroom,959.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2016,October,Total,952.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2017,October,1 Bedroom,798.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2017,October,2 Bedroom,1001.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2017,October,Total,958.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2018,October,1 Bedroom,830.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2018,October,2 Bedroom,1008.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2018,October,Total,969.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2019,October,1 Bedroom,865.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2019,October,2 Bedroom,1164.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2019,October,3 Bedroom,1369.0,a,Excellent,rent_history_3519070_georgina
3519070,Georgina,York,2019,October,Total,1181.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2020,October,1 Bedroom,834.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2020,October,2 Bedroom,1095.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2020,October,Total,1211.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2022,October,1 Bedroom,1033.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2022,October,2 Bedroom,1140.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2022,October,Total,1166.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2023,October,1 Bedroom,934.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2023,October,2 Bedroom,1431.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2023,October,Total,1245.0,c,Good,rent_history_3519070_georgina
3519070,Georgina,York,2024,October,3 Bedroom,1829.0,b,Very good,rent_history_3519070_georgina
3519070,Georgina,York,2024,October,Total,1533.0,d,Poor - use with caution,rent_history_3519070_georgina
3524015,Halton Hills,Halton,1990,October,1 Bedroom,468.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1990,October,2 Bedroom,622.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1990,October,3 Bedroom,822.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1990,October,Studio,384.0,b,Very good,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1990,October,Total,581.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1991,October,1 Bedroom,489.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1991,October,2 Bedroom,641.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1991,October,3 Bedroom,931.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1991,October,Studio,383.0,b,Very good,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1991,October,Total,614.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1992,October,1 Bedroom,534.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1992,October,2 Bedroom,681.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1992,October,3 Bedroom,866.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1992,October,Studio,408.0,b,Very good,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1992,October,Total,649.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1993,October,1 Bedroom,529.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1993,October,2 Bedroom,678.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1993,October,3 Bedroom,864.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1993,October,Total,651.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1994,October,1 Bedroom,563.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1994,October,2 Bedroom,709.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1994,October,3 Bedroom,910.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1994,October,Studio,446.0,b,Very good,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1994,October,Total,685.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1995,October,1 Bedroom,562.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1995,October,2 Bedroom,713.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1995,October,3 Bedroom,916.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1995,October,Studio,463.0,c,Good,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1995,October,Total,688.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1996,October,1 Bedroom,595.0,a,Excellent,rent_history_3524015_halton_hills
3524015,Halton Hills,Halton,1996,October,2 Bedroom,730.0,a,Excellent,rent_history_3524015_halton_hills
