csd_code,municipality,survey_period,bedroom_type,value,reliability
3519028,Vaughan,2025 October,3 Bedroom +,**,
3519028,Vaughan,2025 October,Total,**,
3519038,Richmond Hill,1990 October,Studio,1.1,a
3519038,Richmond Hill,1990 October,1 Bedroom,0.5,a
3519038,Richmond Hill,1990 October,2 Bedroom,0.2,a
3519038,Richmond Hill,1990 October,3 Bedroom +,0.0,c
3519038,Richmond Hill,1990 October,Total,0.4,a
3519038,Richmond Hill,1991 October,Studio,0.0,c
3519038,Richmond Hill,1991 October,1 Bedroom,0.2,a
3519038,Richmond Hill,1991 October,2 Bedroom,0.5,a
3519038,Richmond Hill,1991 October,3 Bedroom +,1.1,a
3519038,Richmond Hill,1991 October,Total,0.4,a
3519038,Richmond Hill,1992 October,Studio,0.0,c
3519038,Richmond Hill,1992 October,1 Bedroom,0.2,a
3519038,Richmond Hill,1992 October,2 Bedroom,0.2,a
3519038,Richmond Hill,1992 October,3 Bedroom +,0.0,c
3519038,Richmond Hill,1992 October,Total,0.2,a
3519038,Richmond Hill,1993 October,Studio,0.0,c
3519038,Richmond Hill,1993 October,1 Bedroom,0.2,a
3519038,Richmond Hill,1993 October,2 Bedroom,0.2,a
3519038,Richmond Hill,1993 October,3 Bedroom +,0.0,c
3519038,Richmond Hill,1993 October,Total,0.2,a
3519038,Richmond Hill,1994 October,Studio,1.3,a
3519038,Richmond Hill,1994 October,1 Bedroom,0.0,b
3519038,Richmond Hill,1994 October,2 Bedroom,0.3,a
3519038,Richmond Hill,1994 October,3 Bedroom +,0.0,c
3519038,Richmond Hill,1994 October,Total,0.2,a
3519038,Richmond Hill,1995 October,Studio,0.0,a
3519038,Richmond Hill,1995 October,1 Bedroom,0.0,a
3519038,Richmond Hill,1995 October,2 Bedroom,0.0,a
3519038,Richmond Hill,1995 October,3 Bedroom +,0.0,c
3519038,Richmond Hill,1995 October,Total,0.0,b
3519038,Richmond Hill,1996 October,Studio,1.2,a
3519038,Richmond Hill,1996 October,1 Bedroom,0.3,a
3519038,Richmond Hill,1996 October,2 Bedroom,0.4,a
3519038,Richmond Hill,1996 October,3 Bedroom +,1.2,a
3519038,Richmond Hill,1996 October,Total,0.5,a
3519038,Richmond Hill,1997 October,Studio,0.0,a
3519038,Richmond Hill,1997 October,1 Bedroom,0.2,a
3519038,Richmond Hill,1997 October,2 Bedroom,0.1,a
3519038,Richmond Hill,1997 October,3 Bedroom +,1.0,a
3519038,Richmond Hill,1997 October,Total,0.2,a
3519038,Richmond Hill,1998 October,Studio,0.0,b
3519038,Richmond Hill,1998 October,1 Bedroom,0.7,a
3519038,Richmond Hill,1998 October,2 Bedroom,0.5,a
3519038,Richmond Hill,1998 October,3 Bedroom +,0.0,c
3519038,Richmond Hill,1998 October,Total,0.5,a
3519038,Richmond Hill,1999 October,Studio,0.0,b
3519038,Richmond Hill,1999 October,1 Bedroom,0.0,b
3519038,Richmond Hill,1999 October,2 Bedroom,0.2,a
3519038,Richmond Hill,1999 October,3 Bedroom +,3.2,c
3519038,Richmond Hill,1999 October,Total,0.3,a
3519038,Richmond Hill,2000 October,Studio,3.1,c
3519038,Richmond Hill,2000 October,1 Bedroom,0.0,b
3519038,Richmond Hill,2000 October,2 Bedroom,0.8,a
3519038,Richmond Hill,2000 October,3 Bedroom +,0.0,c
3519038,Richmond Hill,2000 October,Total,0.6,a
3519038,Richmond Hill,2001 October,Studio,0.0,c
3519038,Richmond Hill,2001 October,1 Bedroom,0.2,a
3519038,Richmond Hill,2001 October,2 Bedroom,1.8,b
3519038,Richmond Hill,2001 October,3 Bedroom +,0.0,c
3519038,Richmond Hill,2001 October,Total,1.0,a
3519038,Richmond Hill,2002 October,Studio,0.0,d
3519038,Richmond Hill,2002 October,1 Bedroom,1.4,a
3519038,Richmond Hill,2002 October,2 Bedroom,0.8,a
3519038,Richmond Hill,2002 October,3 Bedroom +,2.6,c
3519038,Richmond Hill,2002 October,Total,1.1,a
3519038,Richmond Hill,2003 October,Studio,**,
3519038,Richmond Hill,2003 October,1 Bedroom,0.6,a
3519038,Richmond Hill,2003 October,2 Bedroom,0.6,a
3519038,Richmond Hill,2003 October,3 Bedroom +,**,
3519038,Richmond Hill,2003 October,Total,0.7,a
3519038,Richmond Hill,2004 October,Studio,0.0,c
3519038,Richmond Hill,2004 October,1 Bedroom,1.1,a
3519038,Richmond Hill,2004 October,2 Bedroom,2.0,a
3519038,Richmond Hill,2004 October,3 Bedroom +,3.8,b
3519038,Richmond Hill,2004 October,Total,1.7,a
3519038,Richmond Hill,2005 October,Studio,3.8,a
3519038,Richmond Hill,2005 October,1 Bedroom,1.2,a
3519038,Richmond Hill,2005 October,2 Bedroom,1.8,a
3519038,Richmond Hill,2005 October,3 Bedroom +,0.0,d
3519038,Richmond Hill,2005 October,Total,1.6,a
3519038,Richmond Hill,2006 October,Studio,0.0,c
3519038,Richmond Hill,2006 October,1 Bedroom,0.7,a
3519038,Richmond Hill,2006 October,2 Bedroom,1.5,a
3519038,Richmond Hill,2006 October,3 Bedroom +,1.3,d
3519038,Richmond Hill,2006 October,Total,1.1,a
3519038,Richmond Hill,2007 October,Studio,2.3,a
3519038,Richmond Hill,2007 October,1 Bedroom,1.0,a
3519038,Richmond Hill,2007 October,2 Bedroom,1.4,a
3519038,Richmond Hill,2007 October,3 Bedroom +,1.4,d
3519038,Richmond Hill,2007 October,Total,1.3,a
3519038,Richmond Hill,2008 October,Studio,1.1,a
3519038,Richmond Hill,2008 October,1 Bedroom,1.3,a
3519038,Richmond Hill,2008 October,2 Bedroom,0.8,a
3519038,Richmond Hill,2008 October,3 Bedroom +,1.2,d
3519038,Richmond Hill,2008 October,Total,1.0,a
3519038,Richmond Hill,2009 October,Studio,1.2,a
3519038,Richmond Hill,2009 October,1 Bedroom,2.6,b
3519038,Richmond Hill,2009 October,2 Bedroom,1.7,b
3519038,Richmond Hill,2009 October,3 Bedroom +,3.9,d
3519038,Richmond Hill,2009 October,Total,2.1,a
3519038,Richmond Hill,2010 October,Studio,6.2,b
3519038,Richmond Hill,2010 October,1 Bedroom,2.4,a
3519038,Richmond Hill,2010 October,2 Bedroom,0.9,a
3519038,Richmond Hill,2010 October,3 Bedroom +,1.3,d
3519038,Richmond Hill,2010 October,Total,1.8,a
3519038,Richmond Hill,2011 October,Studio,2.7,c
3519038,Richmond Hill,2011 October,1 Bedroom,1.0,a
3519038,Richmond Hill,2011 October,2 Bedroom,0.3,a
3519038,Richmond Hill,2011 October,3 Bedroom +,**,
3519038,Richmond Hill,2011 October,Total,0.7,a
3519038,Richmond Hill,2012 October,Studio,1.3,a
3519038,Richmond Hill,2012 October,1 Bedroom,2.2,c
3519038,Richmond Hill,2012 October,2 Bedroom,1.5,a
3519038,Richmond Hill,2012 October,3 Bedroom +,0.0,d
3519038,Richmond Hill,2012 October,Total,1.7,b
3519038,Richmond Hill,2013 October,Studio,9.9,c
3519038,Richmond Hill,2013 October,1 Bedroom,0.5,a
3519038,Richmond Hill,2013 October,2 Bedroom,1.0,a
3519038,Richmond Hill,2013 October,3 Bedroom +,**,
3519038,Richmond Hill,2013 October,Total,1.4,a
3519038,Richmond Hill,2014 October,Studio,1.1,a
3519038,Richmond Hill,2014 October,1 Bedroom,1.2,a
3519038,Richmond Hill,2014 October,2 Bedroom,0.9,a
3519038,Richmond Hill,2014 October,3 Bedroom +,1.3,d
3519038,Richmond Hill,2014 October,Total,1.0,a
3519038,Richmond Hill,2015 October,Studio,1.1,a
3519038,Richmond Hill,2015 October,1 Bedroom,1.1,a
3519038,Richmond Hill,2015 October,2 Bedroom,0.6,a
3519038,Richmond Hill,2015 October,3 Bedroom +,**,
3519038,Richmond Hill,2015 October,Total,1.2,a
3519038,Richmond Hill,2016 October,Studio,0.0,d
3519038,Richmond Hill,2016 October,1 Bedroom,0.6,a
3519038,Richmond Hill,2016 October,2 Bedroom,1.0,a
3519038,Richmond Hill,2016 October,3 Bedroom +,0.0,d
3519038,Richmond Hill,2016 October,Total,0.7,a
3519038,Richmond Hill,2017 October,Studio,2.5,c
3519038,Richmond Hill,2017 October,1 Bedroom,0.4,a
3519038,Richmond Hill,2017 October,2 Bedroom,1.1,a
3519038,Richmond Hill,2017 October,3 Bedroom +,1.2,d
3519038,Richmond Hill,2017 October,Total,0.9,a
3519038,Richmond Hill,2018 October,Studio,**,
3519038,Richmond Hill,2018 October,1 Bedroom,1.4,d
3519038,Richmond Hill,2018 October,2 Bedroom,1.1,a
3519038,Richmond Hill,2018 October,3 Bedroom +,2.8,c
3519038,Richmond Hill,2018 October,Total,1.3,a
3519038,Richmond Hill,2019 October,Studio,0.0,d
3519038,Richmond Hill,2019 October,1 Bedroom,1.8,c
3519038,Richmond Hill,2019 October,2 Bedroom,0.7,a
3519038,Richmond Hill,2019 October,3 Bedroom +,2.1,c
3519038,Richmond Hill,2019 October,Total,1.2,a
3519038,Richmond Hill,2020 October,Studio,0.0,d
3519038,Richmond Hill,2020 October,1 Bedroom,1.5,a
3519038,Richmond Hill,2020 October,2 Bedroom,3.0,c
3519038,Richmond Hill,2020 October,3 Bedroom +,0.0,d
3519038,Richmond Hill,2020 October,Total,2.0,b
3519038,Richmond Hill,2021 October,Studio,**,
3519038,Richmond Hill,2021 October,1 Bedroom,2.5,c
3519038,Richmond Hill,2021 October,2 Bedroom,2.5,b
3519038,Richmond Hill,2021 October,3 Bedroom +,1.4,d
3519038,Richmond Hill,2021 October,Total,2.5,c
3519038,Richmond Hill,2022 October,Studio,**,
3519038,Richmond Hill,2022 October,1 Bedroom,0.8,a
3519038,Richmond Hill,2022 October,2 Bedroom,1.0,a
3519038,Richmond Hill,2022 October,3 Bedroom +,0.0,d
3519038,Richmond Hill,2022 October,Total,0.9,a
3519038,Richmond Hill,2023 October,Studio,0.0,d
3519038,Richmond Hill,2023 October,1 Bedroom,1.5,c
3519038,Richmond Hill,2023 October,2 Bedroom,0.8,a
3519038,Richmond Hill,2023 October,3 Bedroom +,0.0,d
3519038,Richmond Hill,2023 October,Total,1.0,a
3519038,Richmond Hill,2024 October,Studio,**,
3519038,Richmond Hill,2024 October,1 Bedroom,2.6,b
3519038,Richmond Hill,2024 October,2 Bedroom,2.1,b
3519038,Richmond Hill,2024 October,3 Bedroom +,1.1,d
3519038,Richmond Hill,2024 October,Total,2.2,a
3519038,Richmond Hill,2025 October,Studio,0.0,d
3519038,Richmond Hill,2025 October,1 Bedroom,3.1,c
3519038,Richmond Hill,2025 October,2 Bedroom,2.1,b
3519038,Richmond Hill,2025 October,3 Bedroom +,**,
3519038,Richmond Hill,2025 October,Total,2.4,a
3519048,Newmarket,1990 October,Studio,**,
3519048,Newmarket,1990 October,1 Bedroom,1.3,a
3519048,Newmarket,1990 October,2 Bedroom,0.7,a
3519048,Newmarket,1990 October,3 Bedroom +,0.0,d
3519048,Newmarket,1990 October,Total,1.1,a
3519048,Newmarket,1991 October,Studio,0.0,b
3519048,Newmarket,1991 October,1 Bedroom,2.0,c
3519048,Newmarket,1991 October,2 Bedroom,0.7,a
3519048,Newmarket,1991 October,3 Bedroom +,0.0,d
3519048,Newmarket,1991 October,Total,1.1,a
3519048,Newmarket,1992 October,Studio,**,
3519048,Newmarket,1992 October,1 Bedroom,1.3,a
3519048,Newmarket,1992 October,2 Bedroom,1.0,a
3519048,Newmarket,1992 October,3 Bedroom +,2.8,c
3519048,Newmarket,1992 October,Total,1.3,a
3519048,Newmarket,1993 October,Studio,4.0,d
3519048,Newmarket,1993 October,1 Bedroom,2.7,c
3519048,Newmarket,1993 October,2 Bedroom,2.7,b
3519048,Newmarket,1993 October,3 Bedroom +,2.6,a
3519048,Newmarket,1993 October,Total,2.8,a
3519048,Newmarket,1994 October,Studio,**,
3519048,Newmarket,1994 October,1 Bedroom,0.0,c
3519048,Newmarket,1994 October,2 Bedroom,0.5,a
3519048,Newmarket,1994 October,3 Bedroom +,1.2,a
3519048,Newmarket,1994 October,Total,0.5,a
3519048,Newmarket,1995 October,Studio,**,
3519048,Newmarket,1995 October,1 Bedroom,1.9,c
3519048,Newmarket,1995 October,2 Bedroom,0.4,a
3519048,Newmarket,1995 October,3 Bedroom +,0.0,c
3519048,Newmarket,1995 October,Total,1.4,a
3519048,Newmarket,1996 October,Studio,**,
3519048,Newmarket,1996 October,1 Bedroom,0.8,a
3519048,Newmarket,1996 October,2 Bedroom,1.2,a
3519048,Newmarket,1996 October,3 Bedroom +,0.0,c
3519048,Newmarket,1996 October,Total,1.5,a
3519048,Newmarket,1997 October,Studio,**,
3519048,Newmarket,1997 October,1 Bedroom,2.9,c
3519048,Newmarket,1997 October,2 Bedroom,1.2,a
3519048,Newmarket,1997 October,3 Bedroom +,1.3,a
3519048,Newmarket,1997 October,Total,1.9,b
3519048,Newmarket,1998 October,Studio,0.0,c
3519048,Newmarket,1998 October,1 Bedroom,2.0,c
3519048,Newmarket,1998 October,2 Bedroom,0.5,a
3519048,Newmarket,1998 October,3 Bedroom +,0.0,c
3519048,Newmarket,1998 October,Total,1.0,a
3519048,Newmarket,1999 October,Studio,**,
3519048,Newmarket,1999 October,1 Bedroom,3.0,c
3519048,Newmarket,1999 October,2 Bedroom,0.5,a
3519048,Newmarket,1999 October,3 Bedroom +,0.0,d
3519048,Newmarket,1999 October,Total,1.6,c
3519048,Newmarket,2000 October,Studio,0.0,d
3519048,Newmarket,2000 October,1 Bedroom,0.4,b
3519048,Newmarket,2000 October,2 Bedroom,1.2,d
3519048,Newmarket,2000 October,3 Bedroom +,2.0,c
3519048,Newmarket,2000 October,Total,0.8,a
3519048,Newmarket,2001 October,Studio,0.0,c
3519048,Newmarket,2001 October,1 Bedroom,1.1,a
3519048,Newmarket,2001 October,2 Bedroom,0.0,c
3519048,Newmarket,2001 October,3 Bedroom +,**,
3519048,Newmarket,2001 October,Total,0.4,a
3519048,Newmarket,2002 October,Studio,**,
3519048,Newmarket,2002 October,1 Bedroom,1.7,c
3519048,Newmarket,2002 October,2 Bedroom,0.6,a
3519048,Newmarket,2002 October,3 Bedroom +,**,
3519048,Newmarket,2002 October,Total,1.2,a
3519048,Newmarket,2003 October,Studio,**,
3519048,Newmarket,2003 October,1 Bedroom,0.9,a
3519048,Newmarket,2003 October,2 Bedroom,2.1,a
3519048,Newmarket,2003 October,3 Bedroom +,**,
3519048,Newmarket,2003 October,Total,1.5,a
3519048,Newmarket,2004 October,Studio,4.5,d
3519048,Newmarket,2004 October,1 Bedroom,1.7,b
3519048,Newmarket,2004 October,2 Bedroom,2.4,b
3519048,Newmarket,2004 October,3 Bedroom +,6.4,a
3519048,Newmarket,2004 October,Total,2.6,a
3519048,Newmarket,2005 October,Studio,0.0,d
3519048,Newmarket,2005 October,1 Bedroom,1.5,a
3519048,Newmarket,2005 October,2 Bedroom,1.1,d
3519048,Newmarket,2005 October,3 Bedroom +,**,
3519048,Newmarket,2005 October,Total,1.2,a
3519048,Newmarket,2006 October,Studio,**,
3519048,Newmarket,2006 October,1 Bedroom,2.2,c
3519048,Newmarket,2006 October,2 Bedroom,0.5,b
3519048,Newmarket,2006 October,3 Bedroom +,**,
3519048,Newmarket,2006 October,Total,1.3,a
3519048,Newmarket,2007 October,Studio,5.8,d
3519048,Newmarket,2007 October,1 Bedroom,1.3,a
3519048,Newmarket,2007 October,2 Bedroom,2.8,c
3519048,Newmarket,2007 October,3 Bedroom +,8.1,c
3519048,Newmarket,2007 October,Total,2.7,b
3519048,Newmarket,2008 October,Studio,**,
3519048,Newmarket,2008 October,1 Bedroom,2.7,b
3519048,Newmarket,2008 October,2 Bedroom,0.7,a
3519048,Newmarket,2008 October,3 Bedroom +,**,
3519048,Newmarket,2008 October,Total,1.6,b
3519048,Newmarket,2009 October,Studio,**,
3519048,Newmarket,2009 October,1 Bedroom,1.4,a
3519048,Newmarket,2009 October,2 Bedroom,1.0,a
3519048,Newmarket,2009 October,3 Bedroom +,5.0,b
3519048,Newmarket,2009 October,Total,1.5,a
3519048,Newmarket,2010 October,Studio,**,
3519048,Newmarket,2010 October,1 Bedroom,2.5,c
3519048,Newmarket,2010 October,2 Bedroom,1.6,b
3519048,Newmarket,2010 October,3 Bedroom +,**,
3519048,Newmarket,2010 October,Total,2.0,b
3519048,Newmarket,2011 October,Studio,4.7,d
3519048,Newmarket,2011 October,1 Bedroom,0.9,a
3519048,Newmarket,2011 October,2 Bedroom,0.5,b
3519048,Newmarket,2011 October,3 Bedroom +,**,
3519048,Newmarket,2011 October,Total,0.8,a
3519048,Newmarket,2012 October,Studio,0.0,d
3519048,Newmarket,2012 October,1 Bedroom,2.7,c
3519048,Newmarket,2012 October,2 Bedroom,2.1,c
3519048,Newmarket,2012 October,3 Bedroom +,2.2,c
3519048,Newmarket,2012 October,Total,2.2,b
3519048,Newmarket,2013 October,Studio,**,
3519048,Newmarket,2013 October,1 Bedroom,3.1,d
3519048,Newmarket,2013 October,2 Bedroom,1.9,b
3519048,Newmarket,2013 October,3 Bedroom +,2.1,b
3519048,Newmarket,2013 October,Total,3.1,c
3519048,Newmarket,2014 October,Studio,5.6,d
3519048,Newmarket,2014 October,1 Bedroom,1.1,d
3519048,Newmarket,2014 October,2 Bedroom,1.8,c
3519048,Newmarket,2014 October,3 Bedroom +,**,
3519048,Newmarket,2014 October,Total,1.6,c
3519048,Newmarket,2015 October,Studio,**,
3519048,Newmarket,2015 October,1 Bedroom,0.4,b
3519048,Newmarket,2015 October,2 Bedroom,0.3,b
3519048,Newmarket,2015 October,3 Bedroom +,**,
3519048,Newmarket,2015 October,Total,0.5,b
3519048,Newmarket,2016 October,Studio,0.0,d
3519048,Newmarket,2016 October,1 Bedroom,2.8,c
3519048,Newmarket,2016 October,2 Bedroom,0.7,b
3519048,Newmarket,2016 October,3 Bedroom +,**,
3519048,Newmarket,2016 October,Total,1.6,c
3519048,Newmarket,2017 October,Studio,0.0,d
3519048,Newmarket,2017 October,1 Bedroom,2.5,b
3519048,Newmarket,2017 October,2 Bedroom,1.0,a
3519048,Newmarket,2017 October,3 Bedroom +,**,
3519048,Newmarket,2017 October,Total,1.5,a
3519048,Newmarket,2018 October,Studio,0.0,d
3519048,Newmarket,2018 October,1 Bedroom,2.3,c
3519048,Newmarket,2018 October,2 Bedroom,2.4,c
3519048,Newmarket,2018 October,3 Bedroom +,2.3,a
3519048,Newmarket,2018 October,Total,2.2,c
3519048,Newmarket,2019 October,Studio,**,
3519048,Newmarket,2019 October,1 Bedroom,2.2,c
3519048,Newmarket,2019 October,2 Bedroom,1.1,a
3519048,Newmarket,2019 October,3 Bedroom +,0.0,d
3519048,Newmarket,2019 October,Total,1.9,c
3519048,Newmarket,2020 October,Studio,0.0,d
3519048,Newmarket,2020 October,1 Bedroom,1.1,a
3519048,Newmarket,2020 October,2 Bedroom,0.0,d
3519048,Newmarket,2020 October,3 Bedroom +,**,
3519048,Newmarket,2020 October,Total,0.6,a
3519048,Newmarket,2021 October,Studio,0.0,d
3519048,Newmarket,2021 October,1 Bedroom,**,
3519048,Newmarket,2021 October,2 Bedroom,0.0,d
3519048,Newmarket,2021 October,3 Bedroom +,**,
3519048,Newmarket,2021 October,Total,0.9,d
3519048,Newmarket,2022 October,Studio,**,
3519048,Newmarket,2022 October,1 Bedroom,0.5,b
3519048,Newmarket,2022 October,2 Bedroom,0.3,b
3519048,Newmarket,2022 October,3 Bedroom +,**,
3519048,Newmarket,2022 October,Total,0.3,b
3519048,Newmarket,2023 October,Studio,**,
3519048,Newmarket,2023 October,1 Bedroom,**,
3519048,Newmarket,2023 October,2 Bedroom,**,
3519048,Newmarket,2023 October,3 Bedroom +,**,
3519048,Newmarket,2023 October,Total,**,
3519048,Newmarket,2024 October,Studio,**,
3519048,Newmarket,2024 October,1 Bedroom,3.4,d
3519048,Newmarket,2024 October,2 Bedroom,**,
3519048,Newmarket,2024 October,3 Bedroom +,**,
3519048,Newmarket,2024 October,Total,2.8,c
3519048,Newmarket,2025 October,Studio,**,
3519048,Newmarket,2025 October,1 Bedroom,5.0,d
3519048,Newmarket,2025 October,2 Bedroom,**,
3519048,Newmarket,2025 October,3 Bedroom +,**,
3519048,Newmarket,2025 October,Total,**,
3519046,Aurora,1990 October,Studio,**,
3519046,Aurora,1990 October,1 Bedroom,0.5,a
3519046,Aurora,1990 October,2 Bedroom,1.8,c
3519046,Aurora,1990 October,3 Bedroom +,**,
3519046,Aurora,1990 October,Total,1.1,a
3519046,Aurora,1991 October,Studio,**,
3519046,Aurora,1991 October,1 Bedroom,0.5,a
3519046,Aurora,1991 October,2 Bedroom,1.2,a
3519046,Aurora,1991 October,3 Bedroom +,**,
3519046,Aurora,1991 October,Total,1.0,a
3519046,Aurora,1992 October,Studio,14.3,a
3519046,Aurora,1992 October,1 Bedroom,0.0,c
3519046,Aurora,1992 October,2 Bedroom,1.8,c
3519046,Aurora,1992 October,3 Bedroom +,**,
3519046,Aurora,1992 October,Total,1.2,a
3519046,Aurora,1993 October,Studio,**,
3519046,Aurora,1993 October,1 Bedroom,0.5,a
3519046,Aurora,1993 October,2 Bedroom,1.3,a
3519046,Aurora,1993 October,3 Bedroom +,**,
3519046,Aurora,1993 October,Total,0.8,a
3519046,Aurora,1994 October,Studio,**,
3519046,Aurora,1994 October,1 Bedroom,0.0,d
3519046,Aurora,1994 October,2 Bedroom,0.7,b
3519046,Aurora,1994 October,3 Bedroom +,13.1,c
3519046,Aurora,1994 October,Total,5.1,d
3519046,Aurora,1995 October,Studio,**,
3519046,Aurora,1995 October,1 Bedroom,0.4,a
3519046,Aurora,1995 October,2 Bedroom,1.8,b
3519046,Aurora,1995 October,3 Bedroom +,4.7,b
3519046,Aurora,1995 October,Total,2.3,a
3519046,Aurora,1996 October,Studio,**,
3519046,Aurora,1996 October,1 Bedroom,0.0,c
3519046,Aurora,1996 October,2 Bedroom,0.0,c
3519046,Aurora,1996 October,3 Bedroom +,10.8,a
3519046,Aurora,1996 October,Total,3.5,b
3519046,Aurora,1997 October,Studio,8.7,a
3519046,Aurora,1997 October,1 Bedroom,0.4,a
3519046,Aurora,1997 October,2 Bedroom,0.5,a
3519046,Aurora,1997 October,3 Bedroom +,**,
3519046,Aurora,1997 October,Total,0.7,a
3519046,Aurora,1998 October,Studio,**,
3519046,Aurora,1998 October,1 Bedroom,1.0,a
3519046,Aurora,1998 October,2 Bedroom,0.0,d
3519046,Aurora,1998 October,3 Bedroom +,**,
3519046,Aurora,1998 October,Total,0.5,a
3519046,Aurora,1999 October,Studio,0.0,a
3519046,Aurora,1999 October,1 Bedroom,1.1,a
3519046,Aurora,1999 October,2 Bedroom,2.8,c
3519046,Aurora,1999 October,3 Bedroom +,**,
3519046,Aurora,1999 October,Total,1.7,c
3519046,Aurora,2000 October,Studio,**,
3519046,Aurora,2000 October,1 Bedroom,0.5,a
3519046,Aurora,2000 October,2 Bedroom,0.5,a
3519046,Aurora,2000 October,3 Bedroom +,**,
3519046,Aurora,2000 October,Total,0.7,a
3519046,Aurora,2001 October,Studio,**,
3519046,Aurora,2001 October,1 Bedroom,0.0,c
3519046,Aurora,2001 October,2 Bedroom,0.7,a
3519046,Aurora,2001 October,3 Bedroom +,**,
3519046,Aurora,2001 October,Total,0.3,a
3519046,Aurora,2002 October,Studio,0.0,a
3519046,Aurora,2002 October,1 Bedroom,0.5,a
3519046,Aurora,2002 October,2 Bedroom,0.9,a
3519046,Aurora,2002 October,3 Bedroom +,0.0,a
3519046,Aurora,2002 October,Total,0.7,a
3519046,Aurora,2003 October,Studio,**,
3519046,Aurora,2003 October,1 Bedroom,0.0,c
3519046,Aurora,2003 October,2 Bedroom,2.6,c
3519046,Aurora,2003 October,3 Bedroom +,**,
3519046,Aurora,2003 October,Total,1.2,a
3519046,Aurora,2004 October,Studio,**,
3519046,Aurora,2004 October,1 Bedroom,1.6,b
3519046,Aurora,2004 October,2 Bedroom,1.5,a
3519046,Aurora,2004 October,3 Bedroom +,**,
3519046,Aurora,2004 October,Total,1.5,a
3519046,Aurora,2005 October,Studio,**,
3519046,Aurora,2005 October,1 Bedroom,0.7,b
3519046,Aurora,2005 October,2 Bedroom,0.0,d
3519046,Aurora,2005 October,3 Bedroom +,**,
3519046,Aurora,2005 October,Total,0.4,b
3519046,Aurora,2006 October,Studio,**,
3519046,Aurora,2006 October,1 Bedroom,**,
3519046,Aurora,2006 October,2 Bedroom,**,
3519046,Aurora,2006 October,3 Bedroom +,**,
3519046,Aurora,2006 October,Total,0.7,b
3519046,Aurora,2007 October,Studio,**,
3519046,Aurora,2007 October,1 Bedroom,0.0,d
3519046,Aurora,2007 October,2 Bedroom,0.2,a
3519046,Aurora,2007 October,3 Bedroom +,1.2,a
3519046,Aurora,2007 October,Total,0.4,a
3519046,Aurora,2008 October,Studio,**,
3519046,Aurora,2008 October,1 Bedroom,**,
3519046,Aurora,2008 October,2 Bedroom,0.9,a
3519046,Aurora,2008 October,3 Bedroom +,0.8,a
3519046,Aurora,2008 October,Total,1.2,a
3519046,Aurora,2009 October,Studio,**,
3519046,Aurora,2009 October,1 Bedroom,**,
3519046,Aurora,2009 October,2 Bedroom,**,
3519046,Aurora,2009 October,3 Bedroom +,**,
3519046,Aurora,2009 October,Total,**,
3519046,Aurora,2010 October,Studio,**,
3519046,Aurora,2010 October,1 Bedroom,1.1,a
3519046,Aurora,2010 October,2 Bedroom,1.2,a
3519046,Aurora,2010 October,3 Bedroom +,3.8,c
3519046,Aurora,2010 October,Total,1.9,b
3519046,Aurora,2011 October,Studio,**,
3519046,Aurora,2011 October,1 Bedroom,**,
3519046,Aurora,2011 October,2 Bedroom,0.0,d
3519046,Aurora,2011 October,3 Bedroom +,**,
3519046,Aurora,2011 October,Total,**,
3519046,Aurora,2012 October,Studio,**,
3519046,Aurora,2012 October,1 Bedroom,0.0,d
3519046,Aurora,2012 October,2 Bedroom,0.0,d
3519046,Aurora,2012 October,3 Bedroom +,**,
3519046,Aurora,2012 October,Total,0.0,d
3519046,Aurora,2013 October,Studio,**,
3519046,Aurora,2013 October,1 Bedroom,0.0,d
3519046,Aurora,2013 October,2 Bedroom,1.2,d
3519046,Aurora,2013 October,3 Bedroom +,**,
3519046,Aurora,2013 October,Total,**,
3519046,Aurora,2014 October,Studio,**,
3519046,Aurora,2014 October,1 Bedroom,**,
3519046,Aurora,2014 October,2 Bedroom,0.0,d
3519046,Aurora,2014 October,3 Bedroom +,**,
3519046,Aurora,2014 October,Total,0.6,b
3519046,Aurora,2015 October,Studio,**,
3519046,Aurora,2015 October,1 Bedroom,0.0,d
3519046,Aurora,2015 October,2 Bedroom,**,
3519046,Aurora,2015 October,3 Bedroom +,**,
3519046,Aurora,2015 October,Total,0.8,a
3519046,Aurora,2016 October,Studio,**,
3519046,Aurora,2016 October,1 Bedroom,0.0,d
3519046,Aurora,2016 October,2 Bedroom,4.2,d
3519046,Aurora,2016 October,3 Bedroom +,2.0,c
3519046,Aurora,2016 October,Total,2.3,c
3519046,Aurora,2017 October,Studio,**,
3519046,Aurora,2017 October,1 Bedroom,**,
3519046,Aurora,2017 October,2 Bedroom,0.8,d
3519046,Aurora,2017 October,3 Bedroom +,**,
3519046,Aurora,2017 October,Total,2.2,c
3519046,Aurora,2018 October,Studio,**,
3519046,Aurora,2018 October,1 Bedroom,0.6,b
3519046,Aurora,2018 October,2 Bedroom,2.2,c
3519046,Aurora,2018 October,3 Bedroom +,**,
3519046,Aurora,2018 October,Total,**,
3519046,Aurora,2019 October,Studio,**,
3519046,Aurora,2019 October,1 Bedroom,0.0,d
3519046,Aurora,2019 October,2 Bedroom,1.3,d
3519046,Aurora,2019 October,3 Bedroom +,**,
3519046,Aurora,2019 October,Total,0.6,b
3519046,Aurora,2020 October,Studio,**,
3519046,Aurora,2020 October,1 Bedroom,1.7,c
3519046,Aurora,2020 October,2 Bedroom,0.7,a
