csd_code,municipality,survey_period,bedroom_type,value,reliability
3519028,Vaughan,2010 October,2 Bedroom,**,
3519028,Vaughan,2010 October,3 Bedroom +,**,
3519028,Vaughan,2010 October,Total,**,
3519028,Vaughan,2011 October,Studio,**,
3519028,Vaughan,2011 October,1 Bedroom,**,
3519028,Vaughan,2011 October,2 Bedroom,**,
3519028,Vaughan,2011 October,3 Bedroom +,**,
3519028,Vaughan,2011 October,Total,**,
3519028,Vaughan,2012 October,Studio,**,
3519028,Vaughan,2012 October,1 Bedroom,**,
3519028,Vaughan,2012 October,2 Bedroom,**,
3519028,Vaughan,2012 October,3 Bedroom +,**,
3519028,Vaughan,2012 October,Total,**,
3519028,Vaughan,2013 October,Studio,**,
3519028,Vaughan,2013 October,1 Bedroom,**,
3519028,Vaughan,2013 October,2 Bedroom,**,
3519028,Vaughan,2013 October,3 Bedroom +,**,
3519028,Vaughan,2013 October,Total,**,
3519028,Vaughan,2014 October,Studio,**,
3519028,Vaughan,2014 October,1 Bedroom,**,
3519028,Vaughan,2014 October,2 Bedroom,**,
3519028,Vaughan,2014 October,3 Bedroom +,**,
3519028,Vaughan,2014 October,Total,**,
3519028,Vaughan,2015 October,Studio,**,
3519028,Vaughan,2015 October,1 Bedroom,**,
3519028,Vaughan,2015 October,2 Bedroom,**,
3519028,Vaughan,2015 October,3 Bedroom +,**,
3519028,Vaughan,2015 October,Total,**,
3519028,Vaughan,2016 October,Studio,**,
3519028,Vaughan,2016 October,1 Bedroom,**,
3519028,Vaughan,2016 October,2 Bedroom,**,
3519028,Vaughan,2016 October,3 Bedroom +,**,
3519028,Vaughan,2016 October,Total,**,
3519028,Vaughan,2017 October,Studio,**,
3519028,Vaughan,2017 October,1 Bedroom,**,
3519028,Vaughan,2017 October,2 Bedroom,**,
3519028,Vaughan,2017 October,3 Bedroom +,**,
3519028,Vaughan,2017 October,Total,**,
3519028,Vaughan,2018 October,Studio,**,
3519028,Vaughan,2018 October,1 Bedroom,**,
3519028,Vaughan,2018 October,2 Bedroom,**,
3519028,Vaughan,2018 October,3 Bedroom +,**,
3519028,Vaughan,2018 October,Total,**,
3519028,Vaughan,2019 October,Studio,**,
3519028,Vaughan,2019 October,1 Bedroom,**,
3519028,Vaughan,2019 October,2 Bedroom,**,
3519028,Vaughan,2019 October,3 Bedroom +,**,
3519028,Vaughan,2019 October,Total,**,
3519028,Vaughan,2020 October,Studio,**,
3519028,Vaughan,2020 October,1 Bedroom,**,
3519028,Vaughan,2020 October,2 Bedroom,**,
3519028,Vaughan,2020 October,3 Bedroom +,**,
3519028,Vaughan,2020 October,Total,**,
3519028,Vaughan,2021 October,Studio,**,
3519028,Vaughan,2021 October,1 Bedroom,**,
3519028,Vaughan,2021 October,2 Bedroom,**,
3519028,Vaughan,2021 October,3 Bedroom +,**,
3519028,Vaughan,2021 October,Total,**,
3519028,Vaughan,2022 October,Studio,**,
3519028,Vaughan,2022 October,1 Bedroom,**,
3519028,Vaughan,2022 October,2 Bedroom,**,
3519028,Vaughan,2022 October,3 Bedroom +,**,
3519028,Vaughan,2022 October,Total,**,
3519028,Vaughan,2023 October,Studio,**,
3519028,Vaughan,2023 October,1 Bedroom,**,
3519028,Vaughan,2023 October,2 Bedroom,**,
3519028,Vaughan,2023 October,3 Bedroom +,**,
3519028,Vaughan,2023 October,Total,**,
3519028,Vaughan,2024 October,Studio,**,
3519028,Vaughan,2024 October,1 Bedroom,**,
3519028,Vaughan,2024 October,2 Bedroom,**,
3519028,Vaughan,2024 October,3 Bedroom +,**,
3519028,Vaughan,2024 October,Total,**,
3519028,Vaughan,2025 October,Studio,**,
3519028,Vaughan,2025 October,1 Bedroom,**,
3519028,Vaughan,2025 October,2 Bedroom,**,
3519028,Vaughan,2025 October,3 Bedroom +,**,
3519028,Vaughan,2025 October,Total,**,
3519038,Richmond Hill,1990 October,Studio,456,a
3519038,Richmond Hill,1990 October,1 Bedroom,543,a
3519038,Richmond Hill,1990 October,2 Bedroom,636,a
3519038,Richmond Hill,1990 October,3 Bedroom +,799,a
3519038,Richmond Hill,1990 October,Total,601,a
3519038,Richmond Hill,1991 October,Studio,480,c
3519038,Richmond Hill,1991 October,1 Bedroom,551,b
3519038,Richmond Hill,1991 October,2 Bedroom,641,a
3519038,Richmond Hill,1991 October,3 Bedroom +,833,c
3519038,Richmond Hill,1991 October,Total,610,a
3519038,Richmond Hill,1992 October,Studio,517,a
3519038,Richmond Hill,1992 October,1 Bedroom,579,a
3519038,Richmond Hill,1992 October,2 Bedroom,686,a
3519038,Richmond Hill,1992 October,3 Bedroom +,868,a
3519038,Richmond Hill,1992 October,Total,648,a
3519038,Richmond Hill,1993 October,Studio,528,a
3519038,Richmond Hill,1993 October,1 Bedroom,613,a
3519038,Richmond Hill,1993 October,2 Bedroom,707,a
3519038,Richmond Hill,1993 October,3 Bedroom +,865,a
3519038,Richmond Hill,1993 October,Total,670,a
3519038,Richmond Hill,1994 October,Studio,545,a
3519038,Richmond Hill,1994 October,1 Bedroom,641,a
3519038,Richmond Hill,1994 October,2 Bedroom,731,a
3519038,Richmond Hill,1994 October,3 Bedroom +,906,a
3519038,Richmond Hill,1994 October,Total,697,a
3519038,Richmond Hill,1995 October,Studio,545,a
3519038,Richmond Hill,1995 October,1 Bedroom,651,a
3519038,Richmond Hill,1995 October,2 Bedroom,749,a
3519038,Richmond Hill,1995 October,3 Bedroom +,937,a
3519038,Richmond Hill,1995 October,Total,712,a
3519038,Richmond Hill,1996 October,Studio,551,a
3519038,Richmond Hill,1996 October,1 Bedroom,676,a
3519038,Richmond Hill,1996 October,2 Bedroom,772,a
3519038,Richmond Hill,1996 October,3 Bedroom +,967,a
3519038,Richmond Hill,1996 October,Total,735,a
3519038,Richmond Hill,1997 October,Studio,580,a
3519038,Richmond Hill,1997 October,1 Bedroom,679,a
3519038,Richmond Hill,1997 October,2 Bedroom,787,a
3519038,Richmond Hill,1997 October,3 Bedroom +,980,a
3519038,Richmond Hill,1997 October,Total,746,a
3519038,Richmond Hill,1998 October,Studio,589,a
3519038,Richmond Hill,1998 October,1 Bedroom,708,a
3519038,Richmond Hill,1998 October,2 Bedroom,829,a
3519038,Richmond Hill,1998 October,3 Bedroom +,"1,026",a
3519038,Richmond Hill,1998 October,Total,782,a
3519038,Richmond Hill,1999 October,Studio,621,a
3519038,Richmond Hill,1999 October,1 Bedroom,735,a
3519038,Richmond Hill,1999 October,2 Bedroom,850,a
3519038,Richmond Hill,1999 October,3 Bedroom +,"1,053",a
3519038,Richmond Hill,1999 October,Total,806,a
3519038,Richmond Hill,2000 October,Studio,706,a
3519038,Richmond Hill,2000 October,1 Bedroom,794,a
3519038,Richmond Hill,2000 October,2 Bedroom,923,a
3519038,Richmond Hill,2000 October,3 Bedroom +,"1,143",a
3519038,Richmond Hill,2000 October,Total,882,a
3519038,Richmond Hill,2001 October,Studio,703,a
3519038,Richmond Hill,2001 October,1 Bedroom,813,a
3519038,Richmond Hill,2001 October,2 Bedroom,958,a
3519038,Richmond Hill,2001 October,3 Bedroom +,"1,187",b
3519038,Richmond Hill,2001 October,Total,894,a
3519038,Richmond Hill,2002 October,Studio,723,b
3519038,Richmond Hill,2002 October,1 Bedroom,862,a
3519038,Richmond Hill,2002 October,2 Bedroom,"1,010",a
3519038,Richmond Hill,2002 October,3 Bedroom +,"1,290",b
3519038,Richmond Hill,2002 October,Total,946,a
3519038,Richmond Hill,2003 October,Studio,710,b
3519038,Richmond Hill,2003 October,1 Bedroom,835,a
3519038,Richmond Hill,2003 October,2 Bedroom,943,a
3519038,Richmond Hill,2003 October,3 Bedroom +,"1,077",b
3519038,Richmond Hill,2003 October,Total,889,a
3519038,Richmond Hill,2004 October,Studio,785,a
3519038,Richmond Hill,2004 October,1 Bedroom,899,a
3519038,Richmond Hill,2004 October,2 Bedroom,"1,073",a
3519038,Richmond Hill,2004 October,3 Bedroom +,"1,359",a
3519038,Richmond Hill,2004 October,Total,"1,011",a
3519038,Richmond Hill,2005 October,Studio,782,a
3519038,Richmond Hill,2005 October,1 Bedroom,884,a
3519038,Richmond Hill,2005 October,2 Bedroom,"1,055",a
3519038,Richmond Hill,2005 October,3 Bedroom +,"1,287",a
3519038,Richmond Hill,2005 October,Total,989,a
3519038,Richmond Hill,2006 October,Studio,793,a
3519038,Richmond Hill,2006 October,1 Bedroom,916,a
3519038,Richmond Hill,2006 October,2 Bedroom,"1,105",a
3519038,Richmond Hill,2006 October,3 Bedroom +,"1,328",a
3519038,Richmond Hill,2006 October,Total,"1,030",a
3519038,Richmond Hill,2007 October,Studio,792,a
3519038,Richmond Hill,2007 October,1 Bedroom,910,a
3519038,Richmond Hill,2007 October,2 Bedroom,"1,097",a
3519038,Richmond Hill,2007 October,3 Bedroom +,"1,368",a
3519038,Richmond Hill,2007 October,Total,"1,022",a
3519038,Richmond Hill,2008 October,Studio,807,a
3519038,Richmond Hill,2008 October,1 Bedroom,930,a
3519038,Richmond Hill,2008 October,2 Bedroom,"1,138",a
3519038,Richmond Hill,2008 October,3 Bedroom +,"1,359",a
3519038,Richmond Hill,2008 October,Total,"1,060",a
3519038,Richmond Hill,2009 October,Studio,843,a
3519038,Richmond Hill,2009 October,1 Bedroom,957,a
3519038,Richmond Hill,2009 October,2 Bedroom,"1,132",a
3519038,Richmond Hill,2009 October,3 Bedroom +,"1,372",a
3519038,Richmond Hill,2009 October,Total,"1,072",a
3519038,Richmond Hill,2010 October,Studio,829,a
3519038,Richmond Hill,2010 October,1 Bedroom,971,a
3519038,Richmond Hill,2010 October,2 Bedroom,"1,147",a
3519038,Richmond Hill,2010 October,3 Bedroom +,"1,405",a
3519038,Richmond Hill,2010 October,Total,"1,072",a
3519038,Richmond Hill,2011 October,Studio,842,a
3519038,Richmond Hill,2011 October,1 Bedroom,"1,015",a
3519038,Richmond Hill,2011 October,2 Bedroom,"1,210",a
3519038,Richmond Hill,2011 October,3 Bedroom +,"1,476",a
3519038,Richmond Hill,2011 October,Total,"1,132",a
3519038,Richmond Hill,2012 October,Studio,827,a
3519038,Richmond Hill,2012 October,1 Bedroom,"1,020",a
3519038,Richmond Hill,2012 October,2 Bedroom,"1,240",a
3519038,Richmond Hill,2012 October,3 Bedroom +,"1,453",a
3519038,Richmond Hill,2012 October,Total,"1,147",a
3519038,Richmond Hill,2013 October,Studio,870,a
3519038,Richmond Hill,2013 October,1 Bedroom,"1,047",a
3519038,Richmond Hill,2013 October,2 Bedroom,"1,239",a
3519038,Richmond Hill,2013 October,3 Bedroom +,"1,463",a
3519038,Richmond Hill,2013 October,Total,"1,162",a
3519038,Richmond Hill,2014 October,Studio,877,a
3519038,Richmond Hill,2014 October,1 Bedroom,"1,082",a
3519038,Richmond Hill,2014 October,2 Bedroom,"1,299",a
3519038,Richmond Hill,2014 October,3 Bedroom +,"1,521",a
3519038,Richmond Hill,2014 October,Total,"1,207",a
3519038,Richmond Hill,2015 October,Studio,900,a
3519038,Richmond Hill,2015 October,1 Bedroom,"1,150",a
3519038,Richmond Hill,2015 October,2 Bedroom,"1,349",a
3519038,Richmond Hill,2015 October,3 Bedroom +,"1,538",a
3519038,Richmond Hill,2015 October,Total,"1,265",a
3519038,Richmond Hill,2016 October,Studio,909,b
3519038,Richmond Hill,2016 October,1 Bedroom,"1,136",a
3519038,Richmond Hill,2016 October,2 Bedroom,"1,327",a
3519038,Richmond Hill,2016 October,3 Bedroom +,"1,488",a
3519038,Richmond Hill,2016 October,Total,"1,246",a
3519038,Richmond Hill,2017 October,Studio,939,a
3519038,Richmond Hill,2017 October,1 Bedroom,"1,154",a
3519038,Richmond Hill,2017 October,2 Bedroom,"1,393",a
3519038,Richmond Hill,2017 October,3 Bedroom +,"1,631",a
3519038,Richmond Hill,2017 October,Total,"1,292",a
3519038,Richmond Hill,2018 October,Studio,"1,020",b
3519038,Richmond Hill,2018 October,1 Bedroom,"1,146",a
3519038,Richmond Hill,2018 October,2 Bedroom,"1,363",a
3519038,Richmond Hill,2018 October,3 Bedroom +,"1,591",b
3519038,Richmond Hill,2018 October,Total,"1,282",a
3519038,Richmond Hill,2019 October,Studio,"1,011",b
3519038,Richmond Hill,2019 October,1 Bedroom,"1,213",a
3519038,Richmond Hill,2019 October,2 Bedroom,"1,394",a
3519038,Richmond Hill,2019 October,3 Bedroom +,"1,617",b
3519038,Richmond Hill,2019 October,Total,"1,320",a
3519038,Richmond Hill,2020 October,Studio,"1,109",b
3519038,Richmond Hill,2020 October,1 Bedroom,"1,385",a
3519038,Richmond Hill,2020 October,2 Bedroom,"1,597",b
3519038,Richmond Hill,2020 October,3 Bedroom +,"1,842",b
3519038,Richmond Hill,2020 October,Total,"1,503",a
3519038,Richmond Hill,2021 October,Studio,"1,180",c
3519038,Richmond Hill,2021 October,1 Bedroom,"1,342",a
3519038,Richmond Hill,2021 October,2 Bedroom,"1,539",a
3519038,Richmond Hill,2021 October,3 Bedroom +,"1,960",b
3519038,Richmond Hill,2021 October,Total,"1,473",a
3519038,Richmond Hill,2022 October,Studio,"1,315",b
3519038,Richmond Hill,2022 October,1 Bedroom,"1,348",a
3519038,Richmond Hill,2022 October,2 Bedroom,"1,579",a
3519038,Richmond Hill,2022 October,3 Bedroom +,"2,031",b
3519038,Richmond Hill,2022 October,Total,"1,522",a
3519038,Richmond Hill,2023 October,Studio,"1,233",d
3519038,Richmond Hill,2023 October,1 Bedroom,"1,479",b
3519038,Richmond Hill,2023 October,2 Bedroom,"1,877",b
3519038,Richmond Hill,2023 October,3 Bedroom +,"2,019",b
3519038,Richmond Hill,2023 October,Total,"1,713",b
3519038,Richmond Hill,2024 October,Studio,"1,199",c
3519038,Richmond Hill,2024 October,1 Bedroom,"1,534",a
3519038,Richmond Hill,2024 October,2 Bedroom,"1,931",a
3519038,Richmond Hill,2024 October,3 Bedroom +,"2,233",a
3519038,Richmond Hill,2024 October,Total,"1,761",a
3519038,Richmond Hill,2025 October,Studio,"1,328",c
3519038,Richmond Hill,2025 October,1 Bedroom,"1,583",a
3519038,Richmond Hill,2025 October,2 Bedroom,"1,827",a
3519038,Richmond Hill,2025 October,3 Bedroom +,"2,332",c
3519038,Richmond Hill,2025 October,Total,"1,726",a
3519048,Newmarket,1990 October,Studio,376,a
3519048,Newmarket,1990 October,1 Bedroom,546,a
3519048,Newmarket,1990 October,2 Bedroom,630,a
3519048,Newmarket,1990 October,3 Bedroom +,814,a
3519048,Newmarket,1990 October,Total,593,a
3519048,Newmarket,1991 October,Studio,376,a
3519048,Newmarket,1991 October,1 Bedroom,562,a
3519048,Newmarket,1991 October,2 Bedroom,675,a
3519048,Newmarket,1991 October,3 Bedroom +,882,a
3519048,Newmarket,1991 October,Total,629,a
3519048,Newmarket,1992 October,Studio,444,b
3519048,Newmarket,1992 October,1 Bedroom,600,a
3519048,Newmarket,1992 October,2 Bedroom,840,b
3519048,Newmarket,1992 October,3 Bedroom +,868,a
3519048,Newmarket,1992 October,Total,740,b
3519048,Newmarket,1993 October,Studio,426,a
3519048,Newmarket,1993 October,1 Bedroom,589,a
3519048,Newmarket,1993 October,2 Bedroom,834,b
3519048,Newmarket,1993 October,3 Bedroom +,842,a
3519048,Newmarket,1993 October,Total,726,a
3519048,Newmarket,1994 October,Studio,443,b
3519048,Newmarket,1994 October,1 Bedroom,617,a
3519048,Newmarket,1994 October,2 Bedroom,803,a
3519048,Newmarket,1994 October,3 Bedroom +,860,a
3519048,Newmarket,1994 October,Total,726,a
3519048,Newmarket,1995 October,Studio,431,a
3519048,Newmarket,1995 October,1 Bedroom,641,a
3519048,Newmarket,1995 October,2 Bedroom,843,b
3519048,Newmarket,1995 October,3 Bedroom +,858,b
3519048,Newmarket,1995 October,Total,766,b
3519048,Newmarket,1996 October,Studio,471,a
3519048,Newmarket,1996 October,1 Bedroom,642,a
3519048,Newmarket,1996 October,2 Bedroom,761,a
3519048,Newmarket,1996 October,3 Bedroom +,886,a
3519048,Newmarket,1996 October,Total,717,a
3519048,Newmarket,1997 October,Studio,467,b
3519048,Newmarket,1997 October,1 Bedroom,660,a
3519048,Newmarket,1997 October,2 Bedroom,761,a
3519048,Newmarket,1997 October,3 Bedroom +,896,a
3519048,Newmarket,1997 October,Total,722,a
3519048,Newmarket,1998 October,Studio,533,a
3519048,Newmarket,1998 October,1 Bedroom,665,a
3519048,Newmarket,1998 October,2 Bedroom,909,b
3519048,Newmarket,1998 October,3 Bedroom +,958,a
3519048,Newmarket,1998 October,Total,816,b
3519048,Newmarket,1999 October,Studio,493,b
3519048,Newmarket,1999 October,1 Bedroom,676,a
3519048,Newmarket,1999 October,2 Bedroom,806,a
3519048,Newmarket,1999 October,3 Bedroom +,925,a
3519048,Newmarket,1999 October,Total,756,a
3519048,Newmarket,2000 October,Studio,521,b
3519048,Newmarket,2000 October,1 Bedroom,722,a
3519048,Newmarket,2000 October,2 Bedroom,826,a
3519048,Newmarket,2000 October,3 Bedroom +,952,c
3519048,Newmarket,2000 October,Total,764,a
3519048,Newmarket,2001 October,Studio,540,b
3519048,Newmarket,2001 October,1 Bedroom,741,a
3519048,Newmarket,2001 October,2 Bedroom,844,a
3519048,Newmarket,2001 October,3 Bedroom +,962,a
3519048,Newmarket,2001 October,Total,804,a
3519048,Newmarket,2002 October,Studio,562,a
3519048,Newmarket,2002 October,1 Bedroom,785,a
3519048,Newmarket,2002 October,2 Bedroom,884,a
3519048,Newmarket,2002 October,3 Bedroom +,994,a
3519048,Newmarket,2002 October,Total,839,a
3519048,Newmarket,2003 October,Studio,585,a
3519048,Newmarket,2003 October,1 Bedroom,772,a
3519048,Newmarket,2003 October,2 Bedroom,887,a
3519048,Newmarket,2003 October,3 Bedroom +,"1,003",a
3519048,Newmarket,2003 October,Total,835,a
3519048,Newmarket,2004 October,Studio,567,b
3519048,Newmarket,2004 October,1 Bedroom,811,a
3519048,Newmarket,2004 October,2 Bedroom,915,a
3519048,Newmarket,2004 October,3 Bedroom +,"1,061",a
3519048,Newmarket,2004 October,Total,854,a
3519048,Newmarket,2005 October,Studio,543,b
3519048,Newmarket,2005 October,1 Bedroom,802,a
3519048,Newmarket,2005 October,2 Bedroom,878,a
3519048,Newmarket,2005 October,3 Bedroom +,865,d
3519048,Newmarket,2005 October,Total,826,a
3519048,Newmarket,2006 October,Studio,585,a
3519048,Newmarket,2006 October,1 Bedroom,851,a
3519048,Newmarket,2006 October,2 Bedroom,940,a
3519048,Newmarket,2006 October,3 Bedroom +,"1,031",a
3519048,Newmarket,2006 October,Total,890,a
3519048,Newmarket,2007 October,Studio,622,a
3519048,Newmarket,2007 October,1 Bedroom,848,a
3519048,Newmarket,2007 October,2 Bedroom,958,a
3519048,Newmarket,2007 October,3 Bedroom +,"1,081",a
3519048,Newmarket,2007 October,Total,894,a
3519048,Newmarket,2008 October,Studio,625,a
3519048,Newmarket,2008 October,1 Bedroom,860,a
3519048,Newmarket,2008 October,2 Bedroom,946,a
3519048,Newmarket,2008 October,3 Bedroom +,"1,141",a
3519048,Newmarket,2008 October,Total,910,a
3519048,Newmarket,2009 October,Studio,660,a
3519048,Newmarket,2009 October,1 Bedroom,895,a
3519048,Newmarket,2009 October,2 Bedroom,963,a
3519048,Newmarket,2009 October,3 Bedroom +,"1,185",a
3519048,Newmarket,2009 October,Total,932,a
3519048,Newmarket,2010 October,Studio,635,a
3519048,Newmarket,2010 October,1 Bedroom,880,a
3519048,Newmarket,2010 October,2 Bedroom,982,a
3519048,Newmarket,2010 October,3 Bedroom +,"1,202",b
3519048,Newmarket,2010 October,Total,920,a
3519048,Newmarket,2011 October,Studio,677,a
3519048,Newmarket,2011 October,1 Bedroom,947,a
3519048,Newmarket,2011 October,2 Bedroom,"1,029",a
3519048,Newmarket,2011 October,3 Bedroom +,"1,199",c
3519048,Newmarket,2011 October,Total,975,a
3519048,Newmarket,2012 October,Studio,615,a
3519048,Newmarket,2012 October,1 Bedroom,964,b
3519048,Newmarket,2012 October,2 Bedroom,"1,043",a
3519048,Newmarket,2012 October,3 Bedroom +,"1,276",b
3519048,Newmarket,2012 October,Total,991,a
3519048,Newmarket,2013 October,Studio,741,b
3519048,Newmarket,2013 October,1 Bedroom,990,a
3519048,Newmarket,2013 October,2 Bedroom,"1,068",a
3519048,Newmarket,2013 October,3 Bedroom +,"1,259",b
3519048,Newmarket,2013 October,Total,"1,022",a
3519048,Newmarket,2014 October,Studio,703,a
3519048,Newmarket,2014 October,1 Bedroom,"1,042",b
3519048,Newmarket,2014 October,2 Bedroom,"1,137",a
3519048,Newmarket,2014 October,3 Bedroom +,"1,207",c
3519048,Newmarket,2014 October,Total,"1,067",b
3519048,Newmarket,2015 October,Studio,696,a
3519048,Newmarket,2015 October,1 Bedroom,"1,057",b
3519048,Newmarket,2015 October,2 Bedroom,"1,173",a
3519048,Newmarket,2015 October,3 Bedroom +,"1,276",b
3519048,Newmarket,2015 October,Total,"1,092",b
3519048,Newmarket,2016 October,Studio,738,b
3519048,Newmarket,2016 October,1 Bedroom,"1,069",b
3519048,Newmarket,2016 October,2 Bedroom,"1,178",a
3519048,Newmarket,2016 October,3 Bedroom +,**,
3519048,Newmarket,2016 October,Total,"1,105",b
3519048,Newmarket,2017 October,Studio,763,c
3519048,Newmarket,2017 October,1 Bedroom,"1,181",b
3519048,Newmarket,2017 October,2 Bedroom,"1,269",a
3519048,Newmarket,2017 October,3 Bedroom +,**,
3519048,Newmarket,2017 October,Total,"1,210",a
3519048,Newmarket,2018 October,Studio,759,b
3519048,Newmarket,2018 October,1 Bedroom,"1,161",b
3519048,Newmarket,2018 October,2 Bedroom,"1,308",a
3519048,Newmarket,2018 October,3 Bedroom +,**,
3519048,Newmarket,2018 October,Total,"1,205",b
3519048,Newmarket,2019 October,Studio,798,a
3519048,Newmarket,2019 October,1 Bedroom,"1,370",a
3519048,Newmarket,2019 October,2 Bedroom,"1,461",a
3519048,Newmarket,2019 October,3 Bedroom +,**,
3519048,Newmarket,2019 October,Total,"1,387",a
3519048,Newmarket,2020 October,Studio,757,b
3519048,Newmarket,2020 October,1 Bedroom,"1,416",a
3519048,Newmarket,2020 October,2 Bedroom,"1,527",a
3519048,Newmarket,2020 October,3 Bedroom +,**,
3519048,Newmarket,2020 October,Total,"1,426",a
3519048,Newmarket,2021 October,Studio,754,c
3519048,Newmarket,2021 October,1 Bedroom,"1,273",d
3519048,Newmarket,2021 October,2 Bedroom,"1,411",b
3519048,Newmarket,2021 October,3 Bedroom +,**,
3519048,Newmarket,2021 October,Total,"1,283",c
3519048,Newmarket,2022 October,Studio,**,
3519048,Newmarket,2022 October,1 Bedroom,"1,502",a
3519048,Newmarket,2022 October,2 Bedroom,"1,530",a
3519048,Newmarket,2022 October,3 Bedroom +,**,
3519048,Newmarket,2022 October,Total,"1,480",a
3519048,Newmarket,2023 October,Studio,**,
3519048,Newmarket,2023 October,1 Bedroom,"1,702",b
3519048,Newmarket,2023 October,2 Bedroom,"1,785",c
3519048,Newmarket,2023 October,3 Bedroom +,**,
3519048,Newmarket,2023 October,Total,"1,692",c
3519048,Newmarket,2024 October,Studio,**,
3519048,Newmarket,2024 October,1 Bedroom,"1,590",a
3519048,Newmarket,2024 October,2 Bedroom,"2,010",b
3519048,Newmarket,2024 October,3 Bedroom +,**,
3519048,Newmarket,2024 October,Total,"1,755",b
3519048,Newmarket,2025 October,Studio,**,
3519048,Newmarket,2025 October,1 Bedroom,"1,951",b
3519048,Newmarket,2025 October,2 Bedroom,"2,384",c
3519048,Newmarket,2025 October,3 Bedroom +,**,
3519048,Newmarket,2025 October,Total,"2,128",b
3519046,Aurora,1990 October,Studio,457,c
3519046,Aurora,1990 October,1 Bedroom,538,a
3519046,Aurora,1990 October,2 Bedroom,639,a
3519046,Aurora,1990 October,3 Bedroom +,**,
3519046,Aurora,1990 October,Total,586,a
3519046,Aurora,1991 October,Studio,**,
3519046,Aurora,1991 October,1 Bedroom,573,a
3519046,Aurora,1991 October,2 Bedroom,678,b
3519046,Aurora,1991 October,3 Bedroom +,**,
3519046,Aurora,1991 October,Total,619,a
3519046,Aurora,1992 October,Studio,454,a
3519046,Aurora,1992 October,1 Bedroom,589,a
3519046,Aurora,1992 October,2 Bedroom,693,b
3519046,Aurora,1992 October,3 Bedroom +,**,
3519046,Aurora,1992 October,Total,632,a
3519046,Aurora,1993 October,Studio,**,
3519046,Aurora,1993 October,1 Bedroom,617,a
3519046,Aurora,1993 October,2 Bedroom,708,b
3519046,Aurora,1993 October,3 Bedroom +,**,
3519046,Aurora,1993 October,Total,657,b
3519046,Aurora,1994 October,Studio,**,
3519046,Aurora,1994 October,1 Bedroom,633,a
3519046,Aurora,1994 October,2 Bedroom,728,b
3519046,Aurora,1994 October,3 Bedroom +,**,
3519046,Aurora,1994 October,Total,744,b
3519046,Aurora,1995 October,Studio,**,
3519046,Aurora,1995 October,1 Bedroom,666,a
3519046,Aurora,1995 October,2 Bedroom,809,a
3519046,Aurora,1995 October,3 Bedroom +,**,
3519046,Aurora,1995 October,Total,738,b
3519046,Aurora,1996 October,Studio,**,
3519046,Aurora,1996 October,1 Bedroom,672,a
3519046,Aurora,1996 October,2 Bedroom,811,a
3519046,Aurora,1996 October,3 Bedroom +,916,a
3519046,Aurora,1996 October,Total,798,a
3519046,Aurora,1997 October,Studio,509,c
3519046,Aurora,1997 October,1 Bedroom,677,a
3519046,Aurora,1997 October,2 Bedroom,825,a
3519046,Aurora,1997 October,3 Bedroom +,846,c
3519046,Aurora,1997 October,Total,748,a
3519046,Aurora,1998 October,Studio,**,
3519046,Aurora,1998 October,1 Bedroom,689,a
3519046,Aurora,1998 October,2 Bedroom,823,a
3519046,Aurora,1998 October,3 Bedroom +,**,
3519046,Aurora,1998 October,Total,762,a
3519046,Aurora,1999 October,Studio,505,a
3519046,Aurora,1999 October,1 Bedroom,716,a
3519046,Aurora,1999 October,2 Bedroom,809,b
3519046,Aurora,1999 October,3 Bedroom +,820,c
3519046,Aurora,1999 October,Total,751,a
3519046,Aurora,2000 October,Studio,528,b
3519046,Aurora,2000 October,1 Bedroom,754,a
3519046,Aurora,2000 October,2 Bedroom,892,a
3519046,Aurora,2000 October,3 Bedroom +,**,
3519046,Aurora,2000 October,Total,816,a
3519046,Aurora,2001 October,Studio,**,
3519046,Aurora,2001 October,1 Bedroom,760,a
3519046,Aurora,2001 October,2 Bedroom,871,a
3519046,Aurora,2001 October,3 Bedroom +,959,d
3519046,Aurora,2001 October,Total,818,a
3519046,Aurora,2002 October,Studio,539,b
3519046,Aurora,2002 October,1 Bedroom,780,a
3519046,Aurora,2002 October,2 Bedroom,925,a
3519046,Aurora,2002 October,3 Bedroom +,849,b
3519046,Aurora,2002 October,Total,845,a
3519046,Aurora,2003 October,Studio,**,
3519046,Aurora,2003 October,1 Bedroom,810,a
3519046,Aurora,2003 October,2 Bedroom,979,a
3519046,Aurora,2003 October,3 Bedroom +,**,
3519046,Aurora,2003 October,Total,892,a
3519046,Aurora,2004 October,Studio,612,a
3519046,Aurora,2004 October,1 Bedroom,816,a
3519046,Aurora,2004 October,2 Bedroom,955,a
3519046,Aurora,2004 October,3 Bedroom +,**,
3519046,Aurora,2004 October,Total,884,a
3519046,Aurora,2005 October,Studio,587,b
3519046,Aurora,2005 October,1 Bedroom,794,a
3519046,Aurora,2005 October,2 Bedroom,929,a
3519046,Aurora,2005 October,3 Bedroom +,**,
3519046,Aurora,2005 October,Total,851,a
3519046,Aurora,2006 October,Studio,**,
3519046,Aurora,2006 October,1 Bedroom,848,b
3519046,Aurora,2006 October,2 Bedroom,**,
3519046,Aurora,2006 October,3 Bedroom +,"1,251",b
3519046,Aurora,2006 October,Total,"1,102",d
3519046,Aurora,2007 October,Studio,**,
3519046,Aurora,2007 October,1 Bedroom,867,a
3519046,Aurora,2007 October,2 Bedroom,"1,029",a
